Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-78-7148-01	23	196	24	10	7	14
TCGA-78-7149-01	19	56	14	94	16	1
TCGA-78-7150-01	40	217	31	166	42	13
TCGA-78-7152-01	17	103	7	89	34	5
TCGA-78-7153-01	14	57	39	32	3	11
TCGA-78-7154-01	26	83	60	129	16	14
TCGA-78-7155-01	39	1536	53	162	1	47
TCGA-78-7156-01	46	176	25	150	20	0
TCGA-78-7158-01	11	188	16	47	12	10
TCGA-78-7159-01	3	315	35	20	0	7
TCGA-78-7160-01	9	22	8	6	2	10
TCGA-78-7161-01	8	171	29	19	0	9
TCGA-78-7162-01	14	53	11	21	0	2
TCGA-78-7163-01	0	5	4	0	15	3
TCGA-78-7166-01	18	230	14	9	0	4
TCGA-78-7167-01	8	70	28	42	2	4
TCGA-78-7220-01	87	779	33	123	0	24
TCGA-78-7535-01	11	147	16	11	0	35
TCGA-78-7536-01	16	632	32	24	13	21
TCGA-78-7537-01	15	120	11	20	0	3
TCGA-78-7539-01	5	182	36	322	60	0
TCGA-78-7540-01	2	4	22	3	4	1
TCGA-78-7542-01	26	369	25	37	9	11
TCGA-78-7633-01	10	104	12	9	0	0
TCGA-78-8640-01	23	611	62	156	32	30
TCGA-78-8648-01	2	10	4	0	0	0
TCGA-78-8655-01	13	83	21	6	5	4
TCGA-78-8660-01	20	189	17	49	16	13
TCGA-78-8662-01	59	1183	55	108	17	18
TCGA-80-5607-01	9	11	6	118	12	2
TCGA-80-5608-01	0	161	16	14	7	1
TCGA-80-5611-01	27	146	29	19	0	26
TCGA-83-5908-01	0	167	20	108	0	0
TCGA-86-6562-01	0	16	14	22	11	11
TCGA-86-6851-01	9	907	17	145	14	2
TCGA-86-7701-01	2	186	23	9	14	14
TCGA-86-7711-01	5	150	27	61	16	13
TCGA-86-7713-01	27	136	12	4	0	7
TCGA-86-7714-01	6	60	11	3	10	1
TCGA-86-7953-01	0	33	13	13	2	4
TCGA-86-7954-01	16	154	39	50	22	9
TCGA-86-7955-01	28	269	28	41	1	10
TCGA-86-8054-01	10	209	24	23	0	9
TCGA-86-8055-01	2	16	25	7	7	6
TCGA-86-8056-01	33	96	14	160	36	1
TCGA-86-8073-01	39	1647	29	112	18	0
TCGA-86-8074-01	10	29	13	8	0	19
TCGA-86-8075-01	2	11	26	7	13	3
TCGA-86-8076-01	8	25	24	25	0	2
TCGA-86-8278-01	3	0	15	104	22	0
TCGA-86-8279-01	1	555	36	28	8	8
TCGA-86-8280-01	19	19	16	1	0	0
TCGA-86-8281-01	12	237	37	42	2	7
TCGA-86-8358-01	54	1174	76	47	7	18
TCGA-86-8359-01	13	154	17	12	2	2
TCGA-86-8585-01	0	499	16	128	47	20
TCGA-86-8668-01	3	7	25	6	0	4
TCGA-86-8669-01	12	97	20	8	26	7
TCGA-86-8671-01	5	8	10	12	7	5
TCGA-86-8672-01	29	262	31	48	0	6
TCGA-86-8673-01	37	478	25	55	0	10
TCGA-86-8674-01	10	311	14	44	0	3
TCGA-86-A456-01	31	362	16	33	10	0
TCGA-86-A4JF-01	80	542	643	190	134	57
TCGA-86-A4P7-01	4	21	22	36	0	1
TCGA-86-A4P8-01	1	1	0	0	0	0
TCGA-91-6828-01	8	260	23	33	0	12
TCGA-91-6829-01	46	626	35	67	4	27
TCGA-91-6830-01	23	33	5	232	22	0
TCGA-91-6831-01	29	241	28	11	16	15
TCGA-91-6835-01	5	58	18	26	0	6
TCGA-91-6836-01	30	473	38	31	0	7
TCGA-91-6840-01	0	20	19	85	15	3
TCGA-91-6847-01	5	22	39	21	11	7
TCGA-91-6848-01	25	531	31	121	7	26
TCGA-91-6849-01	9	106	4	8	10	4
TCGA-91-7771-01	32	156	15	29	0	19
TCGA-91-8496-01	4	7	20	6	4	0
TCGA-91-8497-01	18	20	15	1	2	0
TCGA-91-8499-01	20	208	33	112	13	9
TCGA-91-A4BC-01	10	465	43	31	0	14
TCGA-91-A4BD-01	2	1	18	6	0	0
TCGA-93-7347-01	8	110	12	13	0	0
TCGA-93-7348-01	13	64	29	20	0	7
TCGA-93-8067-01	33	81	6	449	105	0
TCGA-93-A4JN-01	6	33	26	18	3	12
TCGA-93-A4JO-01	6	16	12	15	5	11
TCGA-93-A4JP-01	5	22	16	28	4	7
TCGA-93-A4JQ-01	0	33	19	79	0	14
TCGA-95-7039-01	47	1298	58	87	3	49
TCGA-95-7043-01	49	1149	52	61	8	0
TCGA-95-7562-01	11	417	24	9	0	0
TCGA-95-7567-01	26	564	409	45	14	85
TCGA-95-7944-01	30	29	1	220	25	2
TCGA-95-7947-01	49	286	16	222	83	9
TCGA-95-7948-01	4	0	11	140	28	0
TCGA-95-8039-01	9	48	31	27	0	3
TCGA-95-8494-01	7	8	31	65	15	7
TCGA-95-A4VK-01	20	252	29	7	6	4
TCGA-95-A4VN-01	3	507	10	47	24	0
TCGA-95-A4VP-01	5	123	16	3	10	4
TCGA-97-7546-01	8	303	18	17	6	0
TCGA-97-7547-01	13	126	19	61	3	4
TCGA-97-7552-01	3	6	22	0	6	10
TCGA-97-7553-01	8	23	18	2	0	0
TCGA-97-7554-01	39	460	31	18	8	3
TCGA-97-7937-01	7	454	43	29	27	4
TCGA-97-7938-01	4	402	27	56	16	0
TCGA-97-7941-01	5	74	21	20	0	1
TCGA-97-8171-01	8	20	32	2	5	0
TCGA-97-8172-01	21	249	41	2	15	3
TCGA-97-8174-01	4	130	32	28	14	5
TCGA-97-8175-01	10	18	7	2	0	4
TCGA-97-8176-01	13	85	22	55	17	5
TCGA-97-8177-01	9	12	16	10	0	0
TCGA-97-8179-01	8	179	6	15	0	0
TCGA-97-8547-01	5	10	26	19	3	7
TCGA-97-8552-01	5	10	12	2	0	0
TCGA-97-A4LX-01	0	192	3	12	1	11
TCGA-97-A4M0-01	17	367	18	81	0	17
TCGA-97-A4M1-01	2	15	22	16	0	0
TCGA-97-A4M2-01	5	11	6	10	0	0
TCGA-97-A4M3-01	2	189	14	30	8	7
TCGA-97-A4M5-01	17	20	7	129	17	0
TCGA-97-A4M6-01	5	11	14	9	0	3
TCGA-97-A4M7-01	4	342	19	19	0	0
TCGA-99-7458-01	39	492	20	16	4	6
TCGA-99-8025-01	33	329	65	163	0	9
TCGA-99-8028-01	0	497	15	13	17	0
TCGA-99-8032-01	7	389	37	35	17	7
TCGA-99-8033-01	10	162	23	15	11	2
TCGA-99-AA5R-01	4	65	0	1	2	1
TCGA-J2-8192-01	12	24	25	7	14	8
TCGA-J2-8194-01	18	115	29	6	18	4
TCGA-J2-A4AD-01	0	170	31	184	0	32
TCGA-J2-A4AE-01	2	13	22	18	1	6
TCGA-J2-A4AG-01	4	71	27	10	0	2
TCGA-L4-A4E5-01	12	362	11	14	13	7
TCGA-L4-A4E6-01	0	14	1	5	0	0
TCGA-L9-A443-01	6	260	9	22	2	8
TCGA-L9-A444-01	27	630	14	21	9	0
TCGA-L9-A50W-01	8	10	6	9	0	3
TCGA-L9-A5IP-01	9	299	15	23	6	0
TCGA-L9-A743-01	0	77	6	63	16	6
TCGA-L9-A7SV-01	0	1922	31	64	2	0
TCGA-L9-A8F4-01	25	805	16	78	26	21
TCGA-MN-A4N1-01	16	462	47	38	11	14
TCGA-MN-A4N4-01	60	1336	20	380	58	18
TCGA-MN-A4N5-01	9	448	23	52	15	15
TCGA-MP-A4SV-01	42	209	24	140	11	14
TCGA-MP-A4SW-01	12	18	40	14	0	1
TCGA-MP-A4SY-01	20	121	23	28	12	13
TCGA-MP-A4T2-01	20	37	17	34	0	3
TCGA-MP-A4T4-01	11	398	23	36	14	3
TCGA-MP-A4T6-01	14	14	24	23	13	5
TCGA-MP-A4T7-01	3	129	12	5	6	4
TCGA-MP-A4T8-01	11	106	17	10	5	0
TCGA-MP-A4T9-01	6	22	2	9	7	0
TCGA-MP-A4TA-01	9	341	38	41	17	8
TCGA-MP-A4TC-01	6	269	18	31	3	0
TCGA-MP-A4TD-01	5	68	21	6	0	1
TCGA-MP-A4TE-01	8	105	50	3	6	1
TCGA-MP-A4TF-01	28	455	20	28	0	15
TCGA-MP-A4TH-01	15	81	25	4	0	14
TCGA-MP-A4TI-01	20	93	20	164	3	13
TCGA-MP-A4TJ-01	1	75	20	4	10	5
TCGA-MP-A4TK-01	19	339	6	65	7	6
TCGA-MP-A5C7-01	7	51	25	4	4	5
TCGA-NJ-A4YF-01	24	708	17	30	0	2
TCGA-NJ-A4YG-01	6	94	28	44	25	1
TCGA-NJ-A4YI-01	14	463	35	31	14	2
TCGA-NJ-A4YP-01	63	180	0	389	54	5
TCGA-NJ-A4YQ-01	21	1275	25	35	22	13
TCGA-NJ-A55A-01	0	123	10	11	3	0
TCGA-NJ-A55O-01	6	141	9	9	0	0
TCGA-NJ-A55R-01	18	264	11	13	9	8
TCGA-NJ-A7XG-01	0	18	23	1	0	0
TCGA-O1-A52J-01	8	167	18	13	5	0
TCGA-S2-AA1A-01	5	122	7	3	7	0
TCGA-18-3406-01	18	120	30	94	0	15
TCGA-18-3407-01	7	24	24	2	14	21
TCGA-18-3408-01	15	46	23	0	0	14
TCGA-18-3409-01	3978	130	30	0	88	41
TCGA-18-3410-01	3	113	23	103	0	5
TCGA-18-3411-01	40	234	66	39	0	19
TCGA-18-3412-01	6	74	24	34	3	6
TCGA-18-3414-01	25	180	38	82	35	22
TCGA-18-3415-01	24	91	22	68	19	11
TCGA-18-3416-01	7	262	47	62	0	10
TCGA-18-3417-01	14	218	42	35	17	26
TCGA-18-3421-01	41	209	33	74	0	28
TCGA-18-4083-01	17	349	38	56	11	2
TCGA-18-4721-01	17	125	37	19	0	27
TCGA-18-5592-01	17	256	33	34	16	8
TCGA-18-5595-01	50	42	18	154	55	0
TCGA-21-1070-01	10	585	24	38	13	17
TCGA-21-1071-01	21	116	32	34	6	8
TCGA-21-1076-01	10	298	11	53	24	11
TCGA-21-1077-01	18	155	32	68	6	16
TCGA-21-1078-01	0	8	16	64	9	0
TCGA-21-1081-01	14	117	83	23	0	24
TCGA-21-1082-01	0	280	43	153	12	5
TCGA-21-1083-01	19	700	37	139	4	17
TCGA-21-5782-01	0	278	30	157	0	20
TCGA-21-5783-01	45	251	86	105	29	13
TCGA-21-5784-01	14	183	7	30	17	9
TCGA-21-5786-01	7	384	29	18	42	4
TCGA-21-5787-01	16	393	27	48	0	24
TCGA-21-A5DI-01	18	74	24	42	5	9
TCGA-22-0940-01	30	149	28	33	9	18
TCGA-22-0944-01	18	88	17	23	10	8
TCGA-22-1000-01	16	53	9	27	17	0
TCGA-22-1002-01	6	236	21	13	18	3
TCGA-22-1005-01	16	262	16	38	7	7
TCGA-22-1011-01	0	18	17	90	0	8
TCGA-22-1012-01	16	214	46	48	0	24
TCGA-22-1016-01	24	349	22	41	0	13
TCGA-22-4591-01	38	135	59	11	11	15
TCGA-22-4593-01	27	113	52	36	0	3
TCGA-22-4594-01	6	354	43	21	15	0
TCGA-22-4595-01	26	241	30	79	20	6
TCGA-22-4596-01	23	100	34	10	0	7
TCGA-22-4599-01	34	317	32	15	22	29
TCGA-22-4601-01	11	130	18	42	20	13
TCGA-22-4604-01	29	157	60	30	14	16
TCGA-22-4605-01	9	67	15	12	0	10
TCGA-22-4607-01	11	23	8	41	0	1
TCGA-22-4609-01	4	186	12	19	17	13
TCGA-22-4613-01	41	621	36	41	20	23
TCGA-22-5471-01	33	171	16	27	44	7
TCGA-22-5472-01	0	501	0	5	0	0
TCGA-22-5473-01	54	482	62	316	92	3
TCGA-22-5474-01	1	30	15	50	13	0
TCGA-22-5477-01	0	44	27	129	18	4
TCGA-22-5478-01	6	153	42	10	4	9
TCGA-22-5479-01	61	241	82	220	9	30
TCGA-22-5480-01	11	128	21	20	13	9
TCGA-22-5481-01	19	253	41	37	4	16
TCGA-22-5482-01	20	132	18	19	1	20
TCGA-22-5483-01	20	197	28	34	5	16
TCGA-22-5485-01	15	185	28	9	5	13
TCGA-22-5489-01	12	201	32	44	3	15
TCGA-22-5491-01	14	134	32	184	55	0
TCGA-22-5492-01	11	200	27	19	12	21
TCGA-22-A5C4-01	27	285	71	33	8	13
TCGA-33-4532-01	38	269	51	84	41	14
TCGA-33-4533-01	45	231	19	52	14	13
TCGA-33-4538-01	27	103	36	29	11	20
TCGA-33-4547-01	3	31	23	153	39	0
TCGA-33-4566-01	15	1493	27	96	7	0
TCGA-33-4582-01	28	123	47	41	0	11
TCGA-33-4583-01	22	597	47	58	16	3
TCGA-33-4586-01	10	346	40	31	15	16
TCGA-33-4587-01	33	151	26	58	16	3
TCGA-33-4589-01	32	8	40	53	3	2
TCGA-33-6737-01	18	261	17	239	27	1
TCGA-33-6738-01	15	267	28	80	23	11
TCGA-33-A4WN-01	17	103	29	102	6	0
TCGA-33-A5GW-01	13	98	20	107	9	2
TCGA-33-AAS8-01	17	191	46	33	0	1
TCGA-33-AASB-01	11	378	11	38	5	14
TCGA-33-AASD-01	19	360	36	36	0	5
TCGA-33-AASI-01	21	317	35	105	0	22
TCGA-33-AASJ-01	20	54	20	97	29	8
TCGA-33-AASL-01	14	251	15	71	19	11
TCGA-34-2596-01	23	186	27	83	0	12
TCGA-34-2600-01	16	165	35	273	62	20
TCGA-34-2604-01	22	607	54	38	6	33
TCGA-34-2605-01	5	284	26	128	27	8
TCGA-34-2608-01	14	97	31	39	10	0
TCGA-34-2609-01	10	231	40	13	0	11
TCGA-34-5231-01	25	553	77	111	34	34
TCGA-34-5232-01	27	128	62	24	3	11
TCGA-34-5234-01	14	171	21	3	7	5
TCGA-34-5236-01	15	174	21	38	5	16
TCGA-34-5239-01	14	220	33	26	0	16
TCGA-34-5240-01	20	126	26	35	6	5
TCGA-34-5241-01	15	166	28	35	8	5
TCGA-34-5927-01	21	180	50	63	0	10
TCGA-34-5928-01	16	130	50	239	11	10
TCGA-34-5929-01	0	163	14	79	19	5
TCGA-34-7107-01	26	155	51	55	21	14
TCGA-34-8454-01	0	324	12	348	21	6
TCGA-34-8455-01	11	552	16	28	0	7
TCGA-34-8456-01	7	22	5	6	7	2
TCGA-34-A5IX-01	19	221	47	38	6	21
TCGA-37-3783-01	6	121	27	271	62	11
TCGA-37-3789-01	5	152	23	149	30	8
TCGA-37-3792-01	18	913	28	106	24	32
TCGA-37-4129-01	0	1	3	0	0	2
TCGA-37-4130-01	8	1241	75	54	5	36
TCGA-37-4132-01	35	296	20	23	0	11
TCGA-37-4133-01	13	170	98	50	1	31
TCGA-37-4135-01	18	285	44	33	0	10
TCGA-37-4141-01	13	298	43	27	0	24
TCGA-37-5819-01	28	747	68	55	10	18
TCGA-37-A5EL-01	26	353	46	70	22	14
TCGA-37-A5EM-01	30	295	31	43	31	2
TCGA-37-A5EN-01	16	176	42	34	19	12
TCGA-39-5011-01	15	672	7	73	22	4
TCGA-39-5016-01	55	297	83	33	0	13
TCGA-39-5019-01	16	138	32	22	5	13
TCGA-39-5021-01	15	129	12	21	6	14
TCGA-39-5022-01	0	52	10	165	22	4
TCGA-39-5024-01	23	74	31	115	2	20
TCGA-39-5028-01	2	52	21	117	30	0
TCGA-39-5029-01	20	66	32	40	13	11
TCGA-39-5030-01	1	53	149	72	0	2
TCGA-39-5031-01	33	163	1	509	108	3
TCGA-39-5034-01	15	670	44	44	6	0
TCGA-39-5035-01	23	53	35	72	10	7
TCGA-39-5036-01	13	191	49	41	21	13
TCGA-39-5037-01	20	170	45	25	25	14
TCGA-39-5039-01	25	135	32	9	3	5
TCGA-39-5040-01	22	472	40	35	9	13
TCGA-43-2576-01	25	563	18	39	0	10
TCGA-43-2578-01	12	352	5	32	12	18
TCGA-43-2581-01	16	1058	24	34	0	8
TCGA-43-3394-01	5	122	22	17	4	4
TCGA-43-3920-01	17	175	17	104	5	16
TCGA-43-5668-01	23	699	57	39	0	6
TCGA-43-5670-01	0	37	17	91	18	7
TCGA-43-6143-01	9	275	34	52	22	9
TCGA-43-6647-01	7	129	23	24	3	14
TCGA-43-6770-01	6	159	33	46	4	23
TCGA-43-6771-01	11	209	20	14	0	1
TCGA-43-6773-01	16	16	12	15	12	5
TCGA-43-7656-01	17	332	42	27	2	9
TCGA-43-7657-01	4	94	35	16	3	12
TCGA-43-7658-01	35	155	30	23	15	4
TCGA-43-8115-01	10	148	37	29	30	4
TCGA-43-8116-01	13	284	48	88	10	16
TCGA-43-8118-01	20	544	34	166	3	27
TCGA-43-A474-01	11	315	68	31	36	14
TCGA-43-A475-01	17	209	36	39	0	4
TCGA-43-A56U-01	2	152	19	136	5	5
TCGA-43-A56V-01	11	207	14	26	0	18
TCGA-46-3765-01	20	140	16	66	34	16
TCGA-46-3767-01	8	128	7	16	1	7
TCGA-46-3768-01	22	230	13	50	14	23
TCGA-46-3769-01	9	713	34	318	42	30
TCGA-46-6025-01	15	97	37	69	0	15
TCGA-46-6026-01	22	122	47	56	15	2
TCGA-51-4079-01	29	333	30	81	14	23
TCGA-51-4080-01	9	276	32	20	15	0
TCGA-51-4081-01	15	170	19	15	14	15
TCGA-51-6867-01	22	534	37	125	47	17
TCGA-52-7622-01	6	247	30	21	12	22
TCGA-52-7809-01	28	125	51	84	0	20
TCGA-52-7810-01	0	201	15	263	47	9
TCGA-52-7811-01	13	125	17	18	3	11
TCGA-52-7812-01	28	268	23	51	0	1
TCGA-56-1622-01	13	200	31	12	16	15
TCGA-56-5897-01	2	48	11	55	6	4
TCGA-56-5898-01	15	118	13	21	4	11
TCGA-56-6545-01	13	218	24	86	14	11
TCGA-56-6546-01	31	319	30	18	5	13
TCGA-56-7221-01	22	211	24	87	22	0
TCGA-56-7222-01	26	337	38	57	6	25
TCGA-56-7223-01	46	209	43	40	11	24
TCGA-56-7579-01	27	174	23	60	4	29
TCGA-56-7580-01	0	113	23	18	14	3
TCGA-56-7582-01	16	108	37	15	14	14
TCGA-56-7730-01	32	328	62	19	6	15
TCGA-56-7731-01	8	334	30	53	2	16
TCGA-56-7822-01	11	192	37	183	31	13
TCGA-56-7823-01	26	261	31	23	4	9
TCGA-56-8082-01	30	158	63	23	7	0
TCGA-56-8083-01	10	143	27	8	0	11
TCGA-56-8201-01	6	123	24	35	2	9
TCGA-56-8304-01	23	220	13	27	18	3
TCGA-56-8305-01	22	367	29	46	26	0
TCGA-56-8307-01	15	420	40	37	6	7
TCGA-56-8308-01	32	296	55	46	1	5
TCGA-56-8309-01	8	107	18	19	5	4
TCGA-56-8503-01	2	63	1	112	31	0
TCGA-56-8504-01	16	220	24	12	10	9
TCGA-56-8622-01	23	179	44	41	0	5
TCGA-56-8624-01	3	75	22	43	12	3
TCGA-56-8625-01	27	247	55	208	65	4
TCGA-56-8626-01	19	195	42	52	12	2
TCGA-56-8628-01	18	434	19	17	12	16
TCGA-56-8629-01	11	188	34	37	0	8
TCGA-56-A49D-01	13	169	55	106	20	13
TCGA-56-A4BW-01	5	158	24	93	5	5
TCGA-56-A4BY-01	12	128	24	18	0	6
TCGA-56-A4ZJ-01	11	102	9	12	2	8
TCGA-56-A4ZK-01	12	175	27	53	8	21
TCGA-56-A5DS-01	32	118	33	64	6	10
TCGA-56-A62T-01	31	490	46	37	17	9
TCGA-58-8386-01	18	191	40	40	9	16
TCGA-58-8387-01	10	77	32	80	19	16
TCGA-58-8388-01	13	160	22	21	7	3
TCGA-58-8391-01	32	292	49	25	4	27
TCGA-58-8393-01	49	13	8	240	31	0
TCGA-58-A46J-01	11	143	24	29	0	10
TCGA-58-A46K-01	8	42	24	109	11	1
TCGA-58-A46L-01	6	188	29	43	7	7
TCGA-58-A46M-01	58	308	75	71	0	20
TCGA-58-A46N-01	24	171	35	22	0	12
TCGA-60-2695-01	16	165	32	29	3	27
TCGA-60-2697-01	0	11	2	0	0	1
TCGA-60-2698-01	34	394	28	836	82	21
TCGA-60-2703-01	12	236	34	70	6	8
TCGA-60-2704-01	19	110	49	46	16	12
TCGA-60-2707-01	8	63	17	44	8	1
TCGA-60-2708-01	7	120	50	53	18	10
TCGA-60-2709-01	13	145	14	21	7	11
TCGA-60-2710-01	18	138	43	20	16	19
TCGA-60-2711-01	11	96	23	21	0	6
TCGA-60-2712-01	5	53	20	23	6	5
TCGA-60-2713-01	39	181	27	50	3	24
TCGA-60-2714-01	2	837	82	115	47	17
TCGA-60-2715-01	6	55	38	18	31	12
TCGA-60-2716-01	0	0	11	1	10	0
TCGA-60-2719-01	10	151	62	29	17	11
TCGA-60-2720-01	1	324	7	170	17	5
TCGA-60-2721-01	13	52	23	150	22	10
TCGA-60-2722-01	25	214	27	74	36	16
TCGA-60-2723-01	22	269	30	20	1	12
TCGA-60-2724-01	30	364	21	20	1	9
TCGA-60-2725-01	0	141	16	24	0	8
TCGA-60-2726-01	26	260	45	70	7	20
TCGA-63-5128-01	29	266	30	34	0	16
TCGA-63-5131-01	16	203	31	79	24	41
TCGA-63-6202-01	9	325	35	20	24	3
TCGA-63-7020-01	3	159	16	17	16	16
TCGA-63-7021-01	15	201	22	40	23	7
TCGA-63-7022-01	15	137	23	32	15	17
TCGA-63-7023-01	4	116	23	21	6	13
TCGA-63-A5M9-01	18	49	38	17	4	9
TCGA-63-A5MB-01	27	252	51	41	29	15
TCGA-63-A5MG-01	3	82	31	17	0	7
TCGA-63-A5MH-01	11	98	18	119	25	12
TCGA-63-A5MI-01	3	94	31	79	41	19
TCGA-63-A5MJ-01	17	137	53	12	8	16
TCGA-63-A5ML-01	15	173	30	29	38	21
TCGA-63-A5MM-01	0	0	1350	60	0	0
TCGA-63-A5MN-01	4	10	16	10	1	7
TCGA-63-A5MP-01	25	129	58	4	12	6
TCGA-63-A5MR-01	15	78	13	75	44	0
TCGA-63-A5MS-01	14	259	40	157	3	15
TCGA-63-A5MT-01	0	123	39	114	19	3
TCGA-63-A5MU-01	30	117	47	75	0	4
TCGA-63-A5MV-01	8	88	13	18	23	3
TCGA-63-A5MW-01	28	329	63	88	27	51
TCGA-63-A5MY-01	6	142	24	24	14	7
TCGA-66-2727-01	9	160	23	30	16	13
TCGA-66-2734-01	12	195	15	8	3	16
TCGA-66-2742-01	0	189	50	17	10	14
TCGA-66-2744-01	8	157	15	38	20	12
TCGA-66-2754-01	47	162	49	54	0	34
TCGA-66-2755-01	10	236	18	14	5	6
TCGA-66-2756-01	11	519	41	38	10	14
TCGA-66-2757-01	6	246	12	26	21	7
TCGA-66-2758-01	13	218	33	138	0	24
TCGA-66-2759-01	37	270	89	126	0	25
TCGA-66-2763-01	27	361	43	54	0	9
TCGA-66-2765-01	12	55	21	11	7	6
TCGA-66-2766-01	34	256	38	145	18	16
TCGA-66-2767-01	24	268	55	40	25	2
TCGA-66-2769-01	6	260	55	82	0	48
TCGA-66-2770-01	21	201	38	22	31	5
TCGA-66-2771-01	5	151	16	101	38	16
TCGA-66-2773-01	43	122	18	434	141	0
TCGA-66-2777-01	40	102	41	26	0	3
TCGA-66-2778-01	10	37	23	86	27	2
TCGA-66-2780-01	15	102	21	31	0	10
TCGA-66-2781-01	12	103	13	32	0	7
TCGA-66-2782-01	37	309	22	81	14	3
TCGA-66-2783-01	35	179	29	41	15	9
TCGA-66-2785-01	0	360	38	1033	0	36
TCGA-66-2786-01	12	119	41	90	6	15
TCGA-66-2787-01	20	466	16	49	13	8
TCGA-66-2788-01	12	154	14	53	11	12
TCGA-66-2789-01	24	302	38	57	6	9
TCGA-66-2791-01	28	187	44	94	19	10
TCGA-66-2792-01	24	86	45	12	0	10
TCGA-66-2793-01	19	270	41	17	18	19
TCGA-66-2794-01	7	69	38	70	19	0
TCGA-66-2795-01	21	229	45	32	22	14
TCGA-66-2800-01	25	164	44	17	2	6
TCGA-68-7755-01	26	207	50	27	14	14
TCGA-68-7756-01	2	79	21	9	7	0
TCGA-68-7757-01	1	311	35	17	5	9
TCGA-68-8250-01	17	266	34	35	3	21
TCGA-68-8251-01	13	52	116	152	58	0
TCGA-68-A59J-01	17	282	23	118	19	9
TCGA-6A-AB49-01	14	403	26	34	6	9
TCGA-70-6722-01	22	296	12	31	2	0
TCGA-70-6723-01	19	72	32	5	0	12
TCGA-77-6842-01	7	319	40	61	26	7
TCGA-77-6843-01	9	100	33	42	19	21
TCGA-77-6844-01	21	139	23	35	24	4
TCGA-77-6845-01	21	186	17	37	7	24
TCGA-77-7139-01	22	136	28	25	18	7
TCGA-77-7140-01	11	106	26	57	17	12
TCGA-77-7141-01	0	341	43	408	49	31
TCGA-77-7142-01	26	176	68	41	20	0
TCGA-77-7335-01	11	122	43	93	13	10
TCGA-77-7337-01	36	255	41	64	5	24
TCGA-77-7338-01	0	66	27	52	23	3
TCGA-77-7463-01	17	374	29	46	16	6
TCGA-77-7465-01	34	332	46	28	14	28
TCGA-77-8007-01	7	64	28	15	1	4
TCGA-77-8008-01	18	158	21	4	0	19
TCGA-77-8009-01	32	84	31	34	16	15
TCGA-77-8128-01	19	258	54	36	1	10
TCGA-77-8130-01	17	132	47	15	6	9
TCGA-77-8131-01	4	44	15	21	1	2
TCGA-77-8133-01	36	342	43	20	23	7
TCGA-77-8136-01	0	186	19	334	22	2
TCGA-77-8138-01	9	76	17	7	14	3
TCGA-77-8139-01	8	150	38	34	20	13
TCGA-77-8140-01	7	282	13	99	39	17
TCGA-77-8143-01	4	110	28	18	16	7
TCGA-77-8144-01	30	338	34	49	21	10
TCGA-77-8145-01	12	63	32	29	3	11
TCGA-77-8146-01	21	132	18	17	14	2
TCGA-77-8148-01	33	175	67	14	31	9
TCGA-77-8150-01	2	89	36	16	0	6
TCGA-77-8153-01	11	140	40	21	0	10
TCGA-77-8154-01	27	151	36	28	4	10
TCGA-77-8156-01	26	174	39	14	1	17
TCGA-77-A5FZ-01	0	1	0	0	0	0
TCGA-77-A5G1-01	7	143	10	21	13	7
TCGA-77-A5G3-01	66	517	69	118	0	6
TCGA-77-A5G6-01	17	487	51	40	9	10
TCGA-77-A5G7-01	2	60	17	19	16	14
TCGA-77-A5G8-01	37	179	45	17	0	0
TCGA-77-A5GA-01	18	98	44	19	8	7
TCGA-77-A5GB-01	18	28	26	95	2	2
TCGA-77-A5GF-01	13	77	17	27	11	1
TCGA-77-A5GH-01	21	166	32	86	28	10
TCGA-79-5596-01	20	184	31	13	0	3
TCGA-85-6175-01	5	10	20	5	13	1
TCGA-85-6560-01	18	307	87	60	4	42
TCGA-85-6561-01	18	172	16	68	17	14
TCGA-85-6798-01	10	182	49	55	18	27
TCGA-85-7696-01	38	115	45	37	21	7
TCGA-85-7697-01	38	207	30	43	11	13
TCGA-85-7698-01	20	73	27	37	0	10
TCGA-85-7699-01	11	141	49	28	0	14
TCGA-85-7710-01	19	111	33	76	1	4
TCGA-85-7843-01	8	157	37	72	3	16
TCGA-85-7844-01	17	138	39	6	4	12
TCGA-85-7950-01	13	203	25	63	9	15
TCGA-85-8048-01	17	81	33	18	3	0
TCGA-85-8049-01	18	154	30	27	18	20
TCGA-85-8052-01	17	72	34	14	3	16
TCGA-85-8070-01	7	175	33	41	7	14
TCGA-85-8071-01	30	343	42	46	5	16
TCGA-85-8072-01	16	116	52	25	0	18
TCGA-85-8276-01	20	210	30	47	20	24
TCGA-85-8277-01	39	152	41	60	2	7
TCGA-85-8287-01	15	189	37	49	5	22
TCGA-85-8288-01	21	159	69	31	0	25
TCGA-85-8350-01	34	276	30	50	1	9
TCGA-85-8351-01	5	96	44	26	2	14
TCGA-85-8352-01	16	215	16	50	22	8
TCGA-85-8353-01	17	141	30	22	0	12
TCGA-85-8354-01	9	107	38	87	29	1
TCGA-85-8355-01	25	184	25	23	12	13
TCGA-85-8479-01	25	59	46	11	7	0
TCGA-85-8481-01	11	286	36	35	6	14
TCGA-85-8580-01	10	234	25	8	53	12
TCGA-85-8582-01	11	317	25	25	0	16
TCGA-85-8584-01	12	254	13	34	14	3
TCGA-85-8664-01	10	175	37	37	12	10
