Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
TCGA-E9-A1N3-01	0	2	5	1	4	6	1	0	4	3	2	3
TCGA-E9-A1N4-01	1	0	0	3	0	3	6	5	8	8	0	0
TCGA-E9-A1N5-01	0	0	0	8	0	5	0	0	14	6	6	0
TCGA-E9-A1N8-01	0	0	2	2	0	1	0	8	5	10	8	0
TCGA-E9-A1N9-01	1	0	5	8	0	5	19	1	23	1	2	1
TCGA-E9-A1NA-01	13	0	15	2	23	6	12	5	21	19	0	1
TCGA-E9-A1NE-01	3	2	4	4	0	10	0	0	33	4	2	0
TCGA-E9-A1NF-01	9	1	0	17	0	1	11	4	12	4	2	0
TCGA-E9-A1NG-01	0	2	0	1	6	2	6	1	2	0	1	0
TCGA-E9-A1NH-01	0	1	0	2	9	0	14	1	1	1	7	1
TCGA-E9-A1QZ-01	0	1	2	0	4	4	1	1	8	0	2	0
TCGA-E9-A1R0-01	3	2	0	3	0	7	11	4	0	5	0	0
TCGA-E9-A1R2-01	0	7	5	0	11	3	5	2	8	14	10	1
TCGA-E9-A1R3-01	1	0	2	3	0	4	4	2	7	0	2	0
TCGA-E9-A1R4-01	7	5	4	45	25	7	10	7	0	43	0	0
TCGA-E9-A1R5-01	5	0	6	2	0	0	23	3	6	2	3	1
TCGA-E9-A1R6-01	0	0	3	1	1	0	17	8	1	2	2	1
TCGA-E9-A1R7-01	4	6	1	7	15	10	2	0	7	4	3	4
TCGA-E9-A1RA-01	3	1	1	5	0	1	8	0	2	0	0	4
TCGA-E9-A1RB-01	0	4	5	0	3	6	7	1	7	0	5	0
TCGA-E9-A1RC-01	3	0	4	0	2	13	13	5	9	1	4	1
TCGA-E9-A1RD-01	1	0	0	5	0	5	4	0	6	2	0	0
TCGA-E9-A1RE-01	3	3	0	2	3	17	20	4	7	1	6	0
TCGA-E9-A1RF-01	6	4	16	3	5	15	22	6	72	20	1	0
TCGA-E9-A1RG-01	3	0	0	3	4	4	6	0	13	5	3	0
TCGA-E9-A1RH-01	6	6	4	5	14	4	25	6	22	11	7	1
TCGA-E9-A1RI-01	3	1	3	5	3	5	7	0	1	0	1	0
TCGA-E9-A226-01	5	1	0	15	3	8	7	11	0	29	0	0
TCGA-E9-A227-01	1	1	4	1	0	0	4	1	4	3	0	0
TCGA-E9-A228-01	4	1	1	6	0	11	20	0	0	7	0	2
TCGA-E9-A229-01	0	4	0	1	4	8	5	0	0	6	0	2
TCGA-E9-A22A-01	0	0	1	4	7	1	7	1	10	5	0	0
TCGA-E9-A22B-01	4	4	0	8	9	11	16	4	10	5	0	5
TCGA-E9-A22D-01	2	0	0	1	0	12	10	7	5	3	0	0
TCGA-E9-A22E-01	6	2	3	9	26	5	14	0	42	28	0	9
TCGA-E9-A22G-01	2	8	14	0	4	3	4	3	39	10	22	8
TCGA-E9-A22H-01	2	0	0	2	0	4	12	2	3	0	1	0
TCGA-E9-A243-01	5	0	7	4	1	5	7	2	30	15	11	2
TCGA-E9-A244-01	0	7	11	4	9	17	18	0	42	5	4	4
TCGA-E9-A245-01	0	1	0	0	15	0	2	2	0	1	1	1
TCGA-E9-A247-01	1	0	0	0	0	24	12	3	6	1	0	0
TCGA-E9-A248-01	1	0	2	5	0	13	5	0	0	2	0	0
TCGA-E9-A249-01	0	0	1	1	6	11	3	2	1	0	0	0
TCGA-E9-A24A-01	0	0	1	0	7	0	10	3	0	0	0	1
TCGA-E9-A295-01	0	0	15	1	26	8	40	7	7	5	0	0
TCGA-E9-A2JS-01	1	5	7	3	6	16	35	9	6	0	0	1
TCGA-E9-A2JT-01	0	0	1	12	0	0	0	0	0	14	0	1
TCGA-E9-A3HO-01	5	3	9	1	0	0	4	2	32	7	7	2
TCGA-E9-A3QA-01	3	2	10	6	0	1	2	1	20	17	0	0
TCGA-E9-A3X8-01	3	7	0	1	0	4	6	0	7	6	0	3
TCGA-E9-A54Y-01	2	1	0	14	10	7	18	2	0	4	0	0
TCGA-E9-A5FK-01	3	1	1	1	8	4	10	0	6	2	2	1
TCGA-E9-A5FL-01	0	10	10	5	30	15	0	7	25	21	8	2
TCGA-E9-A5UO-01	0	4	3	0	5	6	11	1	5	2	1	0
TCGA-E9-A6HE-01	0	4	0	1	4	5	5	2	0	0	0	1
TCGA-EW-A1IW-01	5	1	3	45	0	2	27	0	17	27	0	0
TCGA-EW-A1IX-01	4	0	6	10	0	1	0	0	2	17	2	0
TCGA-EW-A1IY-01	6	0	0	13	0	0	3	9	0	4	3	0
TCGA-EW-A1IZ-01	9	7	22	4	0	143	113	33	0	0	102	2
TCGA-EW-A1J1-01	1	0	4	0	0	7	5	2	2	0	0	2
TCGA-EW-A1J3-01	1	7	0	2	1	4	4	0	9	0	2	0
TCGA-EW-A1J5-01	33	0	0	246	0	0	13	17	2	229	0	0
TCGA-EW-A1J6-01	0	2	5	3	0	2	14	0	18	0	0	0
TCGA-EW-A1OV-01	6	3	3	67	0	0	14	6	3	38	0	0
TCGA-EW-A1OX-01	0	0	0	2	8	5	0	1	2	3	0	0
TCGA-EW-A1OZ-01	6	1	0	6	1	11	24	3	11	5	0	8
TCGA-EW-A1P0-01	0	2	2	0	3	0	5	1	8	1	4	2
TCGA-EW-A1P1-01	0	0	0	0	0	0	2	0	1	0	0	0
TCGA-EW-A1P3-01	1	4	0	2	5	0	13	0	2	0	1	0
TCGA-EW-A1P4-01	0	0	0	0	8	1	16	5	24	10	12	1
TCGA-EW-A1P5-01	0	0	0	0	3	12	3	1	0	1	0	0
TCGA-EW-A1P6-01	1	1	0	1	10	3	8	0	2	0	0	0
TCGA-EW-A1P7-01	0	2	2	0	1	1	0	0	9	0	3	1
TCGA-EW-A1P8-01	5	1	0	0	1	11	0	2	16	1	2	0
TCGA-EW-A1PA-01	3	2	2	2	0	7	0	8	14	3	0	0
TCGA-EW-A1PB-01	6	11	13	21	15	0	10	2	36	67	1	0
TCGA-EW-A1PD-01	11	3	10	4	3	5	0	0	33	14	7	3
TCGA-EW-A1PE-01	3	0	1	7	5	10	1	1	6	0	1	3
TCGA-EW-A1PG-01	0	0	0	1	0	1	2	4	0	0	3	0
TCGA-EW-A1PH-01	6	0	1	1	4	5	21	6	7	6	3	2
TCGA-EW-A2FR-01	6	0	0	4	8	1	16	1	8	10	0	0
TCGA-EW-A2FS-01	4	1	5	0	2	3	18	0	2	2	7	1
TCGA-EW-A2FV-01	3	0	0	1	10	1	6	5	4	0	2	0
TCGA-EW-A2FW-01	1	0	2	3	0	6	14	0	0	0	0	0
TCGA-EW-A423-01	9	5	0	10	7	17	13	2	10	12	3	0
TCGA-EW-A6S9-01	1	1	1	3	0	6	10	2	6	1	0	0
TCGA-EW-A6SA-01	11	1	8	9	7	22	12	8	29	10	5	1
TCGA-EW-A6SB-01	5	3	4	0	0	7	16	8	17	7	10	4
TCGA-EW-A6SC-01	3	3	0	8	3	8	1	0	6	0	7	0
TCGA-EW-A6SD-01	4	0	3	17	0	10	8	0	3	17	6	0
TCGA-GI-A2C8-01	3	2	15	6	24	19	11	0	46	18	1	3
TCGA-GM-A2D9-01	55	6	1	279	0	0	34	18	0	252	0	0
TCGA-GM-A2DA-01	0	0	0	3	3	0	19	5	7	7	1	0
TCGA-GM-A2DB-01	4	2	11	3	40	9	25	4	18	10	0	2
TCGA-GM-A2DC-01	0	3	0	0	0	0	22	0	0	0	0	2
TCGA-GM-A2DD-01	3	1	2	2	12	11	3	4	14	4	10	2
TCGA-GM-A2DF-01	3	7	1	1	0	8	14	3	7	6	0	3
TCGA-GM-A2DH-01	6	12	16	26	9	9	7	10	47	85	2	3
TCGA-GM-A2DI-01	12	0	0	29	0	0	5	9	0	36	0	0
TCGA-GM-A2DK-01	0	0	0	4	9	0	13	4	0	0	6	1
TCGA-GM-A2DL-01	4	0	6	6	10	0	13	4	0	5	0	1
TCGA-GM-A2DM-01	0	0	1	5	8	0	1	3	3	0	5	1
TCGA-GM-A2DN-01	3	0	0	2	0	1	7	0	5	0	1	0
TCGA-GM-A2DO-01	8	6	0	79	0	0	11	28	0	88	0	0
TCGA-GM-A3NW-01	10	0	0	16	0	12	13	3	5	34	0	2
TCGA-GM-A3XL-01	4	4	0	5	3	4	8	5	62	38	11	0
TCGA-GM-A4E0-01	0	0	5	0	5	6	11	4	3	0	0	0
TCGA-GM-A5PV-01	3	0	0	8	0	0	7	3	20	1	5	0
TCGA-GM-A5PX-01	1	2	0	5	7	3	10	2	2	3	5	2
TCGA-HN-A2NL-01	5	2	12	0	4	1	19	1	31	9	7	0
TCGA-HN-A2OB-01	0	1	0	3	0	2	6	1	3	1	0	2
TCGA-JL-A3YX-01	2	0	2	15	1	10	9	0	3	7	0	0
TCGA-LD-A66U-01	0	5	0	2	6	13	8	1	2	0	7	0
TCGA-LD-A74U-01	35	0	0	148	0	0	40	14	0	115	0	0
TCGA-LD-A7W5-01	3	2	1	8	0	9	22	4	2	9	4	1
TCGA-LD-A7W6-01	4	1	0	2	11	10	9	0	5	2	2	0
TCGA-LD-A9QF-01	3	1	0	0	0	4	18	3	8	2	0	0
TCGA-LL-A440-01	0	1	0	1	0	0	3	1	0	0	0	0
TCGA-LL-A50Y-01	1	0	0	3	7	5	17	0	4	0	6	0
TCGA-LL-A5YL-01	7	5	2	23	5	3	22	13	0	13	0	0
TCGA-LL-A5YM-01	5	0	0	1	8	7	7	0	8	3	1	0
TCGA-LL-A5YN-01	5	2	1	0	1	3	12	3	7	0	5	4
TCGA-LL-A5YO-01	3	0	1	1	7	7	0	1	21	14	3	3
TCGA-LL-A5YP-01	7	10	15	6	0	9	0	2	39	10	7	0
TCGA-LL-A6FP-01	9	4	1	11	21	5	6	7	2	4	4	1
TCGA-LL-A6FQ-01	6	3	0	3	12	16	25	3	0	0	1	0
TCGA-LL-A6FR-01	3	0	0	1	0	3	20	5	23	2	6	0
TCGA-LL-A73Y-01	3	2	0	25	2	5	9	16	6	105	18	2
TCGA-LL-A73Z-01	0	3	0	3	10	7	12	0	10	1	1	1
TCGA-LL-A740-01	6	6	0	5	13	10	11	1	6	2	8	0
TCGA-LL-A7SZ-01	3	2	0	7	10	11	16	10	2	3	7	4
TCGA-LL-A7T0-01	1	0	0	8	13	21	17	7	4	5	1	0
TCGA-LL-A8F5-01	6	9	16	2	31	5	24	4	59	19	17	8
TCGA-LL-A9Q3-01	3	0	1	9	15	17	9	5	9	0	0	0
TCGA-OK-A5Q2-01	1	0	0	4	0	0	19	11	4	1	0	3
TCGA-OL-A5D6-01	5	0	0	5	10	0	22	4	7	3	0	1
TCGA-OL-A5D7-01	3	1	5	6	7	5	16	0	19	9	6	3
TCGA-OL-A5D8-01	1	2	0	3	1	11	5	0	7	2	0	7
TCGA-OL-A5DA-01	10	0	2	24	0	4	13	18	4	37	2	0
TCGA-OL-A5RU-01	8	0	0	0	6	11	15	0	5	1	0	0
TCGA-OL-A5RV-01	0	0	0	0	0	1	10	1	5	0	0	0
TCGA-OL-A5RW-01	9	12	10	26	0	9	0	8	61	95	19	4
TCGA-OL-A5RX-01	0	0	0	1	9	10	5	4	1	2	3	0
TCGA-OL-A5RY-01	0	0	0	1	0	6	1	0	3	1	1	0
TCGA-OL-A5RZ-01	9	3	9	9	24	33	25	10	17	11	0	2
TCGA-OL-A5S0-01	0	2	0	4	0	5	17	3	7	3	2	1
TCGA-OL-A66H-01	1	0	2	0	9	5	3	0	6	0	1	0
TCGA-OL-A66I-01	10	0	1	1	0	9	11	2	19	3	0	0
TCGA-OL-A66J-01	2	6	4	8	0	13	19	1	4	3	5	3
TCGA-OL-A66K-01	3	2	0	2	16	22	1	0	0	1	0	0
TCGA-OL-A66L-01	0	8	0	39	0	8	5	7	0	25	2	0
TCGA-OL-A66N-01	5	0	0	1	5	12	23	3	4	1	3	1
TCGA-OL-A66O-01	1	2	4	1	0	8	15	0	2	1	1	3
TCGA-OL-A66P-01	3	4	9	2	40	9	11	8	21	2	13	1
TCGA-OL-A6VO-01	3	0	0	1	2	9	12	0	7	2	0	2
TCGA-OL-A6VQ-01	2	2	0	30	2	7	11	5	0	19	4	0
TCGA-OL-A6VR-01	0	0	3	1	0	9	0	1	1	0	2	0
TCGA-OL-A97C-01	7	1	9	0	0	15	10	0	16	1	10	1
TCGA-PE-A5DC-01	6	4	8	11	27	12	19	2	40	11	6	8
TCGA-PE-A5DD-01	3	5	1	21	13	6	14	5	0	17	0	0
TCGA-PE-A5DE-01	58	4	0	308	0	6	11	71	0	231	0	0
TCGA-PL-A8LV-01	7	6	3	12	14	8	8	3	46	34	11	3
TCGA-PL-A8LX-01	2	2	1	1	3	8	13	0	8	0	10	1
TCGA-PL-A8LY-01	0	2	0	0	0	0	2	0	0	0	2	1
TCGA-PL-A8LZ-01	8	11	33	14	24	9	6	6	25	0	0	0
TCGA-S3-A6ZF-01	1	2	0	1	4	4	32	0	1	5	0	2
TCGA-S3-A6ZG-01	0	0	0	3	6	3	21	13	9	1	2	2
TCGA-S3-A6ZH-01	0	0	2	3	4	14	8	6	3	1	0	4
TCGA-S3-AA0Z-01	2	6	3	11	6	6	24	1	1	9	6	2
TCGA-S3-AA10-01	7	8	5	7	15	4	8	0	63	17	10	6
TCGA-S3-AA11-01	9	3	18	2	35	8	4	6	4	2	5	0
TCGA-S3-AA12-01	3	7	4	3	2	1	21	3	8	4	1	3
TCGA-S3-AA14-01	0	0	0	3	0	6	9	0	3	3	0	0
TCGA-S3-AA15-01	4	2	0	12	0	4	4	5	3	24	0	2
TCGA-S3-AA17-01	1	5	8	6	23	7	15	8	38	14	11	5
TCGA-UL-AAZ6-01	6	8	16	7	15	16	7	4	30	14	13	4
TCGA-UU-A93S-01	7	12	18	7	51	37	0	0	45	14	0	5
TCGA-V7-A7HQ-01	2	2	0	0	2	5	4	1	9	5	1	0
TCGA-W8-A86G-01	1	4	0	2	0	5	13	1	4	1	4	0
TCGA-WT-AB41-01	4	2	1	21	0	1	18	2	7	2	4	0
TCGA-WT-AB44-01	1	2	1	0	22	21	9	2	0	0	0	2
TCGA-XX-A899-01	6	2	1	18	2	0	6	10	4	10	1	0
TCGA-XX-A89A-01	31	0	0	42	0	7	20	18	0	147	0	0
TCGA-Z7-A8R5-01	0	0	0	1	0	6	25	0	2	0	0	0
TCGA-Z7-A8R6-01	8	3	0	33	0	18	5	9	3	25	2	1
TCGA-05-4244-01	1	5	95	8	71	13	14	0	37	7	9	0
TCGA-05-4249-01	16	5	140	7	132	10	23	5	21	26	0	0
TCGA-05-4250-01	14	29	166	29	36	16	6	8	74	31	22	3
TCGA-05-4382-01	26	57	1105	96	527	23	16	6	127	124	0	3
TCGA-05-4384-01	7	7	47	8	57	15	0	0	11	6	6	0
TCGA-05-4389-01	4	16	59	46	10	23	14	14	53	47	7	3
TCGA-05-4390-01	11	40	348	4	176	22	9	0	64	15	0	5
TCGA-05-4395-01	16	20	87	40	96	12	6	11	0	59	0	1
TCGA-05-4396-01	7	19	116	17	66	18	0	4	82	5	0	0
TCGA-05-4397-01	18	45	319	66	258	21	0	17	128	106	31	10
TCGA-05-4398-01	16	30	340	53	278	41	12	4	70	61	7	16
TCGA-05-4402-01	6	5	4	33	3	0	7	7	18	62	9	1
TCGA-05-4403-01	6	12	32	2	67	19	19	4	0	6	1	0
TCGA-05-4405-01	12	22	182	3	124	20	17	8	51	26	12	5
TCGA-05-4410-01	21	28	534	71	420	1	35	15	125	91	7	0
TCGA-05-4415-01	3	16	99	2	104	11	0	0	8	7	0	0
TCGA-05-4417-01	0	10	140	6	111	6	15	0	52	7	5	0
TCGA-05-4418-01	13	34	116	11	81	14	0	0	34	12	19	0
TCGA-05-4420-01	3	24	160	10	72	15	0	8	51	12	15	1
TCGA-05-4422-01	4	0	4	11	14	2	4	6	3	6	0	0
TCGA-05-4424-01	23	21	395	34	217	5	31	13	66	87	7	2
TCGA-05-4425-01	4	0	0	0	5	24	13	0	4	2	0	1
TCGA-05-4426-01	0	1	1	4	21	8	13	1	0	4	2	0
TCGA-05-4427-01	19	53	515	28	342	10	31	8	152	58	0	34
TCGA-05-4430-01	5	7	137	5	118	16	0	2	35	16	0	0
TCGA-05-4432-01	15	44	281	13	228	22	12	2	81	27	21	7
TCGA-05-4433-01	0	0	0	0	0	15	19	1	5	2	3	0
TCGA-05-4434-01	5	4	0	2	9	3	8	7	6	7	8	0
TCGA-05-5420-01	6	8	29	4	31	7	16	1	10	2	2	0
TCGA-05-5423-01	3	4	79	12	19	14	18	0	22	9	7	0
TCGA-05-5425-01	12	40	273	0	258	23	0	9	38	46	7	13
TCGA-05-5428-01	21	20	176	81	63	10	16	1	24	61	0	2
TCGA-05-5429-01	1	0	0	4	0	13	14	4	6	1	0	1
TCGA-05-5715-01	8	0	7	26	0	18	8	11	16	57	0	0
TCGA-35-3615-01	8	0	39	28	30	14	0	4	0	19	0	4
TCGA-35-4122-01	15	21	93	20	95	17	0	2	73	33	38	5
TCGA-35-4123-01	9	15	169	0	83	14	0	4	58	16	0	1
TCGA-35-5375-01	12	15	151	20	125	31	0	3	91	33	29	13
TCGA-38-4625-01	18	17	361	64	169	5	11	6	47	67	0	0
TCGA-38-4626-01	6	10	138	5	128	2	0	0	18	16	0	2
TCGA-38-4627-01	1	5	5	0	0	0	9	7	0	2	6	1
TCGA-38-4628-01	6	2	25	7	26	10	22	6	29	14	1	1
TCGA-38-4629-01	9	31	93	25	91	19	7	3	45	20	1	6
TCGA-38-4630-01	8	8	17	27	0	12	29	14	10	37	0	3
TCGA-38-4631-01	11	32	419	0	330	0	32	2	70	31	0	0
TCGA-38-4632-01	31	20	231	16	237	16	6	0	52	24	19	3
TCGA-38-6178-01	6	6	9	9	17	6	6	3	21	3	3	2
TCGA-38-7271-01	3	8	29	7	30	4	0	0	0	35	0	0
TCGA-38-A44F-01	1	1	0	1	4	1	9	0	1	0	0	0
TCGA-44-2655-01	8	8	110	4	75	8	0	0	3	9	0	3
TCGA-44-2656-01	13	60	530	7	257	41	1	15	110	23	0	1
TCGA-44-2657-01	9	9	238	22	102	11	24	10	66	29	2	0
TCGA-44-2659-01	6	17	281	18	81	18	21	2	57	7	0	0
TCGA-44-2661-01	0	7	2	4	0	2	5	4	16	3	3	4
TCGA-44-2662-01	15	1	30	53	29	5	4	10	13	93	5	10
TCGA-44-2665-01	0	1	1	12	1	1	18	3	6	6	12	0
TCGA-44-2666-01	1	0	0	4	4	5	6	2	5	3	11	2
TCGA-44-2668-01	8	6	175	36	106	2	6	8	64	32	0	0
TCGA-44-3396-01	8	1	36	47	26	18	18	9	33	48	0	1
TCGA-44-3398-01	1	0	69	32	29	17	0	8	37	38	17	0
TCGA-44-3917-01	6	36	94	3	60	8	7	1	34	25	0	0
TCGA-44-3918-01	21	28	617	25	296	18	4	10	90	72	0	0
TCGA-44-3919-01	5	9	3	3	0	6	0	4	14	17	8	0
TCGA-44-4112-01	18	13	258	41	128	15	22	11	31	72	0	0
TCGA-44-5643-01	7	8	25	12	31	1	28	16	17	15	2	0
TCGA-44-5644-01	10	37	526	17	364	25	23	13	105	48	0	3
TCGA-44-5645-01	3	0	0	0	8	0	16	0	4	0	11	2
TCGA-44-6144-01	5	12	97	7	89	6	14	4	21	17	8	4
TCGA-44-6145-01	4	3	183	8	152	2	6	1	23	6	0	4
TCGA-44-6146-01	9	0	4	0	0	4	21	0	3	0	6	0
TCGA-44-6147-01	12	3	66	1	55	6	6	0	6	6	0	0
TCGA-44-6148-01	1	0	1	0	2	2	0	0	0	0	2	0
TCGA-44-6774-01	7	6	188	1	114	1	7	0	40	6	0	0
TCGA-44-6775-01	0	12	16	7	1	5	3	5	18	5	14	0
TCGA-44-6776-01	3	10	107	4	76	10	0	7	20	7	7	0
TCGA-44-6777-01	21	30	150	52	92	21	3	11	40	53	6	0
TCGA-44-6778-01	1	24	181	11	156	17	3	4	72	10	4	4
TCGA-44-6779-01	3	5	32	10	25	6	29	0	7	4	1	3
TCGA-44-7659-01	7	8	62	3	65	6	0	0	7	11	12	2
TCGA-44-7660-01	2	31	101	1	134	23	0	6	89	41	38	3
TCGA-44-7661-01	4	24	114	15	83	5	5	8	30	54	0	0
TCGA-44-7662-01	23	19	277	31	207	13	7	5	56	54	16	7
TCGA-44-7667-01	4	27	220	13	168	16	31	0	75	15	0	10
TCGA-44-7669-01	16	25	203	0	176	16	8	1	74	18	19	5
TCGA-44-7670-01	37	40	605	59	340	28	0	16	71	117	0	21
TCGA-44-7671-01	4	23	87	5	95	15	0	12	38	11	1	0
TCGA-44-7672-01	5	0	55	7	101	2	0	8	16	3	0	0
TCGA-44-8117-01	11	25	471	14	238	27	20	5	78	33	8	0
TCGA-44-8119-01	13	22	293	12	235	44	16	7	95	18	14	4
TCGA-44-8120-01	7	29	381	20	157	12	18	0	94	20	7	0
TCGA-44-A479-01	7	5	191	11	103	19	0	4	18	14	5	0
TCGA-44-A47A-01	11	13	37	18	54	14	13	15	18	78	0	0
TCGA-44-A47B-01	4	0	5	3	20	17	6	1	1	0	1	2
TCGA-44-A47F-01	7	6	16	12	14	16	11	0	19	10	1	1
TCGA-44-A47G-01	8	4	16	7	8	4	12	2	20	14	3	3
TCGA-44-A4SS-01	11	37	202	21	135	11	12	4	79	52	21	9
TCGA-44-A4SU-01	4	11	45	3	72	22	0	4	15	4	7	0
TCGA-49-4486-01	19	5	21	38	5	0	14	4	15	83	4	5
TCGA-49-4487-01	10	19	158	19	81	3	0	8	81	47	3	3
TCGA-49-4488-01	5	3	163	21	131	11	0	2	0	16	5	10
TCGA-49-4490-01	1	4	0	8	0	18	0	6	16	10	5	0
TCGA-49-4494-01	0	13	73	6	85	11	11	1	24	8	0	0
TCGA-49-4501-01	1	2	0	12	17	24	6	7	0	3	0	0
TCGA-49-4505-01	1	1	84	12	122	24	12	5	1	12	0	0
TCGA-49-4506-01	3	4	46	5	40	14	0	2	12	2	12	0
TCGA-49-4507-01	11	3	57	22	63	2	25	13	22	25	0	6
TCGA-49-4510-01	3	2	16	0	0	2	0	2	17	6	18	0
TCGA-49-4512-01	3	0	5	3	2	4	22	2	6	3	2	3
TCGA-49-4514-01	26	5	114	47	85	11	17	14	29	65	0	0
TCGA-49-6742-01	24	6	29	72	52	15	15	17	0	79	0	45
TCGA-49-6743-01	35	43	257	102	249	0	43	7	44	127	33	5
TCGA-49-6744-01	8	12	121	1	104	0	3	2	26	8	0	0
TCGA-49-6745-01	21	1	0	36	8	30	5	1	15	49	4	0
TCGA-49-6761-01	8	16	50	47	34	21	4	0	9	46	7	4
TCGA-49-6767-01	9	23	277	14	111	18	1	3	87	31	19	1
TCGA-49-AAQV-01	2	5	1	11	18	9	2	0	7	29	4	0
TCGA-49-AAR0-01	11	2	39	7	63	16	0	8	10	12	0	8
TCGA-49-AAR2-01	8	20	232	0	184	6	14	1	5	18	0	0
TCGA-49-AAR3-01	0	6	51	7	45	12	6	5	16	10	13	0
TCGA-49-AAR4-01	25	43	270	42	196	0	3	15	52	66	0	0
TCGA-49-AAR9-01	13	23	351	2	305	8	14	15	61	16	0	0
TCGA-49-AARE-01	34	69	836	56	337	42	0	7	215	63	12	0
TCGA-49-AARN-01	29	22	203	156	218	0	0	0	44	12	18	230
TCGA-49-AARO-01	7	12	393	6	281	0	0	8	0	31	0	0
TCGA-49-AARQ-01	32	17	412	37	272	2	21	3	33	60	0	0
TCGA-49-AARR-01	0	0	0	0	1	1	0	0	1	0	0	0
TCGA-4B-A93V-01	5	4	56	6	49	0	11	6	24	4	6	0
TCGA-50-5044-01	12	6	1	40	14	3	7	1	4	78	5	0
TCGA-50-5045-01	0	12	210	8	102	0	1	1	19	17	0	0
TCGA-50-5049-01	19	28	466	9	317	0	0	7	112	32	14	0
TCGA-50-5051-01	1	10	66	2	0	9	13	0	21	8	9	0
TCGA-50-5055-01	0	0	0	2	0	0	12	0	3	3	2	0
TCGA-50-5066-01	10	10	103	13	112	4	0	0	64	16	3	10
TCGA-50-5068-01	6	0	23	0	29	4	16	10	17	5	8	0
TCGA-50-5072-01	10	6	64	14	73	5	3	0	11	8	6	3
TCGA-50-5930-01	15	40	739	6	378	20	0	12	121	27	0	1
TCGA-50-5931-01	8	10	146	7	104	17	0	4	50	19	16	0
TCGA-50-5932-01	4	9	43	0	28	0	5	0	0	1	0	0
TCGA-50-5933-01	28	19	223	21	186	20	23	14	73	25	0	0
TCGA-50-5935-01	6	12	0	30	0	6	10	1	12	33	13	0
TCGA-50-5936-01	3	1	18	33	23	1	8	9	16	30	2	2
TCGA-50-5939-01	7	7	6	15	14	8	8	0	15	10	10	4
TCGA-50-5941-01	10	19	180	10	120	6	12	0	78	34	10	3
TCGA-50-5942-01	1	5	16	1	20	0	14	0	8	2	2	2
TCGA-50-5944-01	1	11	3	3	26	19	5	0	6	9	1	0
TCGA-50-5946-01	23	21	307	60	145	22	20	7	78	104	29	0
TCGA-50-6590-01	37	29	389	64	304	16	0	10	93	140	0	2
TCGA-50-6591-01	6	9	4	1	2	6	8	5	16	3	0	6
TCGA-50-6592-01	12	18	69	24	114	6	10	6	43	41	9	4
TCGA-50-6593-01	9	22	159	8	83	14	0	0	59	11	21	4
TCGA-50-6594-01	5	26	287	21	190	8	0	8	50	39	0	0
TCGA-50-6595-01	14	10	15	13	0	6	4	4	30	15	7	0
TCGA-50-6597-01	4	6	0	16	0	5	17	8	13	7	0	2
TCGA-50-6673-01	3	3	0	1	13	8	15	0	3	6	9	1
TCGA-50-7109-01	7	12	118	0	68	6	20	7	49	9	11	1
TCGA-50-8457-01	5	7	16	1	1	5	4	4	14	5	3	2
TCGA-50-8459-01	5	0	43	3	16	5	17	1	22	3	4	0
TCGA-50-8460-01	1	3	1	4	12	7	4	1	1	2	0	0
TCGA-53-7624-01	27	53	399	69	202	19	4	20	103	99	14	3
TCGA-53-7626-01	9	6	216	8	101	5	0	1	53	38	11	2
TCGA-53-7813-01	0	9	73	1	58	11	6	3	19	1	5	0
TCGA-53-A4EZ-01	17	37	332	16	144	17	13	3	72	23	0	0
TCGA-55-1592-01	27	27	164	28	202	32	0	2	107	47	45	10
TCGA-55-1594-01	7	14	27	29	44	19	0	12	27	48	2	2
TCGA-55-1595-01	0	25	170	10	110	1	17	0	46	13	15	0
TCGA-55-1596-01	17	11	62	0	39	18	0	0	45	9	31	2
TCGA-55-5899-01	18	15	214	59	110	8	11	10	34	62	8	0
TCGA-55-6543-01	1	0	0	0	3	9	8	0	0	3	0	1
TCGA-55-6642-01	5	5	71	2	43	0	11	4	2	5	3	4
TCGA-55-6712-01	13	5	19	35	6	17	8	1	23	64	0	5
TCGA-55-6968-01	45	6	88	164	19	4	14	9	49	257	0	0
TCGA-55-6969-01	18	12	177	6	155	0	0	4	96	17	14	15
TCGA-55-6970-01	3	10	72	7	74	9	0	0	16	8	10	0
TCGA-55-6971-01	3	6	21	4	50	0	7	0	11	3	3	0
TCGA-55-6972-01	26	18	62	90	50	11	0	0	34	51	0	0
TCGA-55-6975-01	1	0	18	7	24	9	8	3	19	6	5	0
TCGA-55-6978-01	0	2	0	0	0	5	7	0	16	0	2	3
TCGA-55-6979-01	11	0	42	1	15	0	0	4	49	49	1	0
TCGA-55-6980-01	1	3	0	0	0	0	3	0	7	0	2	0
TCGA-55-6981-01	4	2	2	0	11	12	12	3	4	6	7	0
TCGA-55-6982-01	21	8	13	82	0	12	2	3	20	125	1	0
TCGA-55-6983-01	2	13	47	4	39	15	0	7	0	3	4	0
TCGA-55-6984-01	1	4	4	1	0	1	0	4	10	0	2	0
TCGA-55-6985-01	16	40	266	0	150	16	0	7	73	14	1	1
TCGA-55-6986-01	3	4	1	0	0	0	5	4	2	1	5	0
TCGA-55-6987-01	4	11	55	29	40	12	0	9	34	57	2	1
