Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
TCGA-PE-A5DE-01	54	13	0	0	265	96	15	4	214	0	28	0	0	0	0
TCGA-PL-A8LV-01	7	7	10	1	12	0	6	9	31	10	1	39	6	2	14
TCGA-PL-A8LX-01	1	1	0	2	1	0	7	10	0	8	2	8	8	1	0
TCGA-PL-A8LY-01	0	2	0	0	0	0	0	1	0	3	0	0	0	1	0
TCGA-PL-A8LZ-01	8	12	39	23	11	9	7	6	0	2	0	15	3	1	0
TCGA-S3-A6ZF-01	1	3	4	0	2	0	5	22	5	0	6	1	1	2	0
TCGA-S3-A6ZG-01	0	0	0	0	2	14	5	14	1	1	0	7	13	3	0
TCGA-S3-A6ZH-01	0	0	4	1	3	6	10	8	1	0	2	3	0	4	3
TCGA-S3-AA0Z-01	2	3	8	0	9	0	4	15	8	3	16	0	0	1	8
TCGA-S3-AA10-01	7	6	16	3	7	0	4	8	15	9	17	53	0	5	0
TCGA-S3-AA11-01	7	1	20	13	2	5	6	4	2	4	10	2	12	0	8
TCGA-S3-AA12-01	2	2	6	2	3	3	2	13	3	0	22	0	0	2	0
TCGA-S3-AA14-01	0	0	0	0	3	0	5	9	3	0	0	4	0	0	0
TCGA-S3-AA15-01	4	2	0	0	11	5	4	3	21	0	3	3	0	2	2
TCGA-S3-AA17-01	1	2	11	8	6	9	8	12	14	9	13	26	17	5	0
TCGA-UL-AAZ6-01	5	6	9	13	7	2	11	10	13	11	0	26	16	4	7
TCGA-UU-A93S-01	6	7	41	11	6	0	29	3	13	0	19	33	16	5	7
TCGA-V7-A7HQ-01	1	2	4	0	1	1	4	4	4	2	0	8	0	0	0
TCGA-W8-A86G-01	1	4	1	0	2	0	4	11	1	5	0	4	0	0	2
TCGA-WT-AB41-01	4	1	1	1	17	3	2	12	1	3	7	4	6	0	0
TCGA-WT-AB44-01	1	2	13	0	0	0	17	10	0	0	4	0	4	2	7
TCGA-XX-A899-01	5	1	0	1	13	12	2	3	9	0	0	0	14	0	0
TCGA-XX-A89A-01	27	0	0	0	48	23	8	16	138	2	2	0	0	1	0
TCGA-Z7-A8R5-01	0	0	3	0	1	0	6	19	0	1	3	1	0	0	0
TCGA-Z7-A8R6-01	7	3	0	0	31	9	13	7	22	2	6	1	0	1	5
TCGA-05-4244-01	1	5	82	68	6	0	9	13	6	11	0	30	20	0	9
TCGA-05-4249-01	14	7	144	103	9	6	9	20	25	7	28	9	0	0	4
TCGA-05-4250-01	13	31	106	122	25	11	13	9	29	23	0	47	0	5	0
TCGA-05-4382-01	29	78	840	800	86	0	17	24	115	0	11	46	0	14	50
TCGA-05-4384-01	7	8	59	34	7	0	12	2	5	9	0	8	12	1	0
TCGA-05-4389-01	4	13	24	43	39	14	19	15	44	6	18	37	7	3	10
TCGA-05-4390-01	12	40	257	257	5	0	18	13	14	0	14	39	15	10	0
TCGA-05-4395-01	14	17	76	63	37	12	11	6	55	0	0	0	46	2	9
TCGA-05-4396-01	7	21	113	78	14	5	14	5	4	1	0	66	0	3	3
TCGA-05-4397-01	17	43	280	230	60	12	18	6	98	37	0	96	75	12	35
TCGA-05-4398-01	16	32	280	248	47	0	29	21	57	18	0	62	63	17	38
TCGA-05-4402-01	5	3	6	4	29	10	2	3	57	7	9	9	10	1	0
TCGA-05-4403-01	5	12	49	23	2	2	16	17	5	3	0	1	25	0	8
TCGA-05-4405-01	11	27	167	136	5	11	16	18	25	19	0	31	7	9	0
TCGA-05-4410-01	21	32	468	393	64	14	5	30	85	23	19	93	80	3	18
TCGA-05-4415-01	3	15	116	71	3	0	9	3	7	5	10	0	6	1	1
TCGA-05-4417-01	1	10	147	95	4	0	3	13	6	7	22	28	0	0	16
TCGA-05-4418-01	13	32	112	82	11	0	13	2	11	23	16	17	0	2	0
TCGA-05-4420-01	4	17	110	114	8	6	11	3	11	12	36	26	0	1	12
TCGA-05-4422-01	4	2	11	2	10	7	3	3	6	0	0	4	0	0	2
TCGA-05-4424-01	22	27	296	294	34	17	6	25	82	16	31	38	0	7	6
TCGA-05-4425-01	4	0	4	0	0	0	18	14	2	0	0	3	5	1	2
TCGA-05-4426-01	0	0	6	2	3	2	7	10	4	2	4	0	15	0	0
TCGA-05-4427-01	20	54	441	374	26	0	8	29	55	5	49	100	16	37	36
TCGA-05-4430-01	6	9	146	95	4	2	15	0	15	2	14	22	1	2	8
TCGA-05-4432-01	14	31	220	216	12	2	19	14	26	23	44	57	60	9	6
TCGA-05-4433-01	0	0	4	0	0	2	12	16	3	3	2	2	1	0	0
TCGA-05-4434-01	4	3	4	0	2	7	3	6	7	7	0	4	9	0	3
TCGA-05-5420-01	5	9	35	20	3	3	7	12	2	5	3	9	3	0	0
TCGA-05-5423-01	3	6	51	55	11	0	12	16	8	9	0	15	0	1	0
TCGA-05-5425-01	12	36	279	188	3	0	13	8	42	13	39	23	3	13	47
TCGA-05-5428-01	19	22	118	129	70	4	9	13	57	0	8	7	15	4	0
TCGA-05-5429-01	1	0	3	0	4	4	10	11	1	0	0	5	0	2	3
TCGA-05-5715-01	7	1	9	5	26	14	15	10	54	0	1	9	0	0	0
TCGA-35-3615-01	7	0	30	29	24	5	10	3	18	0	0	0	12	4	4
TCGA-35-4122-01	14	21	90	69	19	0	12	7	31	36	0	55	31	5	22
TCGA-35-4123-01	9	16	121	121	0	4	12	3	16	0	0	44	15	3	5
TCGA-35-5375-01	12	16	146	111	20	1	22	12	31	33	23	69	3	14	10
TCGA-38-4625-01	18	23	279	261	58	11	7	11	62	0	21	11	0	3	0
TCGA-38-4626-01	7	14	162	93	6	0	3	0	15	0	4	5	0	4	12
TCGA-38-4627-01	1	5	2	4	1	7	0	6	2	6	0	0	0	2	0
TCGA-38-4628-01	5	2	20	14	6	0	6	18	12	0	0	26	17	0	23
TCGA-38-4629-01	10	26	88	67	22	0	14	11	18	4	31	35	3	6	15
TCGA-38-4630-01	7	11	1	14	24	15	11	22	33	0	0	11	4	4	8
TCGA-38-4631-01	12	35	386	302	2	0	0	28	29	10	52	54	0	3	14
TCGA-38-4632-01	28	22	234	173	17	0	13	12	23	27	9	35	46	7	9
TCGA-38-6178-01	5	7	23	4	7	2	5	6	3	4	0	16	2	2	5
TCGA-38-7271-01	3	9	39	17	8	0	4	0	32	1	0	0	0	0	3
TCGA-38-A44F-01	1	1	3	0	1	0	1	4	0	0	3	0	2	0	2
TCGA-44-2655-01	7	11	98	78	4	0	6	0	8	0	0	1	0	4	11
TCGA-44-2656-01	14	50	340	385	5	0	23	13	20	0	48	76	12	0	72
TCGA-44-2657-01	9	9	161	174	19	12	10	20	28	5	18	41	12	0	4
TCGA-44-2659-01	7	20	163	199	13	0	10	21	6	0	0	40	0	0	29
TCGA-44-2661-01	0	6	2	1	3	4	2	4	3	3	0	12	6	4	0
TCGA-44-2662-01	14	0	36	19	48	11	4	3	85	3	22	5	0	9	9
TCGA-44-2665-01	0	0	5	0	9	4	2	13	6	11	7	2	1	0	1
TCGA-44-2666-01	1	0	2	0	3	3	4	5	3	10	3	4	3	2	0
TCGA-44-2668-01	8	8	126	133	31	2	0	8	30	1	0	51	25	0	20
TCGA-44-3396-01	7	4	45	23	42	11	15	17	46	3	6	18	4	2	2
TCGA-44-3398-01	1	0	51	50	29	10	16	0	36	18	12	25	0	0	0
TCGA-44-3917-01	6	31	69	63	4	0	4	7	23	0	0	28	16	0	23
TCGA-44-3918-01	21	35	441	450	26	0	11	13	67	6	17	50	1	0	43
TCGA-44-3919-01	4	7	0	2	4	3	4	0	14	6	0	12	8	0	5
TCGA-44-4112-01	16	10	171	195	38	15	13	19	67	2	51	12	0	0	0
TCGA-44-5643-01	6	10	44	15	11	18	4	19	14	4	0	6	9	2	0
TCGA-44-5644-01	12	52	484	381	18	14	21	28	46	22	8	62	0	11	12
TCGA-44-5645-01	3	0	7	0	0	0	0	12	0	12	0	4	4	2	0
TCGA-44-6144-01	6	15	100	71	7	1	4	13	16	12	5	17	0	5	12
TCGA-44-6145-01	4	5	181	135	7	2	3	6	6	1	13	5	16	8	0
TCGA-44-6146-01	8	1	7	1	1	0	4	14	0	7	2	1	0	1	0
TCGA-44-6147-01	11	4	64	47	2	0	6	5	6	0	5	6	4	1	0
TCGA-44-6148-01	1	0	0	1	0	0	2	0	0	1	2	0	1	0	0
TCGA-44-6774-01	7	8	168	132	2	0	2	7	6	0	15	16	0	0	7
TCGA-44-6775-01	1	8	10	9	5	3	4	3	4	10	11	11	0	0	7
TCGA-44-6776-01	3	13	100	76	4	9	11	0	7	11	0	10	6	1	0
TCGA-44-6777-01	20	29	104	114	46	6	14	9	49	7	20	31	4	0	26
TCGA-44-6778-01	2	17	181	128	9	0	12	8	9	7	43	41	6	5	19
TCGA-44-6779-01	2	6	35	22	8	0	6	21	3	3	0	4	11	4	0
TCGA-44-7659-01	6	9	64	47	4	0	6	0	11	15	0	6	12	3	0
TCGA-44-7660-01	2	19	110	77	3	9	21	1	39	37	54	72	21	4	0
TCGA-44-7661-01	5	22	108	82	16	11	5	5	51	2	19	15	0	0	1
TCGA-44-7662-01	22	27	262	195	30	3	10	12	51	26	13	38	0	11	15
TCGA-44-7667-01	5	32	231	151	12	0	15	28	14	6	1	52	13	13	6
TCGA-44-7669-01	16	32	223	145	1	4	14	14	18	31	0	51	2	10	0
TCGA-44-7670-01	35	42	439	442	56	11	21	8	108	0	22	48	40	25	37
TCGA-44-7671-01	5	20	105	60	4	12	14	0	10	3	18	25	7	0	8
TCGA-44-7672-01	5	2	109	35	7	11	5	0	3	4	4	7	5	0	0
TCGA-44-8117-01	11	29	323	348	14	0	20	23	31	14	19	57	16	3	22
TCGA-44-8119-01	13	21	266	214	11	0	30	24	17	21	46	67	8	6	29
TCGA-44-8120-01	7	26	245	280	17	1	13	14	19	11	19	65	28	0	0
TCGA-44-A479-01	7	11	154	142	10	6	16	1	13	10	0	5	0	2	0
TCGA-44-A47A-01	10	13	52	27	21	19	13	12	74	2	3	10	15	0	0
TCGA-44-A47B-01	4	1	18	2	3	1	12	7	0	3	4	0	0	2	3
TCGA-44-A47F-01	6	5	21	10	11	0	13	11	9	0	15	9	0	1	2
TCGA-44-A47G-01	7	5	13	11	7	3	4	10	13	4	0	17	3	3	1
TCGA-44-A4SS-01	11	33	168	151	21	7	10	13	48	25	32	57	7	11	0
TCGA-44-A4SU-01	4	10	63	32	3	5	18	3	4	7	0	10	22	1	5
TCGA-49-4486-01	16	9	27	13	38	7	1	9	79	5	0	3	0	6	0
TCGA-49-4487-01	9	19	121	114	19	10	4	2	45	8	6	58	12	5	0
TCGA-49-4488-01	5	3	131	123	19	2	9	0	15	8	22	0	14	11	5
TCGA-49-4490-01	1	4	1	0	8	7	14	5	9	6	0	11	2	0	0
TCGA-49-4494-01	1	14	109	50	6	2	10	11	8	0	11	8	2	0	0
TCGA-49-4501-01	1	1	5	0	9	9	20	8	3	0	0	0	16	0	0
TCGA-49-4505-01	2	6	126	54	11	1	17	15	11	2	0	0	9	2	18
TCGA-49-4506-01	2	6	44	34	5	4	13	0	1	13	0	15	2	1	0
TCGA-49-4507-01	10	7	69	38	21	12	4	19	24	2	2	18	6	7	10
TCGA-49-4510-01	3	2	6	11	1	0	1	0	6	15	3	13	0	0	5
TCGA-49-4512-01	2	1	10	3	3	3	4	15	3	2	4	2	0	3	0
TCGA-49-4514-01	24	11	111	80	44	12	9	15	61	1	8	18	1	0	18
TCGA-49-6742-01	21	9	51	19	63	25	15	10	70	0	0	0	27	44	0
TCGA-49-6743-01	33	30	230	193	92	14	7	27	119	34	106	21	30	8	1
TCGA-49-6744-01	7	13	111	89	1	3	0	4	8	0	0	25	23	0	1
TCGA-49-6745-01	18	0	4	0	32	1	21	9	44	3	13	10	4	0	11
TCGA-49-6761-01	8	11	34	39	41	2	16	7	44	5	24	3	8	4	0
TCGA-49-6767-01	9	22	174	206	13	7	15	6	29	20	18	63	8	4	0
TCGA-49-AAQV-01	2	4	14	0	11	0	7	3	29	3	0	1	14	0	0
TCGA-49-AAR0-01	10	6	65	28	8	11	14	0	11	3	1	10	0	9	0
TCGA-49-AAR2-01	9	24	226	168	0	1	6	11	18	0	16	0	1	3	5
TCGA-49-AAR3-01	1	7	47	36	6	3	9	7	10	15	0	13	7	0	10
TCGA-49-AAR4-01	25	49	279	187	39	9	0	5	61	0	0	19	4	1	34
TCGA-49-AAR9-01	13	30	360	257	3	19	11	15	16	0	0	40	41	0	3
TCGA-49-AARE-01	34	73	573	603	49	4	37	0	58	23	43	140	0	6	28
TCGA-49-AARN-01	28	16	231	144	124	0	0	0	9	22	78	14	20	217	29
TCGA-49-AARO-01	8	20	341	287	7	0	1	0	28	0	0	0	17	1	28
TCGA-49-AARQ-01	30	25	338	295	36	0	3	17	56	4	6	27	29	3	20
TCGA-49-AARR-01	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-4B-A93V-01	5	5	68	37	5	6	1	9	3	9	8	11	0	0	4
TCGA-50-5044-01	10	5	11	1	37	4	4	4	72	4	11	1	6	0	1
TCGA-50-5045-01	1	13	138	159	7	2	0	2	16	1	9	16	6	0	0
TCGA-50-5049-01	18	27	349	344	10	0	1	0	30	20	36	101	36	2	30
TCGA-50-5051-01	1	8	24	46	2	1	8	10	8	7	9	15	0	0	0
TCGA-50-5055-01	0	0	1	0	2	0	0	9	3	2	3	2	0	0	0
TCGA-50-5066-01	10	12	135	69	11	0	4	1	15	9	16	44	0	11	8
TCGA-50-5068-01	5	2	38	15	1	10	4	13	4	10	5	7	0	1	3
TCGA-50-5072-01	9	7	80	43	12	0	3	5	7	9	9	5	0	4	10
TCGA-50-5930-01	15	32	487	554	6	16	19	0	26	0	103	88	0	8	5
TCGA-50-5931-01	8	6	125	106	7	6	13	4	18	16	38	32	0	0	2
TCGA-50-5932-01	4	9	35	32	0	0	0	3	1	0	3	0	2	0	1
TCGA-50-5933-01	26	27	237	155	20	5	13	26	23	0	14	46	0	3	37
TCGA-50-5935-01	6	13	11	0	28	1	5	9	32	14	0	4	0	0	0
TCGA-50-5936-01	3	3	25	12	27	12	3	6	29	4	0	10	9	3	0
TCGA-50-5939-01	6	7	17	4	14	1	7	8	9	10	2	9	6	4	0
TCGA-50-5941-01	10	19	146	130	11	0	6	12	32	14	15	63	15	5	4
TCGA-50-5942-01	1	5	19	12	1	0	1	10	2	3	4	7	3	2	1
TCGA-50-5944-01	1	9	21	1	4	0	14	8	8	2	0	3	11	0	2
TCGA-50-5946-01	21	20	214	226	57	10	20	20	97	32	47	44	4	2	2
TCGA-50-6590-01	34	27	337	284	63	12	16	0	130	6	80	70	0	6	19
TCGA-50-6591-01	5	9	6	1	1	3	4	7	3	0	0	13	1	5	8
TCGA-50-6592-01	11	13	86	51	22	6	6	9	38	9	15	35	41	5	9
TCGA-50-6593-01	8	10	104	116	6	3	13	0	10	18	52	39	7	4	0
TCGA-50-6594-01	7	30	244	209	20	1	6	2	36	2	11	36	0	1	29
TCGA-50-6595-01	12	9	9	11	11	6	5	4	14	6	4	23	4	0	0
TCGA-50-6597-01	3	5	0	0	13	9	5	12	7	0	11	9	0	2	2
TCGA-50-6673-01	3	2	6	0	1	0	7	12	5	9	6	3	5	1	2
TCGA-50-7109-01	7	14	100	85	0	8	6	16	8	13	8	35	1	2	5
TCGA-50-8457-01	4	7	11	13	2	4	4	4	5	3	0	8	0	2	0
TCGA-50-8459-01	4	1	33	32	3	1	5	13	3	5	5	12	2	0	0
TCGA-50-8460-01	1	1	3	1	3	0	5	3	1	0	2	1	11	0	4
TCGA-53-7624-01	26	54	284	291	63	24	17	10	92	21	16	72	24	8	10
TCGA-53-7626-01	9	4	138	159	9	2	5	1	35	11	35	35	0	3	4
TCGA-53-7813-01	1	7	59	56	1	5	9	7	1	5	13	13	9	0	0
TCGA-53-A4EZ-01	16	35	194	246	14	0	11	15	22	0	0	60	36	2	23
TCGA-55-1592-01	24	22	177	119	26	1	28	0	44	43	27	89	59	11	21
TCGA-55-1594-01	7	12	42	17	27	11	14	4	44	2	17	15	4	2	13
TCGA-55-1595-01	0	29	158	118	9	0	2	15	11	22	0	33	1	2	7
TCGA-55-1596-01	14	8	49	45	2	0	14	1	8	28	23	34	0	2	6
TCGA-55-5899-01	17	13	147	160	52	12	8	10	58	10	29	16	13	1	3
TCGA-55-6543-01	1	0	1	0	0	1	8	6	3	0	4	0	0	1	0
TCGA-55-6642-01	5	6	51	50	2	1	0	9	4	4	5	4	0	4	10
TCGA-55-6712-01	11	7	18	13	33	2	13	9	59	1	0	16	4	5	5
TCGA-55-6968-01	40	13	75	58	151	11	4	10	237	0	16	23	0	1	16
TCGA-55-6969-01	15	7	155	131	6	6	4	0	16	16	35	76	31	16	0
TCGA-55-6970-01	3	8	79	51	6	0	7	2	7	10	0	6	26	0	4
TCGA-55-6971-01	2	6	45	16	3	0	0	6	3	5	0	8	12	0	2
TCGA-55-6972-01	25	17	86	40	78	0	11	2	48	0	24	10	1	0	0
TCGA-55-6975-01	1	0	29	13	6	4	7	8	6	6	6	13	0	1	0
TCGA-55-6978-01	0	1	0	0	0	0	4	6	0	1	0	13	7	3	0
TCGA-55-6979-01	9	0	42	26	5	5	1	0	46	3	0	35	0	0	0
TCGA-55-6980-01	1	3	0	0	0	0	0	3	0	2	0	7	0	0	0
TCGA-55-6981-01	3	0	0	2	1	4	9	9	5	5	0	3	22	0	0
TCGA-55-6982-01	19	13	8	12	77	8	10	5	117	4	0	14	0	0	0
TCGA-55-6983-01	2	11	30	38	3	7	11	3	3	3	2	3	13	0	5
TCGA-55-6984-01	1	2	3	1	1	2	0	1	0	0	3	7	0	0	6
TCGA-55-6985-01	16	32	191	188	0	0	10	3	13	1	43	49	0	0	38
TCGA-55-6986-01	3	3	2	0	0	4	1	4	1	5	0	0	2	0	0
TCGA-55-6987-01	4	6	61	34	27	8	11	0	51	1	29	14	0	1	7
TCGA-55-7227-01	2	12	56	57	9	3	3	16	6	10	6	11	7	4	2
TCGA-55-7281-01	23	29	158	169	15	8	12	2	27	12	16	52	31	3	0
TCGA-55-7283-01	7	19	40	56	22	14	20	29	36	1	0	13	29	5	0
TCGA-55-7284-01	6	1	3	0	0	4	14	16	1	0	0	1	4	4	3
TCGA-55-7570-01	13	19	154	70	20	3	6	6	75	16	31	39	6	3	6
TCGA-55-7573-01	1	9	18	6	5	0	1	0	3	4	1	6	0	1	8
TCGA-55-7574-01	22	8	54	29	38	9	3	0	87	0	37	25	0	0	10
TCGA-55-7576-01	7	26	150	128	14	0	22	22	19	15	0	48	44	4	0
TCGA-55-7724-01	3	12	40	26	16	14	17	11	21	28	5	46	20	5	13
TCGA-55-7725-01	1	3	71	34	1	1	6	4	4	7	0	0	22	0	0
TCGA-55-7726-01	3	0	4	4	23	7	11	16	51	0	8	7	1	0	6
TCGA-55-7727-01	28	8	69	60	47	7	13	9	48	7	8	0	12	1	0
TCGA-55-7728-01	2	13	29	44	0	4	6	13	5	0	0	0	5	0	0
TCGA-55-7815-01	1	12	55	47	5	2	5	15	4	0	10	17	8	1	0
TCGA-55-7816-01	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TCGA-55-7903-01	3	11	15	50	13	2	15	17	13	7	10	5	16	1	10
TCGA-55-7907-01	32	53	541	451	81	0	10	35	144	5	0	69	14	1	17
TCGA-55-7910-01	2	16	111	121	3	5	5	20	9	0	0	34	22	0	20
TCGA-55-7911-01	8	17	95	64	5	4	3	7	17	1	0	16	29	1	11
TCGA-55-7913-01	14	12	149	117	14	0	19	10	28	0	20	16	3	2	31
TCGA-55-7914-01	5	1	52	44	6	14	20	6	17	11	0	7	31	0	0
TCGA-55-7994-01	20	77	625	657	28	18	37	24	71	18	163	146	0	0	6
TCGA-55-7995-01	23	38	260	195	48	6	7	10	54	29	43	94	0	9	6
TCGA-55-8085-01	6	10	66	56	50	13	11	18	61	0	0	0	37	0	0
TCGA-55-8087-01	6	1	1	0	3	3	7	5	3	3	0	1	1	0	3
TCGA-55-8089-01	46	38	450	356	164	19	20	18	223	0	53	70	30	5	54
TCGA-55-8090-01	4	7	29	27	0	0	5	5	4	6	10	12	0	0	4
TCGA-55-8091-01	0	2	6	0	1	2	8	9	0	1	4	0	0	0	2
TCGA-55-8092-01	36	31	166	183	86	13	28	31	48	13	39	38	0	5	8
TCGA-55-8094-01	8	12	179	182	10	0	13	9	14	1	0	39	38	21	31
TCGA-55-8096-01	6	8	76	31	4	0	5	11	9	0	0	20	0	2	7
TCGA-55-8097-01	4	4	11	37	6	5	23	15	7	0	15	2	3	4	3
TCGA-55-8203-01	5	19	216	168	2	5	19	18	7	6	14	43	0	0	8
TCGA-55-8204-01	19	7	62	25	31	13	15	3	46	11	0	22	15	1	0
TCGA-55-8205-01	24	10	170	123	59	15	15	2	129	17	7	36	11	7	23
TCGA-55-8206-01	0	0	6	0	4	0	5	5	2	1	3	3	3	0	6
TCGA-55-8207-01	8	9	111	116	3	0	21	11	17	9	30	35	6	1	10
TCGA-55-8208-01	26	18	78	35	70	13	10	2	105	22	34	22	7	2	0
TCGA-55-8299-01	4	15	102	76	9	1	7	0	5	10	20	16	0	0	8
TCGA-55-8301-01	12	13	120	95	7	4	10	11	27	23	9	19	6	6	0
TCGA-55-8302-01	17	62	338	278	6	0	9	7	23	10	0	32	22	0	41
TCGA-55-8505-01	3	1	1	1	5	4	6	5	7	4	0	10	1	0	0
TCGA-55-8506-01	28	86	540	589	12	34	235	309	29	86	44	48	0	12	55
TCGA-55-8507-01	21	73	346	465	15	5	31	10	30	5	58	136	0	9	9
TCGA-55-8508-01	3	8	69	57	11	0	15	9	5	1	11	15	10	3	10
TCGA-55-8510-01	11	22	141	137	6	2	3	6	28	1	0	6	21	1	7
TCGA-55-8511-01	21	26	220	224	48	4	15	22	34	6	19	31	16	15	12
TCGA-55-8512-01	1	4	16	6	2	0	1	1	3	2	0	2	7	0	6
TCGA-55-8513-01	1	0	0	0	0	1	1	5	0	0	0	0	0	0	0
TCGA-55-8514-01	12	32	136	116	2	0	10	22	10	1	0	5	5	0	0
TCGA-55-8614-01	5	10	68	24	13	13	19	23	23	30	5	47	12	5	1
TCGA-55-8615-01	4	10	59	24	2	2	9	7	5	9	0	17	5	9	0
TCGA-55-8616-01	9	29	250	224	1	7	28	11	20	0	0	8	14	2	0
TCGA-55-8619-01	0	0	1	1	0	2	6	12	1	0	1	2	1	0	0
TCGA-55-8620-01	12	46	180	196	7	10	23	22	16	21	5	69	1	7	0
TCGA-55-8621-01	4	2	26	16	1	3	8	0	7	6	13	3	0	0	0
TCGA-55-A48X-01	18	37	202	153	8	0	5	2	23	0	0	3	18	0	14
TCGA-55-A48Y-01	29	6	0	6	146	39	11	16	172	0	0	2	17	0	0
TCGA-55-A48Z-01	1	9	20	4	3	2	14	2	3	0	7	0	0	3	0
TCGA-55-A490-01	21	52	622	602	43	13	9	19	77	0	0	92	46	12	35
TCGA-55-A491-01	11	20	124	148	11	6	13	6	24	15	37	40	0	6	5
TCGA-55-A492-01	8	28	135	92	10	3	6	19	10	32	0	9	0	2	1
TCGA-55-A493-01	6	17	114	63	41	15	12	7	35	12	1	5	5	7	0
TCGA-55-A494-01	8	7	107	71	3	8	19	25	12	0	0	13	0	7	15
TCGA-55-A4DF-01	72	25	119	68	206	52	19	17	316	2	34	23	0	0	30
TCGA-55-A4DG-01	7	31	240	331	0	7	12	14	38	21	6	88	47	2	0
TCGA-55-A57B-01	1	0	6	0	5	9	7	6	0	2	0	10	0	0	3
TCGA-62-8394-01	5	2	15	11	11	8	8	10	31	8	21	30	4	9	0
TCGA-62-8395-01	7	3	5	1	4	5	15	7	11	4	0	12	12	0	0
TCGA-62-8397-01	0	3	4	2	2	0	6	4	0	0	2	1	4	2	2
TCGA-62-8398-01	0	12	31	19	7	0	8	8	5	7	0	2	0	3	1
TCGA-62-8399-01	8	20	140	123	75	16	21	26	143	4	4	21	24	14	22
TCGA-62-8402-01	5	2	6	0	3	0	8	14	3	3	4	11	11	0	3
TCGA-62-A46O-01	26	45	296	332	64	10	15	22	89	26	27	101	2	7	30
TCGA-62-A46P-01	5	8	142	113	0	0	16	12	9	0	0	22	0	0	26
TCGA-62-A46R-01	3	12	49	41	19	1	9	19	8	14	0	13	8	0	13
TCGA-62-A46S-01	8	0	27	42	7	9	10	13	4	0	32	2	0	5	0
TCGA-62-A46U-01	2	2	14	1	4	0	11	6	4	0	4	4	0	0	0
TCGA-62-A46V-01	4	0	8	1	5	1	10	11	0	1	7	12	1	0	10
TCGA-62-A46Y-01	1	2	12	0	1	0	0	15	1	0	2	0	1	3	1
TCGA-62-A470-01	7	2	38	19	2	7	13	15	8	6	0	4	11	4	11
TCGA-62-A471-01	3	7	8	2	24	23	9	0	32	4	20	9	3	0	4
TCGA-62-A472-01	6	3	7	12	4	5	1	7	0	4	6	15	0	1	1
TCGA-64-1676-01	11	25	308	255	6	0	14	17	20	5	16	34	19	0	10
TCGA-64-1679-01	11	18	299	166	17	0	1	12	33	0	5	23	9	0	20
TCGA-64-1680-01	0	1	7	0	8	10	3	11	14	0	0	1	17	3	1
TCGA-64-1681-01	4	12	7	2	10	2	1	6	19	2	0	13	6	19	3
TCGA-64-5774-01	3	5	59	59	0	1	17	5	8	0	8	11	0	0	0
TCGA-64-5775-01	15	25	203	230	9	4	18	16	16	10	0	32	8	1	2
TCGA-64-5778-01	9	26	242	172	23	0	9	13	17	17	0	28	1	0	22
TCGA-64-5779-01	5	20	118	163	5	2	27	1	12	13	0	54	0	5	12
TCGA-64-5781-01	30	58	542	395	76	12	3	20	69	0	14	86	70	3	27
TCGA-64-5815-01	6	7	87	55	0	0	3	17	6	0	13	0	15	0	4
TCGA-67-3770-01	6	15	108	75	4	3	3	10	3	25	0	20	0	1	0
TCGA-67-3771-01	52	73	227	293	123	27	13	27	206	53	42	148	21	13	2
TCGA-67-3773-01	7	3	49	34	3	7	7	6	0	5	0	0	0	4	0
TCGA-67-3774-01	4	9	51	23	6	0	2	3	4	1	0	14	24	0	9
TCGA-67-4679-01	13	6	141	90	4	0	11	5	11	0	23	28	17	2	1
TCGA-67-6215-01	4	5	3	0	7	0	1	3	2	7	18	8	0	74	5
TCGA-67-6216-01	7	0	0	1	3	0	5	3	10	3	6	1	2	0	4
TCGA-67-6217-01	9	7	50	70	5	0	13	6	8	0	0	10	33	7	16
TCGA-69-7760-01	1	2	17	2	4	5	11	9	4	9	4	0	8	7	5
TCGA-69-7761-01	0	0	11	0	2	0	2	2	0	2	3	6	0	2	6
TCGA-69-7763-01	2	5	15	16	3	0	23	10	1	0	4	7	11	2	1
TCGA-69-7764-01	1	7	37	11	5	0	9	6	4	16	9	7	0	0	4
TCGA-69-7765-01	16	33	258	248	35	0	5	0	34	1	41	40	2	0	34
TCGA-69-7973-01	7	8	122	113	8	1	14	10	4	0	2	14	1	1	4
TCGA-69-7974-01	15	25	225	190	7	8	14	19	31	13	26	60	4	3	0
TCGA-69-7978-01	14	28	215	185	62	23	7	20	134	7	17	40	2	3	9
TCGA-69-7979-01	20	87	689	712	27	21	26	19	77	0	0	77	29	0	16
TCGA-69-7980-01	26	38	251	272	51	7	2	23	137	29	26	57	22	2	28
TCGA-69-8253-01	5	5	94	39	15	5	10	4	13	0	0	10	5	2	2
TCGA-69-8254-01	5	4	28	10	2	0	1	20	1	4	6	4	9	3	0
TCGA-69-8255-01	9	11	89	66	25	9	15	9	20	20	5	37	24	11	15
TCGA-69-A59K-01	6	19	224	232	24	0	10	40	25	0	2	5	30	0	20
TCGA-71-6725-01	5	5	7	0	4	0	18	16	3	7	0	0	7	1	0
TCGA-71-8520-01	4	0	12	8	6	6	17	11	12	4	10	0	0	4	11
