Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
TCGA-64-1681-01	4	16	3	10	18	0	8	3	22	1	21
TCGA-64-5774-01	4	7	99	0	32	24	1	0	8	1	0
TCGA-64-5775-01	19	23	384	11	71	25	17	3	17	19	0
TCGA-64-5778-01	8	28	337	34	98	14	15	1	20	24	0
TCGA-64-5779-01	6	20	267	5	58	39	0	4	14	19	5
TCGA-64-5781-01	30	84	761	107	282	0	33	15	79	9	5
TCGA-64-5815-01	8	15	116	0	37	1	28	0	7	0	1
TCGA-67-3770-01	7	15	140	6	55	2	15	1	4	28	0
TCGA-67-3771-01	56	88	461	134	193	12	37	16	240	72	11
TCGA-67-3773-01	9	1	65	4	17	8	6	6	0	6	3
TCGA-67-3774-01	4	16	55	9	48	2	4	2	4	6	0
TCGA-67-4679-01	17	14	184	4	99	15	4	0	12	0	3
TCGA-67-6215-01	4	11	0	9	13	2	3	0	2	9	84
TCGA-67-6216-01	10	0	2	2	3	8	3	0	13	4	0
TCGA-67-6217-01	12	14	120	6	26	20	6	3	9	8	10
TCGA-69-7760-01	1	5	10	6	15	14	10	5	4	10	8
TCGA-69-7761-01	0	1	6	2	16	3	1	2	0	2	3
TCGA-69-7763-01	3	9	28	4	14	30	8	0	1	0	3
TCGA-69-7764-01	0	12	30	8	25	12	6	0	4	19	0
TCGA-69-7765-01	15	50	441	48	116	10	0	9	40	16	2
TCGA-69-7973-01	8	6	202	13	44	19	11	0	5	0	1
TCGA-69-7974-01	19	33	345	5	137	13	26	7	34	20	1
TCGA-69-7978-01	11	32	329	64	108	4	28	22	154	13	1
TCGA-69-7979-01	22	107	1242	30	223	37	23	25	85	6	0
TCGA-69-7980-01	29	50	463	45	122	0	36	15	160	47	4
TCGA-69-8253-01	4	4	91	21	53	11	4	4	15	0	2
TCGA-69-8254-01	7	6	24	2	21	0	27	0	1	6	3
TCGA-69-8255-01	8	18	128	34	73	20	8	11	24	27	14
TCGA-69-A59K-01	5	24	412	34	51	11	62	0	29	9	0
TCGA-71-6725-01	7	5	1	5	2	24	19	0	4	6	0
TCGA-71-8520-01	4	0	15	6	9	25	10	9	15	7	5
TCGA-73-4658-01	0	37	142	100	34	23	14	12	82	4	0
TCGA-73-4659-01	6	17	125	3	72	0	17	8	9	2	3
TCGA-73-4662-01	5	18	137	8	43	0	22	3	15	14	3
TCGA-73-4666-01	8	19	249	13	88	21	10	0	23	21	19
TCGA-73-4668-01	6	33	357	5	146	26	4	0	20	32	0
TCGA-73-4670-01	21	29	215	18	48	7	22	7	17	34	23
TCGA-73-4675-01	2	2	15	2	21	8	6	3	6	16	3
TCGA-73-4676-01	5	5	23	4	29	3	17	0	1	22	3
TCGA-73-4677-01	10	21	155	12	59	7	14	0	7	16	3
TCGA-73-7498-01	10	6	65	0	29	10	9	0	3	2	5
TCGA-73-7499-01	7	5	1	0	25	10	12	2	18	2	1
TCGA-73-A9RS-01	26	43	768	33	194	4	20	3	55	18	8
TCGA-75-5122-01	15	5	43	10	30	15	21	0	22	6	0
TCGA-75-5125-01	4	9	53	14	40	2	13	21	31	19	4
TCGA-75-5126-01	11	30	346	89	112	2	22	17	127	22	3
TCGA-75-5146-01	3	11	145	12	45	0	8	0	4	11	0
TCGA-75-5147-01	1	1	0	4	11	8	9	0	9	1	3
TCGA-75-6203-01	0	0	1	0	0	0	16	2	0	0	0
TCGA-75-6205-01	1	4	4	9	17	1	8	2	4	6	4
TCGA-75-6206-01	6	8	33	1	30	4	0	7	15	5	0
TCGA-75-6207-01	9	0	8	3	24	14	3	3	13	7	0
TCGA-75-6211-01	4	30	238	4	91	17	9	12	23	12	2
TCGA-75-6212-01	3	2	0	2	1	0	8	2	0	3	0
TCGA-75-6214-01	42	41	379	79	155	21	16	18	129	19	0
TCGA-75-7025-01	2	0	0	9	2	15	4	2	0	4	0
TCGA-75-7027-01	7	26	150	7	76	5	7	4	5	15	1
TCGA-75-7030-01	0	1	3	0	0	1	9	1	0	2	1
TCGA-75-7031-01	9	24	88	0	49	7	23	4	28	16	11
TCGA-78-7145-01	8	21	117	0	36	5	16	7	19	4	4
TCGA-78-7146-01	24	8	170	50	80	13	27	4	74	9	5
TCGA-78-7147-01	13	30	144	34	105	18	19	0	30	26	8
TCGA-78-7148-01	13	17	123	5	41	1	23	2	8	33	8
TCGA-78-7149-01	15	2	33	40	14	6	10	7	60	13	0
TCGA-78-7150-01	15	49	123	78	69	10	22	23	101	12	7
TCGA-78-7152-01	15	15	62	31	30	7	1	20	62	9	3
TCGA-78-7153-01	10	2	26	8	34	5	35	3	20	9	4
TCGA-78-7154-01	18	5	45	55	32	24	38	8	75	21	7
TCGA-78-7155-01	41	35	1067	87	349	15	48	0	92	76	28
TCGA-78-7156-01	34	1	138	91	15	23	11	10	89	5	0
TCGA-78-7158-01	6	7	129	33	43	3	19	5	22	12	5
TCGA-78-7159-01	2	14	211	14	82	23	10	0	9	10	5
TCGA-78-7160-01	5	1	2	0	25	0	6	1	5	9	3
TCGA-78-7161-01	5	10	124	9	21	10	21	0	13	17	6
TCGA-78-7162-01	6	9	26	9	22	0	11	0	12	5	1
TCGA-78-7163-01	0	0	2	0	9	0	5	9	0	0	2
TCGA-78-7166-01	10	16	182	12	14	7	8	0	3	17	6
TCGA-78-7167-01	4	9	48	17	10	14	17	3	28	3	1
TCGA-78-7220-01	47	74	525	74	184	32	0	4	72	18	16
TCGA-78-7535-01	6	10	88	5	55	7	7	3	7	11	21
TCGA-78-7536-01	5	37	412	23	176	2	33	3	7	26	14
TCGA-78-7537-01	7	9	66	16	51	9	0	0	7	2	2
TCGA-78-7539-01	33	3	109	74	38	14	27	38	240	29	0
TCGA-78-7540-01	0	5	0	2	4	9	12	3	1	0	0
TCGA-78-7542-01	11	31	293	36	33	14	20	6	15	12	6
TCGA-78-7633-01	9	4	76	0	17	8	4	0	11	6	0
TCGA-78-8640-01	13	47	358	65	205	28	27	16	94	47	14
TCGA-78-8648-01	2	0	8	0	2	4	0	0	0	0	0
TCGA-78-8655-01	10	9	63	1	3	13	9	4	7	10	3
TCGA-78-8660-01	8	23	97	24	94	11	3	11	27	4	2
TCGA-78-8662-01	39	75	762	50	297	24	26	4	72	78	13
TCGA-80-5607-01	5	0	5	63	0	9	0	5	69	2	0
TCGA-80-5608-01	0	7	96	3	56	0	20	4	10	3	0
TCGA-80-5611-01	10	27	60	5	71	12	7	0	13	31	11
TCGA-83-5908-01	1	9	99	31	52	12	7	0	76	7	1
TCGA-86-6562-01	0	7	6	3	10	7	6	8	21	1	5
TCGA-86-6851-01	26	50	598	14	196	10	0	11	127	61	1
TCGA-86-7701-01	2	9	112	3	69	12	8	8	6	12	7
TCGA-86-7711-01	6	6	80	24	62	14	8	7	36	23	6
TCGA-86-7713-01	16	20	97	0	17	3	12	2	8	7	4
TCGA-86-7714-01	1	9	29	5	24	3	7	4	1	8	0
TCGA-86-7953-01	0	0	12	6	25	5	5	0	5	6	1
TCGA-86-7954-01	7	26	98	22	25	22	17	14	35	19	5
TCGA-86-7955-01	18	7	158	23	84	0	30	0	21	32	4
TCGA-86-8054-01	4	13	134	16	50	6	19	0	10	16	7
TCGA-86-8055-01	2	0	2	2	24	7	16	3	3	2	2
TCGA-86-8056-01	24	0	67	90	17	0	25	15	92	9	1
TCGA-86-8073-01	33	83	1236	61	239	0	48	2	76	67	0
TCGA-86-8074-01	5	8	14	4	16	8	4	0	5	2	13
TCGA-86-8075-01	1	2	0	0	19	6	16	5	5	7	1
TCGA-86-8076-01	4	8	15	7	3	12	12	0	18	3	2
TCGA-86-8278-01	2	0	0	53	0	8	10	9	57	5	0
TCGA-86-8279-01	8	13	394	13	101	22	14	0	18	47	6
TCGA-86-8280-01	10	8	5	0	13	10	3	0	2	4	0
TCGA-86-8281-01	12	14	171	11	38	34	0	4	34	16	3
TCGA-86-8358-01	33	82	777	17	293	24	55	7	38	36	14
TCGA-86-8359-01	8	12	102	8	38	12	7	2	7	2	2
TCGA-86-8585-01	10	35	314	28	145	10	1	29	98	30	10
TCGA-86-8668-01	1	0	0	3	12	5	19	0	1	3	1
TCGA-86-8669-01	7	15	53	1	31	2	21	15	10	12	3
TCGA-86-8671-01	3	4	1	2	6	3	7	5	10	4	2
TCGA-86-8672-01	11	35	180	27	54	6	31	0	28	1	3
TCGA-86-8673-01	15	50	291	30	139	13	6	0	32	24	5
TCGA-86-8674-01	3	15	248	40	30	13	5	0	17	7	4
TCGA-86-A456-01	22	22	262	24	54	17	0	3	20	28	0
TCGA-86-A4JF-01	35	96	249	79	95	343	177	41	116	409	6
TCGA-86-A4P7-01	2	7	1	9	26	10	7	0	21	1	0
TCGA-86-A4P8-01	0	1	0	0	1	0	0	0	0	0	0
TCGA-91-6828-01	7	17	173	8	72	21	0	4	25	2	7
TCGA-91-6829-01	22	68	375	22	170	11	14	4	50	55	14
TCGA-91-6830-01	23	3	11	86	20	8	0	11	148	5	0
TCGA-91-6831-01	14	33	125	0	93	17	0	11	15	28	4
TCGA-91-6835-01	4	2	24	8	32	7	6	0	14	16	0
TCGA-91-6836-01	12	54	327	14	91	27	9	3	24	16	2
TCGA-91-6840-01	3	4	4	25	16	8	11	10	56	5	0
TCGA-91-6847-01	3	3	2	5	26	14	21	6	13	10	2
TCGA-91-6848-01	16	46	302	33	172	7	16	5	83	53	8
TCGA-91-6849-01	6	5	57	5	51	1	3	5	3	5	0
TCGA-91-7771-01	23	7	87	8	63	5	9	0	20	17	12
TCGA-91-8496-01	1	3	1	1	8	2	16	2	4	3	0
TCGA-91-8497-01	12	0	11	0	7	0	19	0	2	5	0
TCGA-91-8499-01	15	11	137	50	45	15	21	6	69	23	3
TCGA-91-A4BC-01	7	31	330	9	93	25	22	5	25	7	9
TCGA-91-A4BD-01	0	1	0	5	0	7	5	0	0	9	0
TCGA-93-7347-01	5	11	71	4	24	10	0	0	10	8	0
TCGA-93-7348-01	9	0	40	14	18	19	6	0	8	16	3
TCGA-93-8067-01	30	0	58	221	5	0	26	53	280	1	0
TCGA-93-A4JN-01	0	8	14	12	20	9	16	2	7	4	6
TCGA-93-A4JO-01	5	3	3	0	17	8	0	4	13	7	5
TCGA-93-A4JP-01	0	7	10	23	14	14	0	3	10	0	1
TCGA-93-A4JQ-01	1	3	0	16	46	11	0	1	48	16	3
TCGA-95-7039-01	19	117	914	42	235	37	16	10	62	61	29
TCGA-95-7043-01	43	60	873	13	155	5	71	12	59	28	0
TCGA-95-7562-01	12	16	312	0	69	8	22	2	11	8	1
TCGA-95-7567-01	16	54	312	24	53	310	0	0	30	321	23
TCGA-95-7944-01	28	0	15	87	4	0	13	14	146	0	0
TCGA-95-7947-01	32	20	161	114	121	18	0	38	124	37	0
TCGA-95-7948-01	8	0	0	64	0	11	1	15	84	0	0
TCGA-95-8039-01	1	14	25	15	17	22	2	0	13	7	2
TCGA-95-8494-01	2	4	2	42	5	31	0	10	34	0	3
TCGA-95-A4VK-01	15	9	180	6	53	7	30	5	5	7	1
TCGA-95-A4VN-01	5	25	344	23	136	8	4	15	30	1	0
TCGA-95-A4VP-01	1	18	79	0	23	5	8	5	5	13	4
TCGA-97-7546-01	4	32	214	0	33	1	18	3	20	25	2
TCGA-97-7547-01	8	21	86	16	16	8	13	6	48	2	2
TCGA-97-7552-01	1	2	1	0	9	13	7	5	0	4	5
TCGA-97-7553-01	3	6	16	1	0	0	22	0	2	1	0
TCGA-97-7554-01	24	40	313	8	89	13	18	5	17	31	1
TCGA-97-7937-01	9	24	343	8	59	23	26	18	26	22	6
TCGA-97-7938-01	11	17	276	9	86	10	18	9	46	23	0
TCGA-97-7941-01	2	7	49	12	13	15	7	0	11	5	0
TCGA-97-8171-01	3	5	8	0	7	6	26	2	3	7	0
TCGA-97-8172-01	15	18	172	0	51	15	33	9	5	10	3
TCGA-97-8174-01	10	0	83	0	42	19	14	11	26	7	1
TCGA-97-8175-01	5	0	5	4	17	0	9	0	0	0	1
TCGA-97-8176-01	3	21	52	28	14	2	24	9	34	7	3
TCGA-97-8177-01	3	4	2	9	12	12	0	0	2	2	1
TCGA-97-8179-01	8	9	109	1	53	2	3	0	13	9	1
TCGA-97-8547-01	0	7	5	14	1	21	6	3	9	0	4
TCGA-97-8552-01	2	4	3	1	8	10	0	0	1	0	0
TCGA-97-A4LX-01	2	5	111	4	71	2	0	0	7	12	5
TCGA-97-A4M0-01	11	27	247	36	72	16	0	0	52	31	8
TCGA-97-A4M1-01	1	0	6	7	13	8	13	0	7	0	0
TCGA-97-A4M2-01	5	0	5	1	8	1	5	0	7	0	0
TCGA-97-A4M3-01	2	12	140	14	28	11	4	6	20	10	3
TCGA-97-A4M5-01	9	0	13	75	5	3	9	5	69	1	1
TCGA-97-A4M6-01	1	3	1	7	10	8	1	0	2	8	1
TCGA-97-A4M7-01	2	22	251	10	53	11	9	0	12	12	2
TCGA-99-7458-01	20	56	322	1	95	11	2	4	20	44	2
TCGA-99-8025-01	19	38	206	63	77	43	17	2	105	25	4
TCGA-99-8028-01	1	22	340	5	110	15	0	7	11	31	0
TCGA-99-8032-01	5	24	264	14	106	27	9	13	24	0	6
TCGA-99-8033-01	2	16	97	11	58	7	16	5	6	5	0
TCGA-99-AA5R-01	0	12	43	1	13	0	0	2	1	0	1
TCGA-J2-8192-01	6	8	4	3	32	18	1	10	5	2	1
TCGA-J2-8194-01	7	16	65	5	38	0	37	9	4	8	1
TCGA-J2-A4AD-01	6	3	74	39	103	20	2	6	127	21	16
TCGA-J2-A4AE-01	1	3	1	4	13	3	16	1	11	6	3
TCGA-J2-A4AG-01	3	5	44	2	17	12	15	0	8	7	1
TCGA-L4-A4E5-01	1	36	265	14	54	0	16	6	7	13	7
TCGA-L4-A4E6-01	0	0	11	0	2	0	2	0	5	0	0
TCGA-L9-A443-01	5	8	152	13	91	1	7	0	10	17	3
TCGA-L9-A444-01	22	28	460	15	125	0	21	3	14	13	0
TCGA-L9-A50W-01	2	0	4	10	7	0	7	0	1	4	1
TCGA-L9-A5IP-01	8	9	207	18	73	15	0	1	10	11	0
TCGA-L9-A743-01	3	1	60	22	3	3	5	10	46	13	2
TCGA-L9-A7SV-01	20	75	1511	11	260	24	27	8	63	15	5
TCGA-L9-A8F4-01	22	49	504	20	252	7	6	17	59	23	12
TCGA-MN-A4N1-01	8	44	316	9	103	22	27	13	32	5	9
TCGA-MN-A4N4-01	47	92	1001	173	187	3	41	38	259	18	13
TCGA-MN-A4N5-01	8	13	308	37	94	17	6	3	25	43	8
TCGA-MP-A4SV-01	30	18	128	54	64	12	12	9	91	17	5
TCGA-MP-A4SW-01	6	6	5	6	16	21	17	0	8	0	0
TCGA-MP-A4SY-01	11	23	54	0	64	9	10	11	26	5	4
TCGA-MP-A4T2-01	11	8	18	12	10	8	6	0	22	15	1
TCGA-MP-A4T4-01	1	42	285	20	57	13	10	8	24	22	3
TCGA-MP-A4T6-01	8	5	4	8	2	0	28	7	16	14	1
TCGA-MP-A4T7-01	0	7	96	6	24	0	19	3	1	0	3
TCGA-MP-A4T8-01	3	9	72	12	13	1	17	0	3	19	0
TCGA-MP-A4T9-01	3	6	10	4	9	0	2	4	6	2	0
TCGA-MP-A4TA-01	11	12	194	12	115	14	19	5	28	41	3
TCGA-MP-A4TC-01	0	25	193	25	41	9	9	0	13	12	0
TCGA-MP-A4TD-01	1	8	40	1	22	7	13	0	4	5	0
TCGA-MP-A4TE-01	5	3	65	1	40	21	31	5	2	0	0
TCGA-MP-A4TF-01	17	38	305	8	99	9	10	2	25	24	9
TCGA-MP-A4TH-01	11	0	37	3	52	16	5	0	1	8	6
TCGA-MP-A4TI-01	2	5	71	118	4	17	7	0	74	7	8
TCGA-MP-A4TJ-01	1	0	37	2	27	0	22	1	2	22	1
TCGA-MP-A4TK-01	11	29	240	33	62	3	6	5	42	8	3
TCGA-MP-A5C7-01	5	2	24	4	24	14	7	1	1	12	2
TCGA-NJ-A4YF-01	18	47	512	6	118	0	22	0	30	23	5
TCGA-NJ-A4YG-01	4	6	55	24	34	18	12	13	25	7	0
TCGA-NJ-A4YI-01	8	30	337	19	68	18	19	5	20	32	3
TCGA-NJ-A4YP-01	34	2	130	251	29	13	0	20	210	0	2
TCGA-NJ-A4YQ-01	7	104	905	16	211	14	6	12	32	75	9
TCGA-NJ-A55A-01	0	8	75	5	35	4	6	1	6	7	0
TCGA-NJ-A55O-01	6	3	106	6	27	8	2	1	6	0	0
TCGA-NJ-A55R-01	6	33	165	6	65	7	0	6	11	22	2
TCGA-NJ-A7XG-01	0	0	8	0	10	0	23	0	1	0	0
TCGA-O1-A52J-01	8	5	118	6	37	17	0	1	9	10	0
TCGA-S2-AA1A-01	1	13	88	4	19	7	0	4	2	6	0
TCGA-18-3406-01	8	34	52	15	51	7	17	6	69	13	5
TCGA-18-3407-01	4	1	4	4	30	13	5	6	0	14	11
TCGA-18-3408-01	7	11	16	0	27	11	6	0	0	14	6
TCGA-18-3409-01	1729	1877	0	428	0	0	0	233	0	0	0
TCGA-18-3410-01	11	9	44	7	59	6	10	1	73	26	1
TCGA-18-3411-01	18	34	96	10	126	24	27	0	26	33	4
TCGA-18-3412-01	0	13	24	12	52	3	15	1	17	9	1
TCGA-18-3414-01	12	28	93	30	77	10	27	19	52	27	7
TCGA-18-3415-01	14	14	41	23	41	1	22	9	44	24	2
TCGA-18-3416-01	8	17	137	8	108	5	42	0	45	12	6
TCGA-18-3417-01	8	13	128	19	68	13	28	7	19	34	15
TCGA-18-3421-01	27	6	82	23	145	12	9	0	40	29	12
TCGA-18-4083-01	10	27	168	14	166	13	13	2	35	25	0
TCGA-18-4721-01	7	18	58	9	70	23	7	1	10	10	12
TCGA-18-5592-01	8	26	158	14	75	14	17	8	22	20	2
TCGA-18-5595-01	13	28	25	132	12	19	4	23	63	0	0
TCGA-21-1070-01	5	42	376	14	146	21	0	7	27	41	8
TCGA-21-1071-01	8	17	60	21	49	17	9	2	15	17	2
TCGA-21-1076-01	6	29	195	19	62	3	6	13	38	30	6
TCGA-21-1077-01	10	7	99	37	42	10	23	1	35	21	10
TCGA-21-1078-01	0	0	0	28	12	7	7	3	35	5	0
TCGA-21-1081-01	8	8	54	5	55	27	48	0	16	29	11
TCGA-21-1082-01	9	10	189	44	46	13	36	9	111	22	4
TCGA-21-1083-01	23	44	424	23	221	21	8	8	106	34	4
TCGA-21-5782-01	0	19	153	53	97	11	16	0	99	31	6
TCGA-21-5783-01	26	26	140	37	99	18	68	16	67	28	4
TCGA-21-5784-01	6	19	96	14	72	4	0	8	18	21	2
TCGA-21-5786-01	5	30	240	0	114	6	22	22	19	23	3
TCGA-21-5787-01	13	28	282	13	74	22	6	6	39	9	16
TCGA-21-A5DI-01	10	10	27	10	32	0	21	1	27	32	2
TCGA-22-0940-01	8	24	71	28	62	3	22	2	11	28	8
TCGA-22-0944-01	10	9	47	13	41	11	2	5	12	10	4
TCGA-22-1000-01	5	19	16	9	39	4	1	8	17	4	0
TCGA-22-1002-01	6	11	142	6	63	15	0	5	9	40	0
TCGA-22-1005-01	5	27	158	20	67	2	11	1	21	32	2
TCGA-22-1011-01	2	0	3	19	19	11	5	0	65	4	5
TCGA-22-1012-01	14	11	125	9	68	15	29	3	36	30	8
TCGA-22-1016-01	13	38	215	10	93	20	0	0	34	17	9
TCGA-22-4591-01	16	22	62	8	65	5	51	5	6	24	5
TCGA-22-4593-01	9	25	63	27	32	40	2	0	15	18	0
TCGA-22-4594-01	9	10	220	1	109	9	34	5	18	24	0
TCGA-22-4595-01	29	5	131	11	98	18	7	12	62	26	3
TCGA-22-4596-01	15	4	53	8	40	29	0	0	5	19	1
TCGA-22-4599-01	20	25	149	2	153	22	0	12	14	43	9
TCGA-22-4601-01	0	26	58	21	63	3	11	9	22	16	5
TCGA-22-4604-01	7	38	61	13	90	25	23	10	18	17	4
TCGA-22-4605-01	2	11	31	9	28	4	8	0	4	12	4
TCGA-22-4607-01	5	4	2	12	26	0	5	0	20	10	0
TCGA-22-4609-01	0	22	82	9	80	2	2	4	10	35	5
TCGA-22-4613-01	22	50	334	16	223	12	10	5	28	71	11
TCGA-22-5471-01	13	37	95	15	49	0	19	21	19	25	5
TCGA-22-5472-01	3	0	472	0	0	0	19	0	12	0	0
TCGA-22-5473-01	39	46	295	131	144	30	34	48	201	41	0
TCGA-22-5474-01	3	0	13	18	12	4	12	5	30	12	0
TCGA-22-5477-01	2	7	18	47	23	17	8	10	81	9	0
TCGA-22-5478-01	2	13	74	2	62	14	19	0	7	28	3
TCGA-22-5479-01	27	49	116	88	88	20	57	5	128	53	12
TCGA-22-5480-01	10	6	65	0	59	9	6	6	17	23	1
TCGA-22-5481-01	6	24	124	15	114	13	18	1	19	33	3
TCGA-22-5482-01	10	12	78	12	37	5	11	0	10	26	9
TCGA-22-5483-01	9	18	100	19	89	15	6	1	16	20	7
TCGA-22-5485-01	8	16	97	6	64	23	0	1	6	29	5
TCGA-22-5489-01	10	7	136	16	33	4	29	0	29	34	9
TCGA-22-5491-01	9	1	85	101	38	10	31	23	104	17	0
TCGA-22-5492-01	6	19	102	4	70	7	12	4	15	42	9
TCGA-22-A5C4-01	19	24	171	3	87	39	28	9	30	22	5
TCGA-33-4532-01	23	25	142	40	112	40	0	19	49	43	4
TCGA-33-4533-01	22	21	144	43	50	0	20	1	22	40	11
TCGA-33-4538-01	11	21	34	13	75	14	16	7	16	13	6
TCGA-33-4547-01	13	2	3	37	38	8	16	24	108	0	0
TCGA-33-4566-01	20	69	1091	41	290	17	16	4	68	17	5
TCGA-33-4582-01	11	19	50	23	83	29	9	0	19	1	6
TCGA-33-4583-01	16	44	375	15	150	21	20	6	45	50	1
TCGA-33-4586-01	8	13	198	14	106	1	39	3	19	51	6
TCGA-33-4587-01	21	11	91	29	54	5	25	7	33	10	1
TCGA-33-4589-01	17	5	2	26	12	4	41	2	29	0	0
TCGA-33-6737-01	23	31	181	72	26	17	1	22	179	10	1
TCGA-33-6738-01	16	22	138	11	100	9	12	13	63	36	4
TCGA-33-A4WN-01	11	7	44	39	57	12	10	0	55	22	0
TCGA-33-A5GW-01	14	12	42	19	37	0	19	6	77	23	0
TCGA-33-AAS8-01	10	23	89	0	83	24	9	2	27	21	0
TCGA-33-AASB-01	5	21	266	29	87	14	0	4	18	7	6
TCGA-33-AASD-01	2	51	206	14	101	19	6	0	24	33	0
TCGA-33-AASI-01	23	4	202	33	88	7	31	0	71	26	15
TCGA-33-AASJ-01	17	9	28	33	26	15	6	18	66	6	4
TCGA-33-AASL-01	18	6	143	17	88	4	11	8	51	32	3
TCGA-34-2596-01	21	16	96	10	68	8	15	0	64	28	5
TCGA-34-2600-01	19	15	96	105	46	11	31	38	181	20	9
TCGA-34-2604-01	2	73	369	15	181	35	8	10	27	26	14
TCGA-34-2605-01	10	6	165	49	109	10	16	12	79	18	4
TCGA-34-2608-01	6	9	48	20	40	14	11	2	19	22	0
TCGA-34-2609-01	6	20	130	1	81	24	7	0	11	18	7
TCGA-34-5231-01	24	33	298	26	200	30	34	15	79	83	12
TCGA-34-5232-01	10	21	71	14	49	16	51	5	13	0	5
TCGA-34-5234-01	10	9	96	0	54	9	6	1	4	32	0
TCGA-34-5236-01	14	7	90	4	78	4	15	4	29	19	5
TCGA-34-5239-01	8	12	147	17	50	13	19	0	13	21	9
TCGA-34-5240-01	9	13	78	23	35	11	14	2	17	13	3
TCGA-34-5241-01	9	19	95	7	29	0	27	3	28	40	0
TCGA-34-5927-01	10	11	90	30	74	12	30	0	31	31	5
TCGA-34-5928-01	20	22	63	59	48	24	22	12	165	18	3
TCGA-34-5929-01	2	4	96	28	57	3	12	11	52	15	0
TCGA-34-7107-01	7	15	68	44	83	16	27	5	17	37	3
TCGA-34-8454-01	17	7	233	106	25	13	1	19	260	24	6
TCGA-34-8455-01	7	44	360	0	132	1	15	2	28	20	5
TCGA-34-8456-01	3	3	8	6	16	3	0	3	2	5	0
TCGA-34-A5IX-01	15	8	119	16	84	35	0	3	21	43	8
TCGA-37-3783-01	15	18	62	88	44	23	2	36	183	25	2
TCGA-37-3789-01	17	5	89	31	44	0	31	19	112	16	3
TCGA-37-3792-01	16	58	579	29	238	8	12	12	78	75	16
TCGA-37-4129-01	0	0	0	0	0	2	0	0	0	4	0
TCGA-37-4130-01	5	75	842	22	305	67	0	10	37	37	19
TCGA-37-4132-01	21	27	182	6	68	0	21	0	20	36	4
TCGA-37-4133-01	1	26	88	24	58	50	35	2	27	38	14
TCGA-37-4135-01	7	33	149	3	106	8	29	1	26	25	3
TCGA-37-4141-01	11	23	180	0	98	27	14	1	26	12	13
TCGA-37-5819-01	9	63	501	30	173	22	53	9	34	24	8
TCGA-37-A5EL-01	19	23	222	25	104	13	37	14	48	20	6
TCGA-37-A5EM-01	19	33	163	6	89	7	20	14	37	43	1
TCGA-37-A5EN-01	5	26	73	12	94	21	9	9	21	25	4
TCGA-39-5011-01	14	40	500	33	121	12	1	18	52	0	2
TCGA-39-5016-01	24	54	187	16	48	31	54	0	26	30	11
TCGA-39-5019-01	10	10	71	4	54	8	22	3	16	25	3
TCGA-39-5021-01	5	18	74	15	36	11	0	4	11	17	6
TCGA-39-5022-01	6	0	22	41	32	4	4	14	114	15	1
TCGA-39-5024-01	12	27	13	26	57	18	0	4	70	32	6
TCGA-39-5028-01	7	7	32	36	0	13	8	17	86	16	0
TCGA-39-5029-01	8	18	27	16	27	18	5	5	24	30	4
TCGA-39-5030-01	6	2	23	23	36	120	8	4	46	9	0
TCGA-39-5031-01	41	0	101	220	48	4	11	59	332	0	1
TCGA-39-5034-01	9	49	460	14	122	10	37	1	35	42	0
TCGA-39-5035-01	16	3	22	27	44	14	20	5	43	3	3
TCGA-39-5036-01	9	20	98	7	75	20	22	10	31	32	4
TCGA-39-5037-01	8	20	99	20	45	25	17	13	11	37	4
TCGA-39-5039-01	12	20	66	2	55	22	0	2	8	22	0
TCGA-39-5040-01	12	36	319	12	106	11	32	7	27	22	7
TCGA-43-2576-01	12	39	357	22	130	0	15	0	23	50	7
TCGA-43-2578-01	3	32	210	15	113	1	0	6	19	24	8
TCGA-43-2581-01	13	66	752	7	221	28	0	1	31	13	8
TCGA-43-3394-01	3	10	71	3	13	0	20	0	13	41	0
TCGA-43-3920-01	13	12	85	31	87	6	7	4	65	21	3
TCGA-43-5668-01	9	57	450	20	176	32	18	0	24	33	5
TCGA-43-5670-01	2	4	8	28	40	6	10	11	56	5	0
TCGA-43-6143-01	5	20	140	19	113	9	16	6	31	39	3
TCGA-43-6647-01	2	21	69	3	42	17	0	5	19	17	5
TCGA-43-6770-01	3	12	67	15	85	13	8	0	24	37	7
TCGA-43-6771-01	7	13	138	6	55	9	13	0	9	2	3
TCGA-43-6773-01	7	9	0	3	20	2	7	6	11	10	1
TCGA-43-7656-01	6	32	174	5	118	13	17	0	20	43	1
TCGA-43-7657-01	4	8	47	0	37	16	14	4	15	15	4
TCGA-43-7658-01	20	18	86	14	65	22	4	9	14	10	0
TCGA-43-8115-01	10	11	64	5	67	28	0	12	22	39	0
TCGA-43-8116-01	12	21	165	19	78	17	25	6	63	49	4
TCGA-43-8118-01	24	16	375	64	105	17	23	3	112	41	14
TCGA-43-A474-01	9	26	200	4	90	38	29	25	28	21	5
TCGA-43-A475-01	15	9	120	6	66	16	15	0	30	25	3
TCGA-43-A56U-01	16	1	93	25	31	10	7	5	103	27	1
TCGA-43-A56V-01	7	15	140	9	40	3	13	2	19	20	8
TCGA-46-3765-01	8	9	74	48	71	8	8	14	26	18	8
TCGA-46-3767-01	5	11	71	3	43	3	0	0	12	16	3
TCGA-46-3768-01	7	34	100	16	116	5	0	7	31	29	7
TCGA-46-3769-01	24	33	477	110	168	25	10	28	220	34	17
