Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-66-2742-01	0	16	101	23	66	14	9	44	0	7
TCGA-66-2744-01	12	8	95	7	56	0	34	19	12	7
TCGA-66-2754-01	20	38	63	21	118	13	36	18	0	19
TCGA-66-2755-01	5	13	137	3	77	10	8	35	0	1
TCGA-66-2756-01	3	39	342	17	116	21	27	57	3	8
TCGA-66-2757-01	8	10	145	2	87	2	21	31	10	2
TCGA-66-2758-01	21	12	87	11	160	0	102	20	8	5
TCGA-66-2759-01	25	46	148	48	112	22	99	33	5	9
TCGA-66-2763-01	20	30	215	24	122	4	46	27	0	6
TCGA-66-2765-01	8	2	23	12	40	5	6	11	2	3
TCGA-66-2766-01	22	15	174	4	50	112	81	39	1	9
TCGA-66-2767-01	4	47	159	24	83	30	26	28	13	0
TCGA-66-2769-01	6	27	100	19	176	0	62	42	0	19
TCGA-66-2770-01	11	16	124	20	70	28	9	24	16	0
TCGA-66-2771-01	2	22	84	0	51	46	68	28	21	5
TCGA-66-2773-01	53	14	71	0	0	225	309	9	77	0
TCGA-66-2777-01	16	26	38	17	64	18	13	20	0	0
TCGA-66-2778-01	9	3	10	4	34	46	54	13	11	1
TCGA-66-2780-01	12	9	44	8	70	0	23	9	0	4
TCGA-66-2781-01	8	3	55	2	46	21	16	13	0	3
TCGA-66-2782-01	26	35	190	6	93	17	64	27	7	1
TCGA-66-2783-01	18	34	110	14	45	16	31	28	7	5
TCGA-66-2785-01	86	0	170	13	160	0	886	86	56	10
TCGA-66-2786-01	11	13	48	17	73	23	61	29	3	5
TCGA-66-2787-01	13	32	281	0	153	18	36	32	2	5
TCGA-66-2788-01	7	22	96	1	50	13	42	9	10	6
TCGA-66-2789-01	3	54	139	7	132	5	45	47	4	0
TCGA-66-2791-01	11	37	87	9	89	39	61	39	10	0
TCGA-66-2792-01	8	20	32	20	72	11	6	3	0	5
TCGA-66-2793-01	13	15	126	18	136	0	14	53	6	3
TCGA-66-2794-01	8	12	36	24	31	15	54	11	12	0
TCGA-66-2795-01	17	18	144	28	89	8	26	11	16	6
TCGA-66-2800-01	7	32	96	26	55	14	10	13	4	1
TCGA-68-7755-01	13	30	118	31	79	6	23	20	12	6
TCGA-68-7756-01	1	4	49	11	32	12	3	4	2	0
TCGA-68-7757-01	2	9	216	19	72	16	9	28	0	7
TCGA-68-8250-01	7	28	142	13	99	6	27	47	1	6
TCGA-68-8251-01	24	8	18	73	63	45	118	0	42	0
TCGA-68-A59J-01	19	20	184	6	81	33	90	19	13	3
TCGA-6A-AB49-01	10	24	258	10	122	6	27	28	4	3
TCGA-70-6722-01	20	7	224	6	62	24	19	0	0	1
TCGA-70-6723-01	9	17	34	19	37	0	6	11	0	7
TCGA-77-6842-01	6	27	172	15	112	9	48	60	11	0
TCGA-77-6843-01	12	4	38	15	77	0	33	27	11	7
TCGA-77-6844-01	4	40	70	6	53	9	29	19	15	1
TCGA-77-6845-01	16	13	98	3	94	3	28	23	6	8
TCGA-77-7139-01	13	8	83	12	44	33	8	28	5	2
TCGA-77-7140-01	6	19	36	8	83	6	39	19	12	1
TCGA-77-7141-01	30	26	177	17	158	0	354	44	58	8
TCGA-77-7142-01	24	8	117	47	44	21	29	32	9	0
TCGA-77-7335-01	5	30	58	18	57	23	68	19	10	4
TCGA-77-7337-01	23	20	126	14	129	26	40	36	0	11
TCGA-77-7338-01	3	5	29	17	39	0	43	20	15	0
TCGA-77-7463-01	17	18	237	11	104	15	35	44	3	4
TCGA-77-7465-01	20	30	176	20	162	1	23	27	14	9
TCGA-77-8007-01	1	9	39	15	18	18	7	10	0	2
TCGA-77-8008-01	3	25	93	6	48	15	0	22	0	8
TCGA-77-8009-01	15	14	49	11	33	40	12	25	6	7
TCGA-77-8128-01	15	5	155	27	90	26	18	38	0	4
TCGA-77-8130-01	9	14	68	27	60	5	10	29	3	1
TCGA-77-8131-01	1	11	16	5	22	0	18	13	1	0
TCGA-77-8133-01	19	38	211	26	102	11	15	34	14	1
TCGA-77-8136-01	29	7	112	5	53	33	278	20	25	1
TCGA-77-8138-01	7	5	34	9	43	0	6	16	5	1
TCGA-77-8139-01	6	18	78	23	65	0	29	25	14	5
TCGA-77-8140-01	9	13	148	0	135	40	63	23	20	6
TCGA-77-8143-01	1	15	57	15	47	0	16	20	10	2
TCGA-77-8144-01	19	27	195	10	118	25	33	45	6	4
TCGA-77-8145-01	7	12	23	16	40	0	24	21	5	2
TCGA-77-8146-01	7	23	60	4	72	7	11	13	7	0
TCGA-77-8148-01	13	30	81	33	103	20	6	26	15	2
TCGA-77-8150-01	0	10	53	22	38	8	10	4	3	1
TCGA-77-8153-01	5	17	70	18	49	0	18	41	0	4
TCGA-77-8154-01	12	14	77	14	82	33	8	13	0	3
TCGA-77-8156-01	13	24	105	23	58	0	14	23	5	6
TCGA-77-A5FZ-01	0	0	1	0	0	0	0	0	0	0
TCGA-77-A5G1-01	4	7	74	0	64	17	10	20	4	1
TCGA-77-A5G3-01	46	61	340	43	134	25	98	23	1	5
TCGA-77-A5G6-01	14	20	306	23	170	26	24	22	4	5
TCGA-77-A5G7-01	0	6	26	6	30	15	9	23	8	5
TCGA-77-A5G8-01	21	22	91	24	76	0	15	29	0	0
TCGA-77-A5GA-01	6	19	56	24	48	19	10	4	6	2
TCGA-77-A5GB-01	20	0	11	11	20	29	64	16	0	0
TCGA-77-A5GF-01	10	8	42	10	36	6	20	7	6	1
TCGA-77-A5GH-01	18	13	96	10	66	38	57	28	12	5
TCGA-79-5596-01	7	22	97	12	75	9	7	22	0	0
TCGA-85-6175-01	3	1	1	13	19	8	1	0	8	0
TCGA-85-6560-01	21	10	151	48	159	0	48	60	3	18
TCGA-85-6561-01	17	10	95	4	77	18	47	22	8	7
TCGA-85-6798-01	9	17	81	24	110	0	43	35	12	10
TCGA-85-7696-01	19	23	61	18	58	31	20	22	10	1
TCGA-85-7697-01	23	22	124	13	59	27	27	40	3	4
TCGA-85-7698-01	9	22	25	13	46	5	27	16	1	3
TCGA-85-7699-01	0	20	61	18	77	21	13	29	0	4
TCGA-85-7710-01	8	17	48	9	55	40	42	25	0	0
TCGA-85-7843-01	3	30	76	16	63	6	57	31	6	5
TCGA-85-7844-01	6	20	70	19	55	3	5	34	1	3
TCGA-85-7950-01	10	16	148	11	20	29	46	35	5	8
TCGA-85-8048-01	11	6	49	18	30	12	10	16	0	0
TCGA-85-8049-01	7	21	97	14	42	25	16	23	12	10
TCGA-85-8052-01	6	18	33	18	31	8	9	24	2	7
TCGA-85-8070-01	3	18	94	14	72	15	28	23	4	6
TCGA-85-8071-01	11	38	205	17	112	30	27	33	0	9
TCGA-85-8072-01	0	25	48	19	67	24	10	25	0	9
TCGA-85-8276-01	9	33	97	9	92	0	39	55	11	6
TCGA-85-8277-01	15	23	72	10	76	59	24	19	0	3
TCGA-85-8287-01	5	23	96	10	75	25	30	42	2	9
TCGA-85-8288-01	4	30	82	36	76	28	16	19	1	13
TCGA-85-8350-01	24	16	194	16	63	32	31	19	0	5
TCGA-85-8351-01	2	12	49	26	43	5	18	25	3	4
TCGA-85-8352-01	13	23	121	6	90	0	44	12	15	3
TCGA-85-8353-01	7	15	71	13	59	13	11	28	0	5
TCGA-85-8354-01	13	0	48	12	73	37	53	24	11	0
TCGA-85-8355-01	2	29	88	0	88	42	3	24	4	2
TCGA-85-8479-01	10	15	21	22	43	17	3	16	1	0
TCGA-85-8481-01	4	31	186	17	49	12	28	53	2	6
TCGA-85-8580-01	11	9	130	11	102	3	7	38	26	5
TCGA-85-8582-01	15	10	228	19	74	0	24	13	2	9
TCGA-85-8584-01	3	29	183	2	44	23	25	8	9	4
TCGA-85-8664-01	11	4	104	19	70	16	25	22	5	5
TCGA-85-8666-01	16	22	112	4	66	3	31	27	8	7
TCGA-85-A4CL-01	112	0	54	0	0	361	471	0	36	0
TCGA-85-A4CN-01	1	16	80	11	63	27	7	30	0	4
TCGA-85-A4JB-01	22	35	263	1	156	17	28	53	1	10
TCGA-85-A4JC-01	23	7	85	1	71	36	76	21	3	2
TCGA-85-A4PA-01	0	0	3	9	0	0	0	0	0	1
TCGA-85-A4QQ-01	21	16	43	0	24	49	177	28	35	3
TCGA-85-A4QR-01	15	11	45	34	62	11	41	39	9	12
TCGA-85-A50M-01	2	8	37	8	16	21	6	1	3	2
TCGA-85-A50Z-01	7	43	268	2	126	3	63	59	0	0
TCGA-85-A510-01	9	12	102	13	40	0	5	4	0	0
TCGA-85-A511-01	3	15	123	0	47	25	20	17	10	4
TCGA-85-A512-01	9	9	52	0	53	16	30	24	1	6
TCGA-85-A513-01	1	7	0	5	10	0	2	0	1	2
TCGA-85-A53L-01	1	13	84	9	113	3	10	9	2	0
TCGA-85-A5B5-01	6	26	211	5	148	27	10	24	4	5
TCGA-90-7766-01	1	5	34	6	31	30	11	17	0	0
TCGA-90-7767-01	4	7	45	5	31	31	4	11	0	0
TCGA-90-7769-01	24	36	307	19	130	38	23	41	5	6
TCGA-90-7964-01	35	30	223	0	84	67	92	47	16	1
TCGA-90-A4ED-01	1227	1428	0	0	0	0	0	0	85	0
TCGA-90-A4EE-01	39	20	107	6	52	80	103	41	5	0
TCGA-90-A59Q-01	3	21	222	17	69	8	7	2	4	1
TCGA-92-7340-01	24	25	155	27	109	28	132	46	8	3
TCGA-92-7341-01	6	18	46	39	33	15	10	35	12	1
TCGA-92-8063-01	1	49	178	0	136	0	26	36	10	4
TCGA-92-8064-01	15	28	94	23	66	7	11	21	4	4
TCGA-92-8065-01	43	0	3	0	0	115	182	0	13	0
TCGA-94-7033-01	9	11	5	18	49	0	49	12	3	0
TCGA-94-7557-01	21	9	2	10	18	13	41	17	8	0
TCGA-94-7943-01	38	0	37	0	30	58	69	5	16	0
TCGA-94-8035-01	11	9	84	14	48	30	28	20	6	1
TCGA-94-8490-01	25	49	162	285	119	0	74	372	0	48
TCGA-94-8491-01	26	9	177	13	270	14	111	36	3	20
TCGA-94-A4VJ-01	13	26	243	23	109	12	42	31	3	10
TCGA-94-A5I4-01	5	27	111	16	73	19	17	31	8	6
TCGA-94-A5I6-01	10	16	82	19	32	7	20	23	0	5
TCGA-96-7544-01	19	2	168	21	123	0	79	54	23	9
TCGA-96-7545-01	5	9	33	5	28	13	7	28	13	8
TCGA-96-8169-01	0	30	50	11	72	4	13	24	7	3
TCGA-96-8170-01	15	2	119	5	50	27	68	30	12	3
TCGA-96-A4JK-01	29	33	228	23	156	46	70	30	15	4
TCGA-96-A4JL-01	7	2	0	29	17	8	0	0	9	0
TCGA-98-7454-01	11	14	113	2	52	26	29	7	5	2
TCGA-98-8020-01	2	0	5	13	36	20	31	0	11	0
TCGA-98-8021-01	135	0	131	0	0	381	581	24	38	0
TCGA-98-8022-01	1	26	59	21	92	0	57	20	24	7
TCGA-98-8023-01	20	5	85	7	72	7	12	38	2	3
TCGA-98-A538-01	28	32	385	2	197	58	91	28	12	9
TCGA-98-A539-01	19	14	86	8	37	12	33	17	0	2
TCGA-98-A53A-01	8	33	189	13	53	10	28	44	3	10
TCGA-98-A53B-01	7	10	32	8	57	16	23	31	3	3
TCGA-98-A53C-01	0	0	0	0	0	0	0	3	0	1
TCGA-98-A53H-01	1	1	28	0	4	0	1	1	0	1
TCGA-98-A53I-01	12	45	158	19	139	37	40	26	2	11
TCGA-98-A53J-01	9	2	31	1	23	58	8	9	1	2
TCGA-J1-A4AH-01	8	19	45	0	42	42	39	16	14	9
TCGA-L3-A4E7-01	0	10	47	12	28	5	4	20	0	0
TCGA-L3-A524-01	8	14	186	14	140	0	16	41	13	2
TCGA-LA-A446-01	12	39	172	4	79	39	34	15	20	5
TCGA-LA-A7SW-01	1	0	0	18	32	9	31	13	5	14
TCGA-MF-A522-01	74	0	93	0	0	269	252	43	18	7
TCGA-NC-A5HD-01	17	31	217	5	191	0	50	40	3	12
TCGA-NC-A5HE-01	4	33	115	8	21	5	25	31	9	2
TCGA-NC-A5HF-01	4	12	125	21	91	1	30	22	6	3
TCGA-NC-A5HG-01	67	152	138	7	164	70	117	59	0	12
TCGA-NC-A5HH-01	9	46	162	10	107	25	17	42	11	7
TCGA-NC-A5HI-01	2	26	247	3	83	61	63	35	14	10
TCGA-NC-A5HJ-01	13	13	275	11	127	0	23	27	15	1
TCGA-NC-A5HK-01	3	16	160	9	97	12	14	19	10	2
TCGA-NC-A5HL-01	11	19	61	15	92	29	15	20	1	7
TCGA-NC-A5HM-01	22	12	117	10	129	0	26	26	5	7
TCGA-NC-A5HN-01	35	91	233	14	219	30	31	71	3	13
TCGA-NC-A5HO-01	6	29	104	10	75	3	31	45	0	5
TCGA-NC-A5HP-01	29	3	244	11	104	21	59	30	3	6
TCGA-NC-A5HQ-01	13	33	173	23	98	19	27	30	8	4
TCGA-NC-A5HR-01	10	27	163	4	132	5	19	31	9	9
TCGA-NC-A5HT-01	18	47	182	23	86	0	24	12	13	9
TCGA-NK-A5CR-01	23	37	142	12	76	15	30	39	0	8
TCGA-NK-A5CT-01	4	30	154	12	64	37	61	27	15	3
TCGA-NK-A5CX-01	2	11	121	7	44	3	5	18	4	0
TCGA-NK-A5D1-01	7	23	23	15	50	8	17	8	8	1
TCGA-NK-A7XE-01	15	0	1	0	0	45	58	13	0	0
TCGA-O2-A52N-01	32	0	260	18	190	0	75	38	16	6
TCGA-O2-A52Q-01	49	10	693	12	165	90	153	28	22	3
TCGA-O2-A52S-01	27	23	151	12	100	43	79	16	16	4
TCGA-O2-A52V-01	5	29	144	3	69	19	11	23	23	6
TCGA-O2-A52W-01	13	0	40	17	18	9	7	26	0	0
TCGA-O2-A5IB-01	5	26	137	0	75	5	16	43	7	0
TCGA-XC-AA0X-01	4	30	68	6	34	20	21	35	8	5
TCGA-3M-AB46-01	7	9	30	31	60	9	27	14	6	5
TCGA-3M-AB47-01	0	21	4	45	31	12	0	0	18	10
TCGA-B7-5816-01	12	63	89	579	76	66	0	404	50	68
TCGA-B7-5818-01	34	50	0	49	107	84	2	45	8	115
TCGA-B7-A5TI-01	0	35	18	411	53	39	4	86	40	7
TCGA-B7-A5TJ-01	6	20	0	139	51	17	0	0	22	57
TCGA-B7-A5TK-01	0	3	4	31	10	15	7	0	0	0
TCGA-B7-A5TN-01	0	0	0	17	49	14	0	0	16	4
TCGA-BR-4183-01	3	9	0	26	15	7	0	0	5	5
TCGA-BR-4184-01	30	0	0	3778	0	0	1	328	0	0
TCGA-BR-4187-01	2	1	0	18	6	2	1	0	8	0
TCGA-BR-4188-01	0	2	0	49	32	14	0	0	1	5
TCGA-BR-4191-01	33	0	53	28	82	1	27	14	9	7
TCGA-BR-4201-01	0	82	0	790	185	88	0	248	104	0
TCGA-BR-4253-01	2	13	0	22	25	11	5	3	9	14
TCGA-BR-4255-01	2	9	0	20	24	6	0	4	7	2
TCGA-BR-4256-01	4	69	57	515	49	82	0	273	19	69
TCGA-BR-4257-01	0	85	38	524	99	51	0	309	94	33
TCGA-BR-4267-01	3	0	4	10	58	0	11	1	8	12
TCGA-BR-4279-01	1	6	0	17	10	1	1	6	18	1
TCGA-BR-4280-01	16	16	72	353	5	7	0	224	2	77
TCGA-BR-4292-01	0	39	0	949	198	141	0	45	107	17
TCGA-BR-4294-01	2	7	5	9	10	0	1	5	0	0
TCGA-BR-4357-01	15	15	23	28	56	19	46	23	15	79
TCGA-BR-4361-01	27	163	0	861	72	153	0	1566	85	14
TCGA-BR-4362-01	0	53	0	862	130	113	0	344	32	175
TCGA-BR-4363-01	0	12	0	285	75	30	0	128	37	19
TCGA-BR-4366-01	4	21	0	46	58	7	14	5	3	21
TCGA-BR-4368-01	5	85	0	759	155	99	0	269	53	9
TCGA-BR-4369-01	14	5	0	56	14	21	14	0	14	95
TCGA-BR-4370-01	5	41	0	732	159	119	0	46	109	11
TCGA-BR-4371-01	1	13	0	90	25	39	0	0	20	15
TCGA-BR-6452-01	133	341	114	1957	238	157	22	2846	140	179
TCGA-BR-6453-01	4	6	0	53	6	18	0	0	0	139
TCGA-BR-6454-01	0	14	8	33	49	10	12	10	14	29
TCGA-BR-6455-01	0	24	0	61	15	10	0	0	4	1
TCGA-BR-6456-01	0	6	8	4	14	6	1	5	1	2
TCGA-BR-6457-01	0	11	0	33	36	18	0	0	7	36
TCGA-BR-6458-01	2	7	0	57	31	14	5	0	0	259
TCGA-BR-6563-01	2	0	0	37	19	10	0	1	5	12
TCGA-BR-6564-01	4	0	5	12	4	1	5	0	10	0
TCGA-BR-6565-01	9	4	0	31	77	0	13	15	20	7
TCGA-BR-6566-01	18	35	94	534	9	22	0	240	42	54
TCGA-BR-6705-01	0	2	0	28	36	20	1	0	4	25
TCGA-BR-6706-01	5	9	0	29	15	11	0	18	6	150
TCGA-BR-6707-01	0	7	0	36	22	19	0	0	5	1
TCGA-BR-6709-01	2	9	0	10	7	1	5	10	2	7
TCGA-BR-6801-01	2	13	0	19	4	13	2	0	8	0
TCGA-BR-6802-01	13	0	0	369	0	0	3	108	15	16
TCGA-BR-6803-01	2	1	5	6	2	1	1	0	1	0
TCGA-BR-6852-01	28	32	71	684	0	4	0	245	48	60
TCGA-BR-7196-01	3	12	6	21	31	2	5	0	0	6
TCGA-BR-7197-01	2	26	0	60	25	20	1	0	17	73
TCGA-BR-7703-01	0	43	17	390	113	58	0	98	39	19
TCGA-BR-7704-01	22	8	54	36	123	42	34	13	7	110
TCGA-BR-7707-01	1	64	18	807	78	85	0	329	74	72
TCGA-BR-7715-01	1	16	3	55	32	13	0	3	21	23
TCGA-BR-7716-01	12	0	24	15	20	33	54	10	6	21
TCGA-BR-7717-01	1	10	0	59	46	14	5	0	11	32
TCGA-BR-7722-01	0	7	0	24	10	6	2	2	7	0
TCGA-BR-7723-01	11	3	3	35	45	25	0	13	0	73
TCGA-BR-7851-01	0	108	0	882	136	117	0	211	109	8
TCGA-BR-7901-01	15	0	1	37	70	24	15	7	4	56
TCGA-BR-7957-01	7	0	2	19	23	0	0	0	8	2
TCGA-BR-7958-01	14	7	9	34	72	17	8	1	4	42
TCGA-BR-7959-01	2	9	0	35	30	11	7	0	13	18
TCGA-BR-8058-01	1	3	1	6	17	6	7	10	2	7
TCGA-BR-8059-01	8	45	76	282	188	19	16	93	30	79
TCGA-BR-8060-01	9	29	7	25	62	36	6	17	0	90
TCGA-BR-8077-01	7	3	0	45	48	3	9	1	16	9
TCGA-BR-8078-01	0	34	15	902	132	86	0	287	106	42
TCGA-BR-8080-01	0	2	11	70	52	2	7	7	13	59
TCGA-BR-8081-01	11	25	26	604	87	60	0	130	54	25
TCGA-BR-8284-01	6	19	4	222	61	37	0	10	28	14
TCGA-BR-8285-01	11	8	0	41	27	11	0	0	3	19
TCGA-BR-8286-01	10	15	0	49	35	19	1	4	3	32
TCGA-BR-8289-01	8	9	17	43	41	13	8	9	11	80
TCGA-BR-8291-01	0	0	1	6	16	1	2	0	1	5
TCGA-BR-8295-01	0	0	0	12	17	0	8	3	6	11
TCGA-BR-8296-01	0	2	0	37	23	18	6	0	4	0
TCGA-BR-8297-01	3	20	0	69	33	8	15	11	0	132
TCGA-BR-8360-01	6	42	40	640	34	35	0	125	61	17
TCGA-BR-8361-01	0	114	0	921	169	115	0	268	107	46
TCGA-BR-8363-01	18	65	50	601	89	67	0	300	55	85
TCGA-BR-8364-01	1	5	0	4	6	1	1	4	3	0
TCGA-BR-8365-01	0	1	0	5	10	10	0	0	3	0
TCGA-BR-8366-01	15	18	0	46	18	6	1	19	0	87
TCGA-BR-8367-01	1	0	0	35	19	7	1	0	5	7
TCGA-BR-8368-01	0	58	0	633	142	89	0	78	51	22
TCGA-BR-8369-01	3	26	7	74	51	17	2	1	5	70
TCGA-BR-8370-01	2	8	24	52	30	18	0	0	0	8
TCGA-BR-8371-01	3	1	0	6	3	3	0	6	0	3
TCGA-BR-8372-01	10	44	39	529	90	33	0	598	63	38
TCGA-BR-8373-01	0	5	0	31	25	17	2	8	13	12
TCGA-BR-8380-01	2	0	0	40	20	9	0	0	13	7
TCGA-BR-8381-01	8	13	2	56	53	24	0	0	0	7
TCGA-BR-8382-01	0	37	32	584	93	57	0	138	47	37
TCGA-BR-8384-01	8	0	2	19	19	1	0	0	0	13
TCGA-BR-8483-01	1	14	9	63	37	8	0	0	5	17
TCGA-BR-8484-01	2	11	0	24	28	7	3	2	8	15
TCGA-BR-8485-01	5	16	0	24	32	12	5	16	0	278
TCGA-BR-8486-01	3	9	2	22	15	6	2	9	0	0
TCGA-BR-8487-01	0	169	151	1513	153	214	0	896	97	0
TCGA-BR-8588-01	0	16	0	54	39	15	0	0	2	25
TCGA-BR-8589-01	15	15	0	17	64	19	0	79	0	1180
TCGA-BR-8590-01	0	3	2	30	29	20	2	0	0	69
TCGA-BR-8591-01	4	111	97	762	80	91	0	376	55	51
TCGA-BR-8592-01	0	8	0	20	4	4	0	0	6	1
TCGA-BR-8676-01	4	5	3	29	23	14	0	0	7	14
TCGA-BR-8677-01	5	6	0	17	28	19	0	0	9	0
TCGA-BR-8678-01	3	4	12	33	23	24	9	0	22	6
TCGA-BR-8679-01	0	12	0	86	38	34	6	0	1	23
TCGA-BR-8680-01	59	0	434	1202	0	0	94	644	4421	958
TCGA-BR-8682-01	0	2	0	37	15	14	0	0	13	3
TCGA-BR-8683-01	2	20	12	56	60	21	0	5	6	5
TCGA-BR-8686-01	2	5	11	40	34	34	0	0	6	6
TCGA-BR-8687-01	4	21	0	18	23	15	1	6	0	145
TCGA-BR-8690-01	0	16	18	58	38	5	15	12	12	19
TCGA-BR-A44T-01	1	1	0	7	4	1	0	2	7	0
TCGA-BR-A44U-01	0	12	0	42	25	15	0	0	3	14
TCGA-BR-A452-01	10	8	0	16	20	4	20	0	8	45
TCGA-BR-A453-01	3	11	19	40	2	0	0	6	5	0
TCGA-BR-A4CQ-01	5	33	1	56	82	16	5	0	10	16
TCGA-BR-A4CR-01	4	7	10	23	25	7	0	5	0	4
TCGA-BR-A4CS-01	3	24	10	55	45	18	10	0	18	11
TCGA-BR-A4IU-01	1	0	0	10	4	1	0	3	8	1
TCGA-BR-A4IV-01	2	3	7	7	4	6	0	4	0	7
TCGA-BR-A4IY-01	0	6	14	50	76	14	11	4	8	4
TCGA-BR-A4IZ-01	0	0	0	9	4	2	0	0	3	2
TCGA-BR-A4J1-01	0	0	0	25	35	12	3	0	8	4
TCGA-BR-A4J2-01	0	5	0	32	15	7	0	0	9	2
TCGA-BR-A4J4-01	0	17	2	34	30	14	0	0	4	0
TCGA-BR-A4J5-01	0	7	0	42	37	11	0	0	1	17
TCGA-BR-A4J6-01	3	1	8	2	16	5	0	3	0	1
TCGA-BR-A4J7-01	0	8	0	40	8	3	0	0	6	3
TCGA-BR-A4J8-01	0	0	0	45	23	26	0	0	13	8
TCGA-BR-A4J9-01	0	2	0	15	17	9	0	0	2	3
TCGA-BR-A4PD-01	7	11	4	16	21	16	4	17	2	95
TCGA-BR-A4PE-01	4	31	9	93	48	24	2	0	7	37
TCGA-BR-A4PF-01	4	10	9	42	31	8	4	4	1	6
TCGA-BR-A4QI-01	13	0	3	44	39	18	3	0	8	22
TCGA-BR-A4QL-01	0	108	0	1206	201	147	0	127	128	35
TCGA-BR-A4QM-01	5	11	2	42	20	5	2	5	11	20
TCGA-CD-5798-01	5	5	2	43	28	6	4	0	13	14
TCGA-CD-5799-01	0	4	2	26	13	3	0	0	7	2
TCGA-CD-5800-01	12	8	0	68	30	56	9	0	14	6
TCGA-CD-5801-01	20	29	4	42	85	60	0	43	29	233
TCGA-CD-5802-01	0	7	1	12	10	27	3	3	1	0
TCGA-CD-5803-01	0	0	2	13	20	6	1	0	2	1
TCGA-CD-5804-01	0	11	0	37	15	13	4	2	6	1
TCGA-CD-5813-01	2	5	3	54	83	22	11	17	12	14
TCGA-CD-8524-01	1	19	1	75	49	19	0	0	10	16
TCGA-CD-8525-01	3	0	0	19	27	6	19	2	16	7
TCGA-CD-8526-01	1	4	1	28	12	0	3	0	6	2
TCGA-CD-8527-01	0	26	6	135	56	20	4	17	18	26
TCGA-CD-8528-01	0	17	0	55	38	12	0	0	10	3
TCGA-CD-8529-01	37	18	61	45	209	18	77	17	9	14
TCGA-CD-8530-01	0	2	3	28	16	17	6	0	2	41
TCGA-CD-8531-01	0	30	9	82	117	19	0	39	13	16
TCGA-CD-8532-01	1	2	0	15	11	13	0	3	4	1
TCGA-CD-8533-01	0	19	0	65	32	24	0	0	13	2
TCGA-CD-8534-01	0	5	0	32	10	23	1	0	0	1
TCGA-CD-8535-01	32	15	1	50	63	28	5	1	13	126
TCGA-CD-8536-01	0	55	12	568	94	51	0	125	50	8
TCGA-CD-A486-01	15	3	3	53	24	5	1	0	6	2
TCGA-CD-A487-01	9	13	10	34	25	29	10	0	6	79
TCGA-CD-A489-01	3	7	0	18	24	22	0	5	7	10
TCGA-CD-A48A-01	12	14	2	59	41	28	3	10	22	100
TCGA-CD-A48C-01	0	12	11	56	52	26	5	0	22	88
TCGA-CD-A4MG-01	28	103	240	1359	0	34	0	705	98	31
TCGA-CD-A4MH-01	0	10	0	34	30	18	1	4	0	2
TCGA-CD-A4MI-01	1	58	114	532	61	32	0	214	78	21
TCGA-CD-A4MJ-01	0	35	25	380	63	39	0	144	20	14
TCGA-CG-4300-01	2	18	1	52	41	13	0	2	10	24
TCGA-CG-4301-01	2	8	0	16	24	3	10	0	0	1
TCGA-CG-4304-01	1	1	0	16	26	16	9	7	4	3
TCGA-CG-4305-01	7	66	48	636	128	74	0	258	52	42
TCGA-CG-4306-01	0	59	0	663	177	128	0	104	57	4
TCGA-CG-4436-01	3	11	0	56	44	10	9	0	6	81
TCGA-CG-4437-01	26	34	51	102	306	1	58	30	22	19
TCGA-CG-4438-01	0	6	4	37	63	18	22	10	6	5
TCGA-CG-4440-01	9	3	13	39	13	14	14	5	19	24
TCGA-CG-4441-01	0	20	0	38	20	5	3	0	20	29
TCGA-CG-4442-01	0	68	69	669	44	81	0	541	94	14
TCGA-CG-4443-01	9	1	11	16	53	6	15	5	0	1
TCGA-CG-4444-01	7	18	0	35	37	3	8	0	4	118
TCGA-CG-4449-01	9	11	0	32	12	0	15	13	12	7
TCGA-CG-4455-01	2	11	1	1	25	10	0	0	1	3
TCGA-CG-4460-01	0	87	0	1417	238	186	0	36	229	8
TCGA-CG-4462-01	0	8	0	37	18	7	2	0	11	14
TCGA-CG-4465-01	10	34	64	312	19	16	0	161	25	46
TCGA-CG-4466-01	10	6	1	44	42	11	12	0	8	114
TCGA-CG-4469-01	10	13	2	89	57	16	5	0	12	181
TCGA-CG-4474-01	0	6	0	52	21	13	3	0	12	0
TCGA-CG-4475-01	3	1	0	12	35	7	3	5	5	2
TCGA-CG-4476-01	0	10	11	29	44	24	14	6	5	3
TCGA-CG-4477-01	9	0	3	16	30	3	4	0	3	3
TCGA-CG-5716-01	0	0	2	6	7	2	0	2	4	1
TCGA-CG-5717-01	6	10	11	12	55	0	33	22	4	11
TCGA-CG-5718-01	7	21	4	26	17	17	3	3	6	3
TCGA-CG-5719-01	3	8	0	28	21	21	5	0	4	0
TCGA-CG-5720-01	6	7	6	30	28	8	7	3	2	6
TCGA-CG-5721-01	32	143	0	1125	0	240	0	3256	168	0
TCGA-CG-5722-01	0	11	0	29	33	19	1	0	10	1
TCGA-CG-5723-01	28	61	0	1053	82	63	0	449	101	36
TCGA-CG-5724-01	1	17	0	43	27	11	0	0	10	34
TCGA-CG-5725-01	0	8	7	12	9	4	0	0	8	2
TCGA-CG-5726-01	37	29	8	870	27	18	0	301	128	10
TCGA-CG-5727-01	15	0	7	61	64	14	9	0	27	6
TCGA-CG-5728-01	0	64	0	828	169	93	0	262	81	38
TCGA-CG-5730-01	15	13	0	67	33	49	10	1	14	0
