Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
TCGA-35-4123-01	8	17	147	1	114	12	1	5	16	0	43	2	0	3
TCGA-35-5375-01	11	20	176	21	101	24	9	5	32	33	72	4	0	15
TCGA-38-4625-01	17	25	338	61	231	7	7	10	63	0	5	0	0	1
TCGA-38-4626-01	6	13	189	7	80	3	0	0	15	0	0	0	8	4
TCGA-38-4627-01	1	5	3	1	4	0	6	7	2	5	0	0	0	2
TCGA-38-4628-01	5	0	25	6	14	8	19	4	13	0	23	12	20	0
TCGA-38-4629-01	9	29	109	23	61	15	10	3	19	4	36	8	17	7
TCGA-38-4630-01	8	9	1	25	14	11	23	14	35	0	12	0	10	3
TCGA-38-4631-01	11	36	458	3	270	0	28	2	29	2	42	0	44	2
TCGA-38-4632-01	27	24	272	20	156	14	10	3	23	21	33	45	0	7
TCGA-38-6178-01	5	5	20	7	3	5	6	2	3	3	18	0	13	1
TCGA-38-7271-01	3	7	46	8	13	4	0	0	31	0	0	0	4	0
TCGA-38-A44F-01	1	1	3	1	0	1	6	0	0	0	0	2	3	0
TCGA-44-2655-01	7	9	114	5	70	6	0	1	8	0	0	0	5	3
TCGA-44-2656-01	14	45	401	2	359	24	9	10	21	0	65	0	108	0
TCGA-44-2657-01	8	11	194	21	161	10	19	11	28	0	39	9	11	0
TCGA-44-2659-01	6	14	191	13	185	12	19	1	6	0	27	0	34	0
TCGA-44-2661-01	0	7	5	3	1	2	4	4	3	3	12	2	0	4
TCGA-44-2662-01	14	0	34	48	15	4	3	8	86	3	10	0	34	9
TCGA-44-2665-01	0	0	1	9	0	2	13	2	6	11	4	1	12	0
TCGA-44-2666-01	1	0	0	3	0	4	5	2	3	10	3	8	3	1
TCGA-44-2668-01	7	8	150	33	125	1	7	9	31	0	49	12	11	0
TCGA-44-3396-01	7	5	59	43	18	16	16	11	46	3	19	0	0	2
TCGA-44-3398-01	1	2	68	30	44	15	0	9	36	18	25	0	0	0
TCGA-44-3917-01	7	29	85	3	58	5	8	0	23	0	23	0	33	0
TCGA-44-3918-01	19	33	527	28	413	13	7	12	68	0	35	0	26	0
TCGA-44-3919-01	4	7	0	3	2	4	0	4	16	6	12	5	6	0
TCGA-44-4112-01	17	18	208	41	183	13	19	12	69	0	16	1	12	0
TCGA-44-5643-01	6	10	52	12	11	4	20	15	14	4	7	6	0	1
TCGA-44-5644-01	10	49	556	23	347	22	24	17	46	10	57	0	0	10
TCGA-44-5645-01	3	0	9	0	0	0	14	0	0	12	4	0	0	2
TCGA-44-6144-01	5	12	109	7	63	4	13	3	16	9	15	0	24	4
TCGA-44-6145-01	4	7	208	9	121	3	5	3	6	0	7	12	0	7
TCGA-44-6146-01	8	1	10	1	0	5	13	0	0	7	0	0	1	1
TCGA-44-6147-01	11	5	76	2	41	6	5	0	6	0	2	3	3	1
TCGA-44-6148-01	1	0	0	0	1	2	0	0	0	1	0	3	0	0
TCGA-44-6774-01	7	9	195	3	121	2	6	0	6	0	15	0	6	0
TCGA-44-6775-01	1	8	9	5	8	3	2	3	4	12	13	0	18	0
TCGA-44-6776-01	3	12	116	5	69	10	0	8	7	9	11	0	0	1
TCGA-44-6777-01	20	29	126	47	107	15	7	12	50	6	31	4	25	0
TCGA-44-6778-01	2	22	209	9	117	12	7	4	10	7	50	1	31	6
TCGA-44-6779-01	2	7	42	9	19	7	22	0	4	2	2	5	0	4
TCGA-44-7659-01	6	9	74	4	41	6	0	0	11	13	6	10	0	3
TCGA-44-7660-01	2	26	122	3	70	21	0	6	39	36	82	46	12	4
TCGA-44-7661-01	5	22	115	16	75	4	5	7	51	0	22	0	20	0
TCGA-44-7662-01	21	25	307	32	176	11	10	7	51	21	30	0	14	10
TCGA-44-7667-01	4	33	274	14	132	17	27	2	15	3	44	1	0	13
TCGA-44-7669-01	15	30	253	3	128	14	12	4	18	26	49	0	0	9
TCGA-44-7670-01	35	42	525	57	407	20	2	17	110	0	34	0	62	23
TCGA-44-7671-01	4	22	118	5	55	14	0	12	11	3	28	13	6	0
TCGA-44-7672-01	5	4	126	8	26	4	0	10	3	4	7	0	0	0
TCGA-44-8117-01	11	27	383	15	326	21	20	6	31	4	48	3	33	2
TCGA-44-8119-01	12	23	306	11	197	32	21	7	18	16	70	9	45	6
TCGA-44-8120-01	7	32	300	20	263	14	13	0	19	4	62	11	0	0
TCGA-44-A479-01	6	10	175	11	132	15	0	6	13	5	3	0	0	1
TCGA-44-A47A-01	10	14	60	21	23	13	12	16	73	0	12	17	0	0
TCGA-44-A47B-01	4	1	21	3	0	13	6	1	0	3	0	0	6	2
TCGA-44-A47F-01	6	6	23	11	8	13	10	0	9	1	13	0	12	1
TCGA-44-A47G-01	7	6	16	7	10	5	10	2	14	4	16	1	0	3
TCGA-44-A4SS-01	11	37	190	23	140	9	12	5	49	22	65	5	15	11
TCGA-44-A4SU-01	4	10	70	3	28	18	2	5	4	7	11	16	9	0
TCGA-49-4486-01	17	8	23	38	12	1	10	5	77	4	8	0	4	6
TCGA-49-4487-01	9	21	145	20	104	4	1	9	45	5	60	4	0	5
TCGA-49-4488-01	5	6	160	20	112	9	0	4	15	6	0	17	2	11
TCGA-49-4490-01	1	4	2	8	0	15	3	6	9	5	13	2	0	0
TCGA-49-4494-01	0	16	123	7	43	10	10	2	8	0	12	1	0	0
TCGA-49-4501-01	1	1	3	10	0	21	7	7	3	0	0	17	2	0
TCGA-49-4505-01	1	3	145	11	44	19	13	5	11	1	0	0	19	2
TCGA-49-4506-01	2	5	52	5	30	13	0	3	2	12	12	3	0	1
TCGA-49-4507-01	10	8	84	22	33	5	20	14	25	1	15	5	0	7
TCGA-49-4510-01	3	2	7	0	11	2	0	1	6	17	14	0	3	0
TCGA-49-4512-01	3	2	11	3	2	5	15	2	3	2	3	0	1	3
TCGA-49-4514-01	24	8	122	44	72	10	14	13	61	0	17	0	28	0
TCGA-49-6742-01	22	8	53	65	14	14	10	17	75	0	0	13	19	44
TCGA-49-6743-01	34	42	264	95	172	5	29	9	120	31	35	50	52	7
TCGA-49-6744-01	7	13	134	2	78	0	3	3	8	0	19	15	3	0
TCGA-49-6745-01	18	0	0	30	0	21	7	1	44	2	12	0	35	0
TCGA-49-6761-01	8	16	43	44	37	17	5	1	43	6	6	14	1	5
TCGA-49-6767-01	9	26	210	16	195	15	4	5	29	16	65	0	0	4
TCGA-49-AAQV-01	2	3	8	10	0	7	3	0	26	2	5	10	12	0
TCGA-49-AAR0-01	10	6	72	9	23	15	0	9	11	2	10	0	0	9
TCGA-49-AAR2-01	8	24	259	0	148	6	10	2	18	0	0	0	11	2
TCGA-49-AAR3-01	1	6	53	7	33	9	7	5	10	14	13	6	7	0
TCGA-49-AAR4-01	24	37	286	37	164	0	3	12	61	0	19	0	69	0
TCGA-49-AAR9-01	12	31	422	7	226	11	13	18	16	0	33	19	0	0
TCGA-49-AARE-01	32	73	668	53	560	36	0	12	60	5	134	0	33	5
TCGA-49-AARN-01	30	21	256	130	125	0	0	0	11	20	21	17	76	225
TCGA-49-AARO-01	7	15	380	7	258	0	0	7	27	0	0	0	37	0
TCGA-49-AARQ-01	29	23	412	37	263	4	14	4	57	0	8	0	36	2
TCGA-49-AARR-01	0	0	1	0	0	2	0	0	0	0	0	0	0	0
TCGA-4B-A93V-01	5	6	76	6	32	1	9	6	3	8	12	0	7	0
TCGA-50-5044-01	11	3	0	35	0	2	4	0	72	2	6	0	36	0
TCGA-50-5045-01	1	14	169	9	146	0	1	2	16	0	10	2	0	0
TCGA-50-5049-01	18	27	408	10	319	0	0	7	30	8	90	35	51	1
TCGA-50-5051-01	1	9	33	2	45	8	10	0	8	6	13	1	3	0
TCGA-50-5055-01	0	1	1	3	0	0	9	0	3	2	3	0	0	0
TCGA-50-5066-01	10	12	148	12	60	4	0	0	15	7	48	0	18	11
TCGA-50-5068-01	5	3	45	1	12	4	14	9	5	10	9	0	0	1
TCGA-50-5072-01	10	6	90	12	37	3	4	0	8	8	5	0	16	4
TCGA-50-5930-01	14	47	605	10	518	16	0	16	27	0	80	0	19	7
TCGA-50-5931-01	8	12	147	7	98	13	3	5	18	16	39	0	15	0
TCGA-50-5932-01	4	9	40	0	30	0	3	0	1	0	0	0	3	0
TCGA-50-5933-01	25	23	268	21	140	15	24	14	24	0	43	0	33	2
TCGA-50-5935-01	6	12	9	28	0	5	9	2	32	14	6	0	0	0
TCGA-50-5936-01	3	3	28	29	10	3	6	9	29	3	12	7	1	3
TCGA-50-5939-01	6	6	13	14	3	6	8	0	9	9	12	2	12	4
TCGA-50-5941-01	9	19	173	12	118	5	11	0	32	9	61	13	15	5
TCGA-50-5942-01	1	5	21	1	10	1	11	0	2	2	7	5	3	2
TCGA-50-5944-01	1	10	24	4	0	15	7	0	8	3	4	8	0	0
TCGA-50-5946-01	21	27	269	60	206	21	17	10	98	28	43	15	0	1
TCGA-50-6590-01	34	34	399	65	260	13	0	12	132	2	73	0	54	6
TCGA-50-6591-01	5	8	6	1	1	5	7	4	3	0	12	0	8	6
TCGA-50-6592-01	11	14	95	22	45	6	9	6	38	6	39	38	23	4
TCGA-50-6593-01	8	21	133	8	108	14	0	2	11	19	43	17	1	5
TCGA-50-6594-01	6	26	278	20	191	6	0	8	36	0	32	0	31	0
TCGA-50-6595-01	13	9	5	12	11	5	4	4	14	6	24	0	11	0
TCGA-50-6597-01	4	7	0	15	0	5	13	8	7	0	13	0	4	2
TCGA-50-6673-01	3	3	5	1	0	7	12	0	5	9	3	7	6	1
TCGA-50-7109-01	7	12	109	0	77	6	16	6	8	9	37	0	20	1
TCGA-50-8457-01	4	7	13	2	12	4	4	3	5	2	9	0	0	2
TCGA-50-8459-01	4	2	40	4	30	5	13	1	3	4	13	0	0	0
TCGA-50-8460-01	1	0	2	2	0	5	3	0	1	0	1	8	13	0
TCGA-53-7624-01	26	56	343	66	270	17	6	22	93	13	72	4	17	7
TCGA-53-7626-01	9	7	163	9	150	3	0	1	36	7	37	2	24	2
TCGA-53-7813-01	1	8	67	1	53	9	7	4	1	4	16	9	6	0
TCGA-53-A4EZ-01	15	34	240	16	233	13	13	4	22	0	48	21	14	1
TCGA-55-1592-01	24	21	190	25	107	27	0	2	44	38	96	51	56	10
TCGA-55-1594-01	7	14	48	28	16	15	3	13	44	4	20	8	8	3
TCGA-55-1595-01	0	27	186	11	106	3	15	1	12	18	26	0	0	2
TCGA-55-1596-01	15	11	58	1	43	15	0	0	8	29	39	0	13	2
TCGA-55-5899-01	17	18	181	55	147	8	8	13	59	6	15	21	0	1
TCGA-55-6543-01	1	0	1	0	0	9	7	0	3	0	0	1	2	1
TCGA-55-6642-01	5	4	60	2	47	0	9	3	4	2	0	0	15	4
TCGA-55-6712-01	12	5	12	33	12	13	8	1	61	0	19	0	15	5
TCGA-55-6968-01	41	10	68	152	53	4	8	10	239	0	29	0	41	0
TCGA-55-6969-01	15	14	189	8	120	3	0	6	16	13	78	36	0	16
TCGA-55-6970-01	3	9	93	6	46	7	2	0	7	10	6	11	9	0
TCGA-55-6971-01	3	6	44	3	13	0	6	0	3	4	10	6	10	0
TCGA-55-6972-01	25	22	97	82	35	12	0	0	49	0	16	4	0	0
TCGA-55-6975-01	1	1	32	7	11	8	8	3	6	7	15	0	0	1
TCGA-55-6978-01	0	1	0	0	0	4	6	0	0	1	14	6	0	3
TCGA-55-6979-01	9	0	45	5	23	1	0	4	45	2	38	0	0	0
TCGA-55-6980-01	1	3	0	0	0	0	3	0	0	2	7	0	0	0
TCGA-55-6981-01	3	1	0	1	3	10	9	3	5	4	3	21	0	0
TCGA-55-6982-01	20	11	0	78	12	10	4	5	118	2	19	0	8	0
TCGA-55-6983-01	2	12	42	4	34	12	2	7	3	3	0	13	0	0
TCGA-55-6984-01	1	2	4	1	1	0	1	3	0	1	8	0	5	0
TCGA-55-6985-01	16	34	232	0	176	11	1	5	13	0	48	0	47	1
TCGA-55-6986-01	3	3	3	0	0	1	4	4	1	4	0	2	0	0
TCGA-55-6987-01	4	13	78	29	31	11	0	10	53	4	19	0	0	2
TCGA-55-7227-01	2	12	71	10	51	3	17	4	6	9	8	7	0	4
TCGA-55-7281-01	22	33	191	17	156	12	0	7	28	6	50	33	0	2
TCGA-55-7283-01	7	19	48	23	52	21	29	11	37	0	12	28	0	4
TCGA-55-7284-01	6	1	2	0	0	15	17	4	1	0	1	6	0	4
TCGA-55-7570-01	14	21	168	19	58	6	6	1	75	15	46	0	36	2
TCGA-55-7573-01	1	8	24	5	4	1	0	1	3	4	4	0	7	1
TCGA-55-7574-01	23	15	63	39	26	3	0	10	89	2	34	0	18	0
TCGA-55-7576-01	6	27	182	15	115	24	20	0	19	9	44	35	0	3
TCGA-55-7724-01	3	13	52	17	25	18	10	15	22	29	47	18	3	5
TCGA-55-7725-01	1	4	82	2	28	6	3	1	3	5	0	17	2	0
TCGA-55-7726-01	3	1	10	24	4	13	16	8	52	0	6	4	0	0
TCGA-55-7727-01	28	10	77	49	56	14	8	6	49	6	0	14	0	0
TCGA-55-7728-01	2	13	36	0	41	7	14	3	5	0	0	0	0	0
TCGA-55-7815-01	0	13	64	6	42	6	15	2	4	0	17	12	0	1
TCGA-55-7816-01	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TCGA-55-7903-01	3	10	19	12	49	15	17	2	14	4	1	19	22	1
TCGA-55-7907-01	31	46	619	85	408	11	31	4	144	0	53	0	21	0
TCGA-55-7910-01	1	15	136	3	113	6	20	10	9	0	28	13	14	0
TCGA-55-7911-01	8	18	115	5	56	4	7	7	17	0	14	24	2	1
TCGA-55-7913-01	14	8	164	13	106	19	8	4	28	0	12	0	57	2
TCGA-55-7914-01	5	2	69	7	37	20	5	12	17	8	2	30	0	0
TCGA-55-7994-01	19	103	774	33	612	36	20	17	72	11	154	0	39	0
TCGA-55-7995-01	22	44	306	52	178	8	8	9	56	27	100	0	2	10
TCGA-55-8085-01	6	11	82	52	49	11	17	11	60	0	1	28	0	0
TCGA-55-8087-01	6	1	2	3	0	8	5	3	3	3	2	0	1	0
TCGA-55-8089-01	46	37	530	168	320	20	13	27	227	0	62	0	93	3
TCGA-55-8090-01	4	9	34	0	25	5	5	1	5	6	12	3	4	0
TCGA-55-8091-01	0	3	7	1	0	10	8	2	0	2	0	2	0	0
TCGA-55-8092-01	36	37	199	92	172	30	29	13	50	9	42	0	12	4
TCGA-55-8094-01	7	8	218	10	168	14	6	5	15	0	28	19	38	21
TCGA-55-8096-01	6	7	80	5	27	6	11	3	9	0	21	0	2	2
TCGA-55-8097-01	4	7	17	7	35	25	14	6	8	0	3	9	0	4
TCGA-55-8203-01	4	20	248	4	153	21	15	7	7	1	41	0	9	0
TCGA-55-8204-01	19	9	72	32	21	16	1	11	46	11	28	4	0	0
TCGA-55-8205-01	24	8	196	59	112	15	0	18	130	14	38	2	25	7
TCGA-55-8206-01	0	0	4	3	0	5	4	0	2	1	2	2	15	0
TCGA-55-8207-01	8	12	136	3	107	22	9	0	17	7	35	9	21	1
TCGA-55-8208-01	26	25	89	73	29	10	1	10	107	25	34	9	4	2
TCGA-55-8299-01	4	18	117	10	69	7	0	3	5	10	20	0	10	0
TCGA-55-8301-01	11	14	139	8	86	11	10	4	27	20	18	8	0	6
TCGA-55-8302-01	16	62	408	8	257	12	4	14	24	7	20	4	9	0
TCGA-55-8505-01	3	1	0	5	1	6	5	4	7	4	12	0	0	0
TCGA-55-8506-01	26	78	628	13	554	253	310	41	30	65	24	0	76	9
TCGA-55-8507-01	20	80	409	17	442	31	6	8	31	0	140	0	21	8
TCGA-55-8508-01	3	8	83	11	52	16	7	1	6	0	14	9	14	3
TCGA-55-8510-01	11	22	167	6	128	4	5	4	28	0	4	7	5	1
TCGA-55-8511-01	20	28	269	52	208	16	19	9	35	0	26	16	0	15
TCGA-55-8512-01	1	4	21	2	5	2	1	2	3	3	0	7	0	0
TCGA-55-8513-01	1	0	0	0	0	2	4	1	0	0	0	0	0	0
TCGA-55-8514-01	11	30	158	3	105	11	22	0	10	0	1	0	0	0
TCGA-55-8614-01	5	10	77	14	18	20	22	11	23	29	47	18	0	4
TCGA-55-8615-01	4	10	66	2	21	9	6	1	5	8	20	1	0	9
TCGA-55-8616-01	8	29	288	3	206	28	8	6	20	0	5	1	0	1
TCGA-55-8619-01	0	0	1	0	1	7	12	2	1	0	2	1	0	0
TCGA-55-8620-01	11	45	205	9	184	24	21	9	16	14	72	0	0	5
TCGA-55-8621-01	4	5	33	1	15	8	0	2	7	7	4	1	2	0
TCGA-55-A48X-01	17	35	235	8	135	5	0	2	23	0	0	0	23	0
TCGA-55-A48Y-01	30	8	4	150	4	11	15	34	171	0	10	7	0	0
TCGA-55-A48Z-01	1	10	22	4	3	15	1	2	3	1	3	0	0	3
TCGA-55-A490-01	19	48	744	47	549	9	13	21	78	0	73	0	33	9
TCGA-55-A491-01	11	24	143	11	140	12	4	5	25	12	45	4	24	6
TCGA-55-A492-01	7	26	153	12	82	7	19	3	10	29	6	0	0	1
TCGA-55-A493-01	6	15	124	43	54	11	6	11	35	8	6	0	15	6
TCGA-55-A494-01	7	5	124	3	64	21	24	11	13	0	10	0	6	7
TCGA-55-A4DF-01	74	22	122	207	57	18	15	45	322	0	30	0	71	0
TCGA-55-A4DG-01	6	33	291	0	314	12	12	7	39	8	79	43	0	0
TCGA-55-A57B-01	1	0	9	5	0	8	6	8	0	2	10	0	0	0
TCGA-62-8394-01	5	5	18	12	11	8	10	6	34	8	32	15	0	9
TCGA-62-8395-01	7	3	1	4	2	15	7	4	11	3	14	15	0	0
TCGA-62-8397-01	0	3	3	2	2	5	4	0	0	0	1	4	6	2
TCGA-62-8398-01	0	10	32	7	17	9	8	0	5	6	1	0	5	3
TCGA-62-8399-01	8	16	154	75	112	21	25	16	146	0	26	1	48	13
TCGA-62-8402-01	5	3	7	4	0	9	15	0	3	3	10	12	2	0
TCGA-62-A46O-01	25	45	354	67	313	17	18	18	91	16	93	0	28	7
TCGA-62-A46P-01	5	1	162	0	101	17	10	3	8	0	12	0	34	0
TCGA-62-A46R-01	3	10	51	20	38	10	19	4	8	12	12	2	20	0
TCGA-62-A46S-01	9	5	35	8	38	11	15	7	4	0	7	9	5	6
TCGA-62-A46U-01	2	3	15	4	0	12	6	0	4	0	5	1	0	0
TCGA-62-A46V-01	4	0	8	4	1	11	10	3	0	2	15	1	12	0
TCGA-62-A46Y-01	1	3	14	1	0	1	14	0	1	0	0	1	0	3
TCGA-62-A470-01	7	3	46	2	17	15	15	9	9	7	0	12	0	5
TCGA-62-A471-01	4	5	0	23	0	7	0	15	31	2	15	0	46	0
TCGA-62-A472-01	6	5	11	4	11	1	8	5	0	5	15	0	0	1
TCGA-64-1676-01	11	30	373	9	233	15	16	0	20	1	27	0	5	0
TCGA-64-1679-01	11	16	336	18	142	2	10	3	33	0	18	0	25	0
TCGA-64-1680-01	0	2	8	8	0	4	12	8	14	0	3	14	0	3
TCGA-64-1681-01	4	12	6	10	1	1	7	3	19	2	15	4	4	18
TCGA-64-5774-01	3	5	64	0	54	17	3	0	8	0	13	0	9	0
TCGA-64-5775-01	14	23	242	11	217	18	13	5	16	1	25	4	0	0
TCGA-64-5778-01	8	21	281	25	155	10	11	2	18	11	16	0	21	0
TCGA-64-5779-01	4	16	139	4	155	28	0	4	12	6	48	0	17	4
TCGA-64-5781-01	30	61	641	82	350	3	16	19	71	0	74	33	25	0
TCGA-64-5815-01	6	9	102	1	47	3	18	0	6	0	0	12	9	0
TCGA-67-3770-01	6	14	116	5	69	3	10	2	3	22	21	0	1	1
TCGA-67-3771-01	53	77	259	127	278	11	27	19	210	44	158	15	31	11
TCGA-67-3773-01	7	3	55	3	31	7	5	6	0	4	1	0	0	3
TCGA-67-3774-01	4	9	64	6	20	2	3	2	4	1	13	16	6	0
TCGA-67-4679-01	13	11	170	5	78	12	4	0	11	0	28	18	0	2
TCGA-67-6215-01	4	8	4	7	0	2	3	0	2	9	12	0	10	76
TCGA-67-6216-01	7	0	1	3	1	6	3	0	12	3	1	2	6	0
TCGA-67-6217-01	9	6	59	4	66	14	5	2	8	0	7	25	22	7
TCGA-69-7760-01	1	1	20	4	0	11	8	4	4	8	1	5	15	6
TCGA-69-7761-01	0	0	12	1	0	2	2	1	0	2	6	0	8	2
TCGA-69-7763-01	2	6	24	3	14	23	9	0	1	0	6	10	0	2
TCGA-69-7764-01	1	7	38	5	9	9	5	0	4	16	8	0	14	0
TCGA-69-7765-01	15	33	304	36	228	4	0	8	35	0	39	0	45	0
TCGA-69-7973-01	7	6	137	9	102	15	8	2	4	0	10	0	9	0
TCGA-69-7974-01	14	30	270	9	172	14	18	8	31	8	64	0	0	2
TCGA-69-7978-01	14	30	254	65	169	7	19	23	135	3	45	0	0	2
TCGA-69-7979-01	17	85	817	32	653	25	11	27	77	0	56	0	0	0
TCGA-69-7980-01	26	39	296	51	252	1	23	12	139	23	60	1	46	2
TCGA-69-8253-01	5	5	107	16	31	10	3	5	13	0	10	2	0	2
TCGA-69-8254-01	5	5	34	2	7	2	21	0	1	4	3	11	0	2
TCGA-69-8255-01	8	14	114	27	59	17	7	13	21	20	35	18	0	12
TCGA-69-A59K-01	6	15	265	25	211	10	40	0	25	0	0	1	39	0
TCGA-71-6725-01	5	5	8	4	0	20	16	0	3	6	0	6	0	0
TCGA-71-8520-01	4	0	13	5	7	17	11	7	12	5	2	0	18	4
TCGA-73-4658-01	8	21	102	75	71	15	11	13	70	0	2	11	49	0
TCGA-73-4659-01	5	10	142	2	43	1	11	5	8	0	10	0	24	1
TCGA-73-4662-01	4	12	116	7	63	0	15	2	13	7	6	9	12	2
TCGA-73-4666-01	6	15	201	12	124	16	9	2	21	11	23	15	0	16
TCGA-73-4668-01	5	21	331	5	151	19	4	1	19	20	23	12	18	0
TCGA-73-4670-01	16	21	140	15	119	9	12	8	15	17	8	41	0	20
TCGA-73-4675-01	1	1	11	2	11	6	6	3	5	14	16	5	0	3
TCGA-73-4676-01	4	4	35	3	7	5	13	1	1	20	11	0	5	3
TCGA-73-4677-01	8	18	126	10	77	6	11	1	7	11	26	0	0	3
TCGA-73-7498-01	8	5	46	0	31	9	7	0	4	0	14	11	0	4
TCGA-73-7499-01	5	4	3	2	0	7	10	1	15	1	19	0	15	1
TCGA-73-A9RS-01	20	35	514	29	398	3	7	4	49	0	78	0	32	3
TCGA-75-5122-01	12	8	35	11	23	13	17	0	19	4	21	0	4	0
TCGA-75-5125-01	4	7	66	13	18	4	10	18	27	16	12	0	11	4
TCGA-75-5126-01	15	18	239	75	182	3	12	18	110	1	40	38	30	0
TCGA-75-5146-01	3	9	108	10	75	0	6	0	4	6	18	0	0	0
TCGA-75-5147-01	1	2	2	5	0	7	8	0	9	2	7	0	1	3
TCGA-75-6203-01	0	1	0	0	2	0	13	2	0	0	0	1	0	0
TCGA-75-6205-01	1	4	0	7	4	1	7	2	3	5	21	1	0	4
TCGA-75-6206-01	4	4	37	2	10	4	0	6	13	1	9	19	0	0
TCGA-75-6207-01	7	2	23	4	0	11	4	3	11	8	9	0	2	0
TCGA-75-6211-01	3	14	186	3	110	11	7	10	21	0	14	37	26	0
TCGA-75-6212-01	3	2	1	2	0	1	5	2	0	3	1	0	1	0
TCGA-75-6214-01	37	37	307	71	187	17	11	18	113	6	65	1	29	0
TCGA-75-7025-01	3	0	1	7	0	12	5	3	0	5	2	0	0	0
TCGA-75-7027-01	6	21	140	6	69	4	6	4	5	12	28	0	0	2
TCGA-75-7030-01	0	0	1	0	1	2	5	1	0	1	0	4	2	1
TCGA-75-7031-01	7	15	89	3	35	8	16	3	24	9	10	17	15	8
TCGA-78-7145-01	6	11	105	1	45	6	8	6	16	0	0	25	6	2
TCGA-78-7146-01	21	13	140	45	84	13	20	6	64	4	40	0	9	5
TCGA-78-7147-01	12	23	102	27	82	13	19	1	27	17	72	4	22	6
TCGA-78-7148-01	10	16	80	6	67	3	16	3	7	28	27	0	3	8
TCGA-78-7149-01	14	6	40	36	13	6	7	8	52	12	5	0	1	0
TCGA-78-7150-01	17	34	98	67	67	13	14	25	88	2	34	43	0	7
TCGA-78-7152-01	14	10	71	28	21	6	0	17	54	5	0	5	22	2
TCGA-78-7153-01	8	2	25	8	10	6	28	1	17	6	22	0	20	3
TCGA-78-7154-01	18	10	43	50	24	22	30	10	67	20	21	0	5	8
TCGA-78-7155-01	35	31	740	70	552	10	31	0	82	23	157	0	88	19
TCGA-78-7156-01	32	8	119	74	58	18	7	13	75	1	0	2	10	0
TCGA-78-7158-01	7	5	103	25	59	3	13	5	19	6	13	0	23	3
TCGA-78-7159-01	2	10	163	10	108	18	9	0	8	1	31	12	4	4
TCGA-78-7160-01	4	2	10	0	0	0	5	0	5	9	16	0	3	3
TCGA-78-7161-01	5	10	71	9	71	9	16	0	12	10	12	5	0	6
TCGA-78-7162-01	5	6	17	8	16	0	9	0	10	2	12	15	0	1
TCGA-78-7163-01	0	0	0	0	2	1	4	8	0	0	9	1	0	2
TCGA-78-7166-01	8	14	97	10	109	6	5	0	3	6	4	7	0	6
TCGA-78-7167-01	5	3	21	13	26	10	12	2	24	0	2	11	25	0
TCGA-78-7220-01	41	55	422	58	250	22	0	5	63	0	57	4	58	11
TCGA-78-7535-01	5	7	64	4	46	6	6	3	6	6	31	8	9	19
TCGA-78-7536-01	5	25	267	16	221	6	19	4	7	2	101	32	22	11
TCGA-78-7537-01	7	8	85	12	22	8	0	0	6	2	17	0	0	2
TCGA-78-7539-01	30	11	92	84	55	17	18	37	209	23	12	17	0	0
TCGA-78-7540-01	0	4	4	2	0	8	9	3	1	0	3	0	2	0
TCGA-78-7542-01	11	17	163	24	158	8	12	4	13	0	1	14	50	2
TCGA-78-7633-01	6	3	40	1	40	7	3	0	10	0	8	17	0	0
TCGA-78-8640-01	15	40	302	57	183	22	24	18	84	34	104	0	18	13
TCGA-78-8648-01	1	0	3	0	4	4	0	0	0	0	1	3	0	0
TCGA-78-8655-01	7	9	39	2	34	11	7	4	6	8	0	1	0	4
TCGA-78-8660-01	8	10	114	16	28	7	4	6	23	0	27	7	54	0
TCGA-78-8662-01	32	62	631	45	376	23	15	9	66	50	96	24	0	11
TCGA-80-5607-01	8	0	10	50	0	7	0	7	57	0	0	11	8	0
TCGA-80-5608-01	0	5	101	3	36	1	15	4	9	1	15	0	9	0
TCGA-80-5611-01	7	15	49	5	30	9	7	0	12	22	37	35	11	8
TCGA-83-5908-01	2	8	75	31	53	9	7	2	66	3	29	9	0	1
TCGA-86-6562-01	1	3	0	3	4	5	5	6	15	0	7	1	20	4
TCGA-86-6851-01	19	42	510	26	280	9	0	11	112	42	43	0	0	0
TCGA-86-7701-01	2	6	94	2	53	10	7	7	5	7	32	5	12	6
TCGA-86-7711-01	6	5	75	21	38	11	7	8	31	19	33	8	5	5
TCGA-86-7713-01	12	18	67	2	50	3	7	3	7	4	8	0	1	4
TCGA-86-7714-01	1	6	35	3	10	3	5	4	1	6	8	5	4	0
TCGA-86-7953-01	0	0	11	5	7	4	4	1	4	3	14	10	1	1
TCGA-86-7954-01	7	18	88	20	46	19	12	14	30	13	0	18	0	5
TCGA-86-7955-01	14	7	121	20	80	3	21	0	18	20	40	30	0	3
TCGA-86-8054-01	5	11	131	13	59	7	14	0	9	12	7	1	0	6
TCGA-86-8055-01	2	0	5	3	3	6	13	3	3	2	19	2	0	2
TCGA-86-8056-01	25	5	74	76	27	3	18	18	81	9	3	0	0	1
TCGA-86-8073-01	26	65	854	51	648	4	22	10	70	9	26	60	0	0
TCGA-86-8074-01	4	7	9	4	9	6	4	0	5	1	14	4	0	12
TCGA-86-8075-01	1	1	2	0	0	6	12	4	5	5	11	6	9	0
