Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-99-AA5R-01	0	7	32	28	0	0	0	2	1	0	3	0	0
TCGA-J2-8192-01	5	4	7	1	2	13	3	8	5	1	21	0	20
TCGA-J2-8194-01	6	11	66	40	4	1	33	8	4	6	11	0	0
TCGA-J2-A4AD-01	7	2	95	44	43	19	3	7	112	18	54	13	0
TCGA-J2-A4AE-01	1	2	13	0	5	4	15	1	10	5	4	2	0
TCGA-J2-A4AG-01	2	4	33	29	2	12	13	0	7	6	5	1	0
TCGA-L4-A4E5-01	2	23	151	183	10	0	12	7	7	3	16	5	0
TCGA-L4-A4E6-01	0	0	1	7	0	0	2	0	4	0	2	0	4
TCGA-L9-A443-01	4	2	144	91	9	3	5	0	9	11	27	0	2
TCGA-L9-A444-01	17	15	313	293	10	8	11	4	14	0	16	0	0
TCGA-L9-A50W-01	3	1	4	3	8	0	7	0	0	4	5	0	1
TCGA-L9-A5IP-01	7	4	154	133	13	13	0	3	10	4	11	0	0
TCGA-L9-A743-01	4	0	22	44	21	2	5	9	40	10	1	1	9
TCGA-L9-A7SV-01	12	41	761	1028	10	26	9	11	59	0	62	0	0
TCGA-L9-A8F4-01	17	29	429	315	19	13	1	17	54	5	67	5	0
TCGA-MN-A4N1-01	6	29	204	210	9	22	21	13	29	0	40	5	0
TCGA-MN-A4N4-01	47	66	586	684	153	10	28	40	228	0	26	4	0
TCGA-MN-A4N5-01	8	5	218	201	27	17	4	6	23	31	16	4	2
TCGA-MP-A4SV-01	27	20	64	98	51	10	12	10	81	12	51	4	0
TCGA-MP-A4SW-01	5	6	7	4	6	20	17	0	7	0	13	0	0
TCGA-MP-A4SY-01	9	15	70	30	2	8	10	10	24	3	28	3	5
TCGA-MP-A4T2-01	10	7	17	12	11	8	6	0	20	13	3	0	4
TCGA-MP-A4T4-01	2	26	171	196	16	13	7	9	22	12	10	1	0
TCGA-MP-A4T6-01	7	5	9	2	8	1	25	6	14	14	1	1	0
TCGA-MP-A4T7-01	0	6	23	75	5	0	17	3	1	0	27	2	0
TCGA-MP-A4T8-01	4	8	22	55	9	3	14	0	2	16	16	0	0
TCGA-MP-A4T9-01	3	4	11	7	4	0	2	3	6	2	4	0	0
TCGA-MP-A4TA-01	9	6	170	124	11	16	15	6	25	32	40	0	0
TCGA-MP-A4TC-01	0	18	109	132	19	10	6	1	12	5	15	0	0
TCGA-MP-A4TD-01	1	6	15	32	1	6	11	0	4	4	19	0	2
TCGA-MP-A4TE-01	4	4	22	49	2	20	27	5	2	0	38	0	0
TCGA-MP-A4TF-01	13	25	198	209	8	10	7	3	23	13	32	5	0
TCGA-MP-A4TH-01	8	1	58	17	2	14	6	0	2	7	18	4	2
TCGA-MP-A4TI-01	10	5	41	53	96	14	9	1	66	4	3	7	4
TCGA-MP-A4TJ-01	1	0	28	24	2	0	20	2	2	20	16	0	0
TCGA-MP-A4TK-01	10	12	173	151	26	4	3	4	36	0	0	0	23
TCGA-MP-A5C7-01	4	2	30	14	3	13	7	2	2	11	7	1	0
TCGA-NJ-A4YF-01	13	32	292	346	7	6	13	0	28	4	40	0	0
TCGA-NJ-A4YG-01	5	2	66	31	19	16	11	13	22	4	4	0	5
TCGA-NJ-A4YI-01	7	20	172	236	15	19	13	7	18	19	32	1	0
TCGA-NJ-A4YP-01	44	6	140	77	203	12	0	28	180	0	0	0	1
TCGA-NJ-A4YQ-01	5	63	562	603	11	17	0	14	31	40	45	0	0
TCGA-NJ-A55A-01	0	2	55	48	4	4	4	0	6	3	12	0	9
TCGA-NJ-A55O-01	5	0	80	62	4	8	0	1	5	0	0	0	0
TCGA-NJ-A55R-01	6	19	116	108	5	5	0	5	10	15	20	0	14
TCGA-NJ-A7XG-01	0	0	6	5	0	2	21	0	1	0	7	0	0
TCGA-O1-A52J-01	7	5	65	82	5	15	0	2	8	5	17	0	0
TCGA-S2-AA1A-01	1	7	66	53	2	7	0	4	2	2	0	0	0
TCGA-18-3406-01	8	26	47	36	19	8	16	5	62	11	35	4	0
TCGA-18-3407-01	3	1	16	1	3	12	4	6	0	13	22	11	0
TCGA-18-3408-01	5	7	24	9	0	9	6	0	0	13	12	5	8
TCGA-18-3409-01	1579	1922	48	19	450	0	1	216	2	0	27	3	0
TCGA-18-3410-01	9	8	50	27	14	7	9	0	67	23	33	0	0
TCGA-18-3411-01	15	22	120	54	10	23	24	0	23	26	62	2	17
TCGA-18-3412-01	1	8	40	12	10	4	14	1	15	7	31	0	4
TCGA-18-3414-01	12	13	88	56	26	9	24	15	45	19	32	4	39
TCGA-18-3415-01	13	8	54	21	22	2	19	7	37	20	12	0	20
TCGA-18-3416-01	7	11	125	86	11	9	35	0	40	7	54	3	0
TCGA-18-3417-01	7	7	120	81	15	15	23	8	18	28	18	12	0
TCGA-18-3421-01	22	8	70	60	23	12	8	0	36	26	109	10	1
TCGA-18-4083-01	9	16	182	100	14	16	11	3	32	17	73	0	0
TCGA-18-4721-01	6	8	66	32	6	18	9	0	9	6	28	8	29
TCGA-18-5592-01	7	17	93	112	12	13	14	8	20	14	43	1	10
TCGA-18-5595-01	20	24	44	17	105	18	5	26	55	0	5	0	0
TCGA-21-1070-01	5	25	232	257	11	18	0	7	25	26	68	3	10
TCGA-21-1071-01	8	13	64	37	17	16	8	3	14	15	21	1	0
TCGA-21-1076-01	6	20	110	134	18	4	4	13	34	22	38	4	0
TCGA-21-1077-01	11	4	52	73	31	10	19	2	31	16	28	8	10
TCGA-21-1078-01	2	0	4	0	24	7	7	4	31	5	13	0	0
TCGA-21-1081-01	7	6	62	33	6	27	42	1	14	27	27	9	0
TCGA-21-1082-01	10	6	136	124	44	16	29	9	97	14	5	3	0
TCGA-21-1083-01	19	24	297	280	27	19	6	6	94	16	102	0	26
TCGA-21-5782-01	3	7	126	94	48	9	15	0	86	22	42	2	31
TCGA-21-5783-01	24	23	63	108	37	22	60	16	60	23	88	5	0
TCGA-21-5784-01	6	10	72	63	11	2	0	6	16	14	39	0	21
TCGA-21-5786-01	4	18	178	156	1	11	16	21	18	14	46	1	0
TCGA-21-5787-01	11	16	152	194	13	18	4	6	35	0	30	12	17
TCGA-21-A5DI-01	9	6	56	10	10	2	19	1	24	29	6	0	0
TCGA-22-0940-01	9	16	87	43	21	5	19	3	10	25	23	6	0
TCGA-22-0944-01	9	6	58	27	11	11	2	5	11	8	12	4	0
TCGA-22-1000-01	5	14	32	8	9	4	1	8	15	4	22	0	0
TCGA-22-1002-01	5	5	100	93	4	13	0	5	8	32	22	0	10
TCGA-22-1005-01	5	18	120	101	16	5	8	2	19	25	27	0	0
TCGA-22-1011-01	3	0	4	2	22	9	6	0	56	3	15	4	9
TCGA-22-1012-01	11	5	49	88	11	11	26	1	32	23	55	4	32
TCGA-22-1016-01	11	24	187	134	10	19	0	2	30	9	18	5	0
TCGA-22-4591-01	14	16	72	38	7	10	44	5	6	22	32	3	0
TCGA-22-4593-01	9	20	60	41	22	35	3	1	14	17	9	0	0
TCGA-22-4594-01	7	7	131	153	3	12	28	5	17	15	61	0	0
TCGA-22-4595-01	23	5	117	85	15	17	5	11	55	20	47	2	0
TCGA-22-4596-01	12	4	51	33	6	25	0	0	4	17	19	0	3
TCGA-22-4599-01	16	16	122	94	3	17	0	9	13	35	91	5	28
TCGA-22-4601-01	1	15	83	31	17	5	9	8	19	13	23	4	6
TCGA-22-4604-01	7	25	115	28	11	25	21	10	16	15	31	2	0
TCGA-22-4605-01	2	8	29	20	7	5	7	0	4	11	16	4	0
TCGA-22-4607-01	5	5	4	2	12	1	4	0	17	9	25	0	0
TCGA-22-4609-01	0	12	122	40	7	4	2	5	9	30	18	2	0
TCGA-22-4613-01	18	30	326	200	13	17	5	6	26	55	80	6	0
TCGA-22-5471-01	12	25	119	49	13	0	18	19	17	21	0	5	0
TCGA-22-5472-01	1	0	134	343	0	0	14	0	12	0	2	0	0
TCGA-22-5473-01	40	41	190	209	120	32	28	48	177	30	94	0	0
TCGA-22-5474-01	4	0	19	8	16	5	10	5	27	10	5	0	0
TCGA-22-5477-01	5	5	11	15	44	14	9	10	70	7	23	0	9
TCGA-22-5478-01	2	9	64	48	2	14	16	1	6	25	35	2	0
TCGA-22-5479-01	28	37	123	73	79	23	50	6	113	46	44	9	12
TCGA-22-5480-01	8	5	37	47	2	8	7	5	16	20	42	0	5
TCGA-22-5481-01	6	12	88	80	12	11	16	0	17	24	71	0	33
TCGA-22-5482-01	9	6	48	52	9	4	10	0	8	20	18	7	19
TCGA-22-5483-01	8	13	86	66	15	15	4	2	15	16	54	6	0
TCGA-22-5485-01	6	8	113	55	4	20	0	1	6	24	8	3	7
TCGA-22-5489-01	9	7	54	100	16	7	24	1	26	28	27	8	0
TCGA-22-5491-01	15	3	60	61	85	12	27	25	92	12	27	0	0
TCGA-22-5492-01	5	13	81	69	4	9	9	4	14	37	37	8	0
TCGA-22-A5C4-01	15	16	164	104	5	37	23	10	27	16	17	3	0
TCGA-33-4532-01	21	20	152	86	34	36	0	20	43	37	46	2	0
TCGA-33-4533-01	20	15	147	79	32	6	13	3	20	31	0	8	0
TCGA-33-4538-01	10	9	67	12	10	12	15	5	14	8	31	3	30
TCGA-33-4547-01	13	3	32	0	40	10	14	22	95	0	19	1	0
TCGA-33-4566-01	15	40	620	738	33	23	3	7	63	0	96	0	0
TCGA-33-4582-01	11	12	72	29	19	25	10	0	17	0	44	4	7
TCGA-33-4583-01	13	32	224	265	15	22	16	6	41	35	74	0	0
TCGA-33-4586-01	7	5	200	114	10	8	30	4	17	42	19	2	0
TCGA-33-4587-01	18	10	55	65	26	7	21	7	29	7	35	1	6
TCGA-33-4589-01	15	6	0	4	23	6	33	2	25	0	15	0	9
TCGA-33-6737-01	23	28	81	137	74	15	0	22	158	2	22	1	0
TCGA-33-6738-01	13	14	167	76	14	12	9	12	55	29	21	2	0
TCGA-33-A4WN-01	11	7	46	29	35	12	10	1	50	19	37	0	0
TCGA-33-A5GW-01	12	10	58	23	23	3	15	5	67	19	14	0	0
TCGA-33-AAS8-01	8	17	79	59	3	21	9	2	25	17	48	0	0
TCGA-33-AASB-01	5	9	174	173	21	11	0	4	16	0	25	1	18
TCGA-33-AASD-01	3	32	182	129	12	18	5	1	22	25	27	0	0
TCGA-33-AASI-01	19	7	104	149	33	9	25	1	63	18	60	12	0
TCGA-33-AASJ-01	16	8	42	18	32	14	6	16	58	5	5	4	4
TCGA-33-AASL-01	15	1	154	82	17	6	9	7	45	24	15	0	6
TCGA-34-2596-01	17	11	105	56	15	10	12	0	56	23	16	3	7
TCGA-34-2600-01	23	14	106	58	98	14	27	37	158	16	12	8	0
TCGA-34-2604-01	2	42	282	239	12	30	7	10	25	12	72	7	20
TCGA-34-2605-01	11	3	141	106	44	12	12	13	69	12	52	3	0
TCGA-34-2608-01	6	8	37	33	17	13	10	3	17	20	27	0	0
TCGA-34-2609-01	5	12	128	75	1	23	6	1	11	13	25	5	0
TCGA-34-5231-01	20	19	290	184	27	32	29	16	70	69	72	6	0
TCGA-34-5232-01	9	14	80	41	12	19	43	5	12	0	16	3	1
TCGA-34-5234-01	8	7	66	64	0	9	5	2	5	28	27	0	0
TCGA-34-5236-01	11	2	66	59	6	3	13	2	26	13	42	3	23
TCGA-34-5239-01	7	10	66	107	14	13	17	0	12	16	38	7	2
TCGA-34-5240-01	9	13	31	60	19	10	12	3	15	10	33	3	0
TCGA-34-5241-01	8	13	85	57	8	4	21	3	24	34	0	0	0
TCGA-34-5927-01	10	9	71	60	26	15	26	0	28	26	48	5	0
TCGA-34-5928-01	20	20	61	44	64	24	20	12	143	16	28	4	0
TCGA-34-5929-01	3	1	87	59	25	4	10	10	45	11	23	0	2
TCGA-34-7107-01	9	11	79	40	33	16	25	8	15	34	51	1	0
TCGA-34-8454-01	20	8	119	167	106	14	0	21	226	13	11	6	0
TCGA-34-8455-01	5	25	269	232	1	5	9	3	27	7	31	0	0
TCGA-34-8456-01	3	2	1	7	4	2	0	2	2	4	15	0	7
TCGA-34-A5IX-01	12	2	77	77	13	28	0	2	19	35	51	4	32
TCGA-37-3783-01	19	17	39	50	87	20	3	35	162	22	37	2	5
TCGA-37-3789-01	15	5	62	63	36	1	28	17	99	12	26	3	0
TCGA-37-3792-01	14	36	339	402	28	10	6	13	71	51	129	9	13
TCGA-37-4129-01	0	0	1	0	0	2	0	0	0	2	0	0	1
TCGA-37-4130-01	4	40	487	579	16	55	0	12	36	6	148	7	29
TCGA-37-4132-01	16	21	120	123	7	1	19	0	18	29	30	1	0
TCGA-37-4133-01	3	18	75	58	20	45	33	5	25	33	33	11	4
TCGA-37-4135-01	6	21	138	92	5	11	24	1	24	19	48	1	0
TCGA-37-4141-01	8	13	110	118	1	21	13	1	24	4	55	8	29
TCGA-37-5819-01	9	35	370	318	23	25	43	11	32	5	41	0	14
TCGA-37-A5EL-01	16	17	146	154	24	15	31	13	43	11	55	4	2
TCGA-37-A5EM-01	15	22	160	101	9	11	13	12	33	35	21	0	0
TCGA-37-A5EN-01	5	16	114	38	10	21	7	9	19	22	36	2	0
TCGA-39-5011-01	12	23	288	334	28	9	0	18	47	0	30	0	4
TCGA-39-5016-01	20	43	97	136	16	32	45	0	23	23	37	9	0
TCGA-39-5019-01	8	3	89	32	4	8	18	2	14	20	10	1	17
TCGA-39-5021-01	5	9	63	44	11	8	0	3	10	11	10	3	20
TCGA-39-5022-01	8	2	3	20	44	5	4	14	101	13	37	2	0
TCGA-39-5024-01	12	22	34	7	28	16	0	4	61	31	40	5	5
TCGA-39-5028-01	9	7	12	27	37	13	7	17	74	14	5	0	0
TCGA-39-5029-01	8	15	20	21	15	16	5	6	21	29	22	4	0
TCGA-39-5030-01	6	4	12	23	23	102	13	7	41	11	31	1	3
TCGA-39-5031-01	49	7	99	68	200	8	10	59	288	0	26	3	0
TCGA-39-5034-01	7	29	310	304	12	16	26	2	32	23	18	0	0
TCGA-39-5035-01	14	6	8	20	26	14	18	6	38	2	45	3	0
TCGA-39-5036-01	8	13	81	68	9	20	19	9	28	27	36	3	7
TCGA-39-5037-01	8	9	63	66	15	20	15	11	10	29	21	1	31
TCGA-39-5039-01	9	14	85	34	2	20	0	3	7	20	15	0	0
TCGA-39-5040-01	10	26	168	228	12	13	26	8	25	11	61	3	0
TCGA-43-2576-01	10	26	250	238	17	4	10	0	21	36	40	3	0
TCGA-43-2578-01	3	21	150	138	12	1	0	6	17	15	58	4	6
TCGA-43-2581-01	9	42	414	511	6	24	0	4	30	0	100	0	0
TCGA-43-3394-01	2	7	47	47	4	3	16	0	12	36	0	0	0
TCGA-43-3920-01	12	4	58	53	28	2	8	2	56	12	55	0	44
TCGA-43-5668-01	8	34	345	289	15	34	12	0	23	17	46	1	0
TCGA-43-5670-01	4	1	15	4	27	4	11	9	49	3	27	0	16
TCGA-43-6143-01	5	13	134	85	17	12	13	7	28	32	53	2	0
TCGA-43-6647-01	2	12	52	45	4	14	0	4	17	12	17	3	18
TCGA-43-6770-01	3	7	38	47	14	10	9	0	21	31	68	5	18
TCGA-43-6771-01	6	8	110	85	5	10	9	0	9	0	12	1	0
TCGA-43-6773-01	6	8	6	0	4	2	6	5	9	10	19	1	0
TCGA-43-7656-01	6	22	111	121	6	14	14	0	18	36	81	0	0
TCGA-43-7657-01	4	3	26	35	0	13	13	3	14	12	23	2	16
TCGA-43-7658-01	17	13	85	52	12	19	4	8	13	5	24	0	10
TCGA-43-8115-01	8	5	116	27	5	26	0	11	19	35	6	0	0
TCGA-43-8116-01	11	16	72	122	22	16	21	6	56	41	65	3	8
TCGA-43-8118-01	22	12	260	247	58	17	18	6	99	26	21	8	0
TCGA-43-A474-01	8	16	152	131	6	36	25	23	26	14	31	3	4
TCGA-43-A475-01	12	7	98	76	8	17	12	0	27	20	26	2	0
TCGA-43-A56U-01	14	3	61	65	31	10	6	5	90	23	10	1	0
TCGA-43-A56V-01	6	6	77	90	8	1	11	1	17	10	14	4	31
TCGA-46-3765-01	10	6	86	43	37	8	7	15	23	14	34	6	3
TCGA-46-3767-01	4	7	52	48	4	3	0	0	11	14	22	2	0
TCGA-46-3768-01	7	19	112	58	14	4	0	5	27	21	56	4	25
TCGA-46-3769-01	26	25	309	327	104	25	6	30	193	15	75	11	0
TCGA-46-6025-01	8	5	36	21	22	20	1	0	31	14	63	4	8
TCGA-46-6026-01	7	18	69	43	27	20	22	6	24	13	15	0	0
TCGA-51-4079-01	16	15	170	141	39	18	8	7	38	19	28	11	0
TCGA-51-4080-01	6	7	157	84	6	14	10	4	11	22	31	0	0
TCGA-51-4081-01	5	13	75	56	3	5	8	6	12	19	26	5	15
TCGA-51-6867-01	16	28	246	189	35	11	16	20	76	65	80	0	0
TCGA-52-7622-01	1	9	125	74	6	13	4	2	11	38	27	3	25
TCGA-52-7809-01	14	13	58	41	28	0	55	1	45	12	32	9	0
TCGA-52-7810-01	10	17	120	65	82	0	19	27	157	18	19	1	0
TCGA-52-7811-01	5	10	52	38	3	5	6	2	13	16	24	0	13
TCGA-52-7812-01	15	12	136	114	21	6	18	0	28	13	8	0	0
TCGA-56-1622-01	8	9	58	94	6	20	1	7	7	22	41	5	9
TCGA-56-5897-01	5	0	49	1	13	6	1	2	30	16	3	0	0
TCGA-56-5898-01	8	2	48	43	5	2	9	1	14	8	14	1	27
TCGA-56-6545-01	8	11	150	61	31	16	2	8	44	11	22	2	0
TCGA-56-6546-01	15	17	150	115	4	14	7	3	14	19	55	3	0
TCGA-56-7221-01	11	21	122	68	27	12	8	10	50	15	22	0	0
TCGA-56-7222-01	12	21	170	115	17	7	26	2	35	42	33	9	0
TCGA-56-7223-01	18	13	80	57	14	3	31	1	20	33	57	4	42
TCGA-56-7579-01	11	21	67	58	12	6	6	4	42	27	17	6	40
TCGA-56-7580-01	2	3	41	32	0	4	13	5	14	14	35	0	8
TCGA-56-7582-01	5	11	57	25	5	5	28	6	9	11	33	4	5
TCGA-56-7730-01	13	27	140	130	4	24	27	4	18	33	38	4	0
TCGA-56-7731-01	5	11	200	91	16	14	4	0	28	38	35	0	1
TCGA-56-7822-01	16	14	111	65	46	21	10	20	119	16	1	2	26
TCGA-56-7823-01	12	19	118	102	5	17	5	3	18	20	33	2	0
TCGA-56-8082-01	17	5	73	55	9	23	32	2	13	23	29	0	0
TCGA-56-8083-01	5	9	63	65	2	9	18	0	7	8	7	6	0
TCGA-56-8201-01	6	0	39	52	12	10	8	0	18	23	29	2	0
TCGA-56-8304-01	17	3	95	83	6	3	9	6	20	23	39	0	0
TCGA-56-8305-01	12	16	192	141	20	18	4	9	24	35	19	0	0
TCGA-56-8307-01	10	13	208	161	8	19	14	3	26	24	39	0	0
TCGA-56-8308-01	17	17	119	124	16	29	14	0	29	33	37	0	0
TCGA-56-8309-01	4	4	41	29	7	10	0	0	8	26	31	1	0
TCGA-56-8503-01	10	5	38	13	24	0	3	15	71	14	16	0	0
TCGA-56-8504-01	6	15	119	69	2	8	9	3	10	21	25	4	0
TCGA-56-8622-01	6	19	66	77	23	15	24	0	17	20	24	1	0
TCGA-56-8624-01	5	4	49	25	11	13	7	8	28	6	0	2	0
TCGA-56-8625-01	25	14	136	107	81	36	20	36	118	7	20	2	4
TCGA-56-8626-01	12	8	89	60	15	17	16	5	30	15	55	0	0
TCGA-56-8628-01	9	17	193	164	5	11	0	3	13	33	64	4	0
TCGA-56-8629-01	6	10	84	54	10	19	2	0	20	6	64	3	0
TCGA-56-A49D-01	10	16	96	45	27	27	13	11	62	34	31	4	0
TCGA-56-A4BW-01	11	8	65	59	17	6	16	3	63	15	24	3	0
TCGA-56-A4BY-01	0	18	54	34	11	10	4	0	4	17	35	1	0
TCGA-56-A4ZJ-01	5	9	57	33	0	4	2	2	11	12	6	3	0
TCGA-56-A4ZK-01	7	9	94	32	7	1	18	3	33	22	49	2	19
TCGA-56-A5DS-01	20	5	60	43	27	19	8	3	33	20	22	3	0
TCGA-56-A62T-01	16	29	202	227	10	22	19	12	29	13	49	0	2
TCGA-58-8386-01	8	10	77	60	11	9	21	1	22	36	35	2	22
TCGA-58-8387-01	12	0	27	27	25	15	14	11	43	10	33	6	11
TCGA-58-8388-01	5	10	64	53	8	14	0	1	10	26	32	0	3
TCGA-58-8391-01	11	24	146	75	1	21	9	4	20	14	77	6	21
TCGA-58-8393-01	42	12	0	15	86	4	11	20	149	2	0	0	0
TCGA-58-A46J-01	5	12	71	47	7	14	1	2	19	16	18	2	3
TCGA-58-A46K-01	12	0	30	9	39	12	8	4	52	14	15	0	0
TCGA-58-A46L-01	4	6	103	65	14	13	11	5	23	1	34	1	0
TCGA-58-A46M-01	22	28	166	115	46	54	0	1	22	22	39	5	12
TCGA-58-A46N-01	8	11	74	54	12	7	22	0	8	17	43	2	6
TCGA-60-2695-01	13	1	64	61	3	9	19	3	23	21	33	9	13
TCGA-60-2697-01	0	1	0	7	0	2	0	0	0	0	3	1	0
TCGA-60-2698-01	69	47	176	152	244	16	19	59	516	19	67	2	9
TCGA-60-2703-01	5	18	121	75	23	15	8	3	36	30	32	0	0
TCGA-60-2704-01	10	11	70	30	14	21	20	8	27	28	10	3	0
TCGA-60-2707-01	8	1	18	32	16	8	8	2	25	23	0	0	0
TCGA-60-2708-01	6	8	66	35	13	29	8	10	33	18	27	5	0
TCGA-60-2709-01	1	21	20	58	8	0	7	2	11	20	49	0	14
TCGA-60-2710-01	8	6	75	34	10	16	17	6	8	25	30	5	14
TCGA-60-2711-01	7	5	27	39	3	3	20	0	16	5	24	2	6
TCGA-60-2712-01	0	8	3	25	11	8	9	3	10	9	13	0	13
TCGA-60-2713-01	22	11	58	57	14	14	1	4	30	19	86	8	0
TCGA-60-2714-01	7	34	309	438	38	45	32	31	77	23	58	8	0
TCGA-60-2715-01	6	0	54	8	9	17	16	14	7	12	14	3	0
TCGA-60-2716-01	0	0	0	0	1	6	9	6	0	0	0	0	0
TCGA-60-2719-01	6	3	72	46	16	26	22	5	10	40	32	2	0
TCGA-60-2720-01	12	16	122	117	37	3	0	8	106	26	73	4	0
TCGA-60-2721-01	11	16	22	8	40	6	14	12	86	15	32	2	6
TCGA-60-2722-01	14	11	110	56	21	13	2	13	42	38	39	0	33
TCGA-60-2723-01	10	12	148	72	4	18	0	1	13	16	60	0	0
TCGA-60-2724-01	14	31	81	178	2	6	7	0	22	39	61	4	0
TCGA-60-2725-01	0	12	62	33	0	5	3	1	19	15	38	1	0
TCGA-60-2726-01	10	15	155	72	29	13	24	2	31	35	38	4	0
TCGA-63-5128-01	13	11	130	76	14	10	10	0	16	28	61	6	0
TCGA-63-5131-01	7	22	112	58	24	15	6	16	44	18	55	17	0
TCGA-63-6202-01	2	23	131	156	8	21	7	15	14	12	27	0	0
TCGA-63-7020-01	1	8	57	61	9	4	7	7	8	30	31	4	0
TCGA-63-7021-01	9	4	95	59	18	2	15	1	16	58	31	0	0
TCGA-63-7022-01	10	5	48	49	11	2	17	5	18	33	37	4	0
TCGA-63-7023-01	3	5	48	45	7	14	0	2	12	26	18	3	0
TCGA-63-A5M9-01	7	7	20	17	12	18	11	2	5	20	13	2	1
TCGA-63-A5MB-01	15	16	121	74	12	29	4	15	26	25	77	1	0
TCGA-63-A5MG-01	4	0	34	25	2	9	17	0	12	12	13	0	12
TCGA-63-A5MH-01	11	9	64	21	34	7	8	13	68	20	21	2	5
TCGA-63-A5MI-01	6	14	68	17	11	6	25	22	58	22	10	8	0
TCGA-63-A5MJ-01	10	3	70	39	1	20	22	4	11	28	18	3	14
TCGA-63-A5ML-01	11	6	88	64	10	17	10	20	19	21	28	9	3
TCGA-63-A5MM-01	22	0	3	0	22	1094	0	35	36	164	0	5	29
TCGA-63-A5MN-01	0	5	7	0	7	10	0	2	2	0	10	3	2
TCGA-63-A5MP-01	7	16	72	32	4	22	23	5	2	19	31	1	0
TCGA-63-A5MR-01	6	14	32	31	41	7	5	20	33	13	23	0	0
TCGA-63-A5MS-01	17	17	109	85	34	22	2	3	96	39	56	8	0
TCGA-63-A5MT-01	7	1	21	51	34	7	27	5	64	43	38	0	0
TCGA-63-A5MU-01	13	16	85	29	28	22	18	0	39	10	0	0	13
TCGA-63-A5MV-01	4	3	52	30	13	11	0	10	4	7	18	1	0
TCGA-63-A5MW-01	13	23	179	94	30	27	23	17	47	28	86	19	0
TCGA-63-A5MY-01	2	8	29	57	6	2	18	5	15	12	45	1	17
TCGA-66-2727-01	6	9	45	64	6	13	0	8	21	17	39	2	21
TCGA-66-2734-01	6	6	76	83	5	3	10	2	4	14	24	5	11
TCGA-66-2742-01	0	8	91	61	5	13	27	1	9	40	19	6	0
TCGA-66-2744-01	9	7	56	66	4	5	8	10	31	16	32	6	0
TCGA-66-2754-01	16	31	53	43	18	22	9	0	29	14	93	18	0
TCGA-66-2755-01	4	9	85	90	6	5	6	0	7	29	47	0	1
TCGA-66-2756-01	4	26	215	221	14	20	10	4	23	42	49	5	0
TCGA-66-2757-01	6	8	83	95	6	5	1	8	18	25	60	1	2
TCGA-66-2758-01	16	10	59	54	19	14	1	5	85	14	123	3	23
TCGA-66-2759-01	21	22	122	87	28	32	42	1	82	22	41	4	43
TCGA-66-2763-01	16	15	242	112	11	23	13	0	39	19	2	2	0
TCGA-66-2765-01	6	3	27	11	5	12	2	3	5	9	27	2	0
TCGA-66-2766-01	17	17	95	119	73	19	17	7	63	27	46	7	0
TCGA-66-2767-01	6	32	99	104	17	17	31	12	23	23	50	0	0
TCGA-66-2769-01	7	19	73	69	5	13	22	0	56	38	126	16	7
TCGA-66-2770-01	9	11	99	76	17	23	6	13	6	16	35	0	7
TCGA-66-2771-01	4	13	72	50	35	4	9	16	53	20	26	4	21
TCGA-66-2773-01	41	24	97	45	182	2	39	74	244	6	4	0	0
TCGA-66-2777-01	13	19	74	13	13	18	9	0	10	17	26	0	0
TCGA-66-2778-01	8	4	33	2	32	6	17	12	42	12	16	1	0
TCGA-66-2780-01	9	4	39	28	3	3	14	0	21	7	41	3	7
TCGA-66-2781-01	6	2	55	31	14	4	7	0	13	10	22	3	0
TCGA-66-2782-01	19	25	157	111	24	12	4	7	51	18	38	0	0
TCGA-66-2783-01	14	27	80	67	17	18	0	8	24	21	27	5	0
TCGA-66-2785-01	67	3	154	105	165	13	22	42	730	74	82	10	0
TCGA-66-2786-01	9	10	83	20	24	18	10	4	48	25	28	4	0
TCGA-66-2787-01	10	18	251	161	14	6	7	4	30	20	49	2	0
TCGA-66-2788-01	7	14	39	74	13	0	17	7	36	5	31	5	8
TCGA-66-2789-01	6	34	165	70	9	9	15	3	38	41	46	0	0
TCGA-66-2791-01	11	20	91	50	28	6	30	7	51	33	35	0	20
TCGA-66-2792-01	8	10	49	18	4	9	30	0	7	4	28	3	7
TCGA-66-2793-01	10	10	95	75	2	21	0	4	13	42	88	1	23
TCGA-66-2794-01	6	10	31	22	20	22	8	11	44	8	21	0	0
TCGA-66-2795-01	13	7	136	81	8	22	19	13	22	4	22	3	13
TCGA-66-2800-01	6	20	84	53	10	27	3	3	7	7	27	0	11
TCGA-68-7755-01	10	19	135	60	9	30	8	10	18	13	22	4	0
TCGA-68-7756-01	1	1	36	34	5	5	16	2	4	4	10	0	0
TCGA-68-7757-01	3	4	136	138	7	14	19	1	9	20	22	5	0
TCGA-68-8250-01	6	18	119	85	8	15	5	0	22	37	47	4	10
TCGA-68-8251-01	22	1	30	17	40	37	92	37	106	0	9	0	0
TCGA-68-A59J-01	15	13	115	115	35	10	10	11	71	8	47	1	17
TCGA-6A-AB49-01	8	20	137	170	10	14	2	4	22	18	86	1	0
TCGA-70-6722-01	14	7	146	132	16	10	3	3	15	0	17	0	0
TCGA-70-6723-01	7	10	57	15	1	14	12	1	5	9	4	5	0
