Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
TCGA-VQ-A8DV-01	0	24	3	28	9	0	0	5	8
TCGA-VQ-A8DZ-01	4	8	21	20	31	2	6	3	12
TCGA-VQ-A8E0-01	0	12	11	23	46	5	4	9	13
TCGA-VQ-A8E2-01	0	22	0	55	22	8	6	0	34
TCGA-VQ-A8E3-01	2	23	41	402	58	0	223	21	29
TCGA-VQ-A8E7-01	0	0	5	77	30	5	0	8	15
TCGA-VQ-A8P2-01	495	770	1063	4922	0	0	931	576	178
TCGA-VQ-A8P3-01	2	6	0	41	5	0	0	0	307
TCGA-VQ-A8P5-01	16	1	0	106	20	24	0	2	93
TCGA-VQ-A8P8-01	0	8	0	68	42	1	0	6	5
TCGA-VQ-A8PB-01	0	62	0	555	49	0	144	78	1
TCGA-VQ-A8PC-01	14	0	6	36	23	3	11	1	66
TCGA-VQ-A8PD-01	3	0	0	62	18	2	0	5	14
TCGA-VQ-A8PE-01	6	14	0	47	60	14	0	1	11
TCGA-VQ-A8PF-01	2	12	0	44	31	0	0	13	33
TCGA-VQ-A8PH-01	3	7	31	25	130	8	19	0	18
TCGA-VQ-A8PJ-01	3	16	0	25	30	9	9	8	86
TCGA-VQ-A8PK-01	9	0	5	13	9	11	2	6	61
TCGA-VQ-A8PM-01	1	5	0	22	8	2	1	0	27
TCGA-VQ-A8PO-01	15	25	84	369	42	0	313	13	41
TCGA-VQ-A8PP-01	14	87	46	815	0	0	520	31	55
TCGA-VQ-A8PQ-01	0	2	0	5	9	0	1	0	0
TCGA-VQ-A8PS-01	2	17	0	15	17	0	0	6	2
TCGA-VQ-A8PT-01	37	66	136	854	0	0	288	41	11
TCGA-VQ-A8PU-01	0	9	25	22	91	3	3	0	3
TCGA-VQ-A8PX-01	8	0	24	285	0	0	312	17	44
TCGA-VQ-A8PY-01	0	16	17	34	7	0	7	12	21
TCGA-VQ-A8PZ-01	1	13	0	60	23	0	0	4	6
TCGA-VQ-A91A-01	0	0	16	64	47	7	3	6	14
TCGA-VQ-A91D-01	35	78	0	1812	69	10	502	97	18
TCGA-VQ-A91E-01	14	19	47	381	26	0	301	34	38
TCGA-VQ-A91K-01	11	141	69	841	149	0	139	80	39
TCGA-VQ-A91N-01	8	0	4	61	44	11	0	8	19
TCGA-VQ-A91Q-01	4	5	13	24	73	5	0	0	13
TCGA-VQ-A91S-01	7	4	15	20	68	49	2	14	133
TCGA-VQ-A91U-01	2	5	3	84	66	4	0	16	9
TCGA-VQ-A91V-01	8	13	0	36	0	8	0	0	233
TCGA-VQ-A91W-01	5	7	5	18	6	0	0	0	8
TCGA-VQ-A91X-01	6	20	9	67	19	2	10	0	122
TCGA-VQ-A91Y-01	0	9	0	27	10	2	0	5	3
TCGA-VQ-A91Z-01	4	28	8	43	65	0	0	4	19
TCGA-VQ-A922-01	8	24	4	33	41	9	18	13	57
TCGA-VQ-A923-01	0	10	6	48	44	0	0	17	2
TCGA-VQ-A924-01	17	82	197	652	0	0	300	39	36
TCGA-VQ-A925-01	15	3	13	16	53	12	1	8	34
TCGA-VQ-A927-01	1	0	7	19	13	1	6	2	18
TCGA-VQ-A928-01	7	0	24	19	12	3	5	5	1
TCGA-VQ-A92D-01	4	20	15	42	46	3	14	11	8
TCGA-VQ-A94O-01	6	15	0	29	18	0	3	8	0
TCGA-VQ-A94P-01	0	5	0	15	8	4	0	0	68
TCGA-VQ-A94R-01	25	54	7	78	96	15	10	18	69
TCGA-VQ-A94T-01	11	0	15	45	17	0	1	9	2
TCGA-VQ-A94U-01	20	22	0	76	38	2	0	0	35
TCGA-VQ-AA64-01	12	4	65	33	73	70	18	0	34
TCGA-VQ-AA68-01	12	5	0	52	48	6	0	0	85
TCGA-VQ-AA69-01	0	12	7	43	14	2	0	3	0
TCGA-VQ-AA6A-01	0	16	0	38	33	0	0	6	29
TCGA-VQ-AA6B-01	4	6	0	51	27	6	0	0	6
TCGA-VQ-AA6D-01	26	0	13	565	0	33	189	0	84
TCGA-VQ-AA6F-01	5	0	6	23	10	3	4	9	2
TCGA-VQ-AA6G-01	0	22	9	72	21	0	0	8	34
TCGA-VQ-AA6I-01	9	0	4	57	26	7	0	8	15
TCGA-VQ-AA6J-01	3	6	6	50	33	3	0	0	75
TCGA-VQ-AA6K-01	6	2	18	35	20	2	3	3	3
TCGA-ZA-A8F6-01	0	3	0	17	22	9	0	6	1
TCGA-ZQ-A9CR-01	3	0	14	34	45	0	10	8	30
